Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	gamma	kappa	TL
2350	-11142.22	-11153.19	10.96589	0.130185	0.0442106	0.00141174	0.00394231	0.153001	0.0723454	0.0829164	0.0585094	0.0566484	0.0414173	0.0336697	0.00869892	0.0179852	0.0657486	0.000702008	0.0398963	0.0960313	0.0276416	0.0102264	0.0853875	0.130832	0.0741651	0.0680525	0.0448659	0.160759	0.00809031	0.0270323	0.0230137	0.0440633	0.00851895	0.0177962	0.0282106	0.104124	0.00490236	0.012711	0.0571724	0.00417669	0.0458229	0.00914043	0.0281932	0.0883494	0.0939946	0.00724563	0.0647969	0.0249841	0.0326532	0.0139877	0.0679859	0.0148614	0.00575615	0.107378	0.0478945	0.0174652	0.0400576	0.0379523	0.0115132	0.0305899	0.0314519	0.0180793	0.0484289	0.0641234	0.0423444	0.0361185	0.0591659	0.002265	0.00810665	0.0162554	0.00413103	0.0153925	0.0050332	0.059852	0.0110666	0.00296141	0.0146325	0.00643919	0.00852799	0.0126598	0.0230982	0.00509408	0.0333368	0.000131203	0.0254634	0.0305778	0.0227298	0.00539818	0.00155753	0.0275593	0.010554	0.000734061	0.102369	0.0104811	0.00247224	0.0349283	0.00450016	0.00165964	0.0125207	0.0254339	0.00327036	0.0119612	0.0199024	0.00180557	0.0138392	0.0554144	0.153185	0.00728025	0.00428805	0.14099	0.0153276	0.0106969	0.0131318	0.0183067	0.0204845	0.00139585	0.00235646	0.0178463	0.00419932	0.0091473	0.0166576	0.0117865	0.020471	0.00748806	0.00387467	0.0571461	0.00465591	0.0401685	0.4984813	4.19514	4.174397
2360	-11168.94	-11176.79	7.851269	0.156207	0.0427258	0.00154634	0.0069368	0.15015	0.0437586	0.0740948	0.0241214	0.0447282	0.039248	0.0323023	0.0119363	0.0251476	0.167304	0.000442965	0.0406794	0.115053	0.0287842	0.0178712	0.0767332	0.122468	0.0518918	0.0541034	0.0551998	0.146497	0.0115564	0.0114886	0.0413495	0.0306476	0.0177001	0.00955579	0.0354544	0.129215	0.00742688	0.0082908	0.0337963	0.00790255	0.0615105	0.00743358	0.0280502	0.0857353	0.103544	0.00193562	0.0773075	0.0226772	0.0235389	0.00768998	0.0768397	0.0141422	0.0125493	0.212914	0.0700433	0.0141038	0.0407703	0.0322239	0.0177486	0.0437421	0.0314121	0.0277737	0.0744409	0.10319	0.0474247	0.0302628	0.0810608	0.00209703	0.00894218	0.0159172	0.00379043	0.0276762	0.00521865	0.0503557	0.00911888	0.003607	0.0351467	0.00840733	0.0033453	0.016995	0.0216333	0.00711831	0.0369836	0.000168826	0.00607583	0.0234293	0.0137383	0.0138807	0.000709678	0.0232957	0.0174807	0.00112906	0.0909269	0.014998	0.00454967	0.0402657	0.00473332	0.00456471	0.00917239	0.0396909	0.00274455	0.0137864	0.0336782	0.00229372	0.0109101	0.0467436	0.128485	0.0118479	0.00737038	0.18183	0.00267883	0.00786511	0.00395862	0.0188417	0.0274456	0.00502429	0.00293987	0.0143395	0.00123784	0.00819292	0.0190959	0.00977346	0.0166545	0.00743539	0.00256811	0.0505378	0.00626655	0.0521638	0.4839122	4.155932	4.486252
2370	-11173.15	-11181.85	8.695806	0.127797	0.0614214	0.00203164	0.00507944	0.152824	0.0677853	0.0524684	0.0362569	0.0373878	0.0379532	0.0643444	0.0130746	0.0328001	0.0980468	0.00151917	0.0205501	0.106427	0.0340536	0.012624	0.0716806	0.141754	0.0883215	0.0807709	0.0496954	0.108789	0.0165123	0.00878474	0.0230691	0.0373253	0.0271142	0.0295959	0.0222164	0.143298	0.010471	0.0105288	0.0441158	0.0058613	0.0463934	0.0160852	0.0279383	0.0898397	0.115406	0.00205262	0.0844219	0.036737	0.0359619	0.0117553	0.0492165	0.020507	0.00979177	0.161435	0.0810735	0.00730221	0.0259078	0.0328717	0.0139418	0.0761226	0.0253784	0.0253183	0.0412317	0.0693424	0.0430671	0.0379102	0.0610278	0.00287881	0.00689004	0.0147233	0.003799	0.0280936	0.00751116	0.064253	0.0114902	0.00926211	0.02244	0.0105281	0.00396584	0.0127727	0.0197071	0.00223935	0.0303635	7.99372e-05	0.0148505	0.0238133	0.0148235	0.020014	0.00159103	0.0411512	0.023729	0.000829624	0.0972491	0.0267583	0.00151988	0.0131659	0.00498465	0.00230668	0.00724189	0.0280038	0.00425478	0.00791435	0.0141942	0.00302206	0.0135978	0.0543859	0.144132	0.0212327	0.00989967	0.123066	0.00591645	0.00881037	0.00632218	0.0309194	0.0143393	0.00552719	0.00626629	0.0127395	0.00284771	0.00396533	0.0229524	0.00655574	0.037044	0.00746882	0.00365399	0.0490078	0.0240367	0.049696	0.4882997	4.417209	4.399185
2380	-11159.33	-11166.22	6.889322	0.187066	0.0768734	0.00366844	0.00706594	0.152824	0.0834342	0.0875744	0.0483301	0.0234801	0.0433747	0.0651675	0.00906381	0.0404305	0.249028	0.00204234	0.0276993	0.107016	0.0262021	0.0118786	0.0772772	0.103687	0.0724375	0.065668	0.048767	0.162382	0.0107325	0.0114829	0.027117	0.0232978	0.0691533	0.043252	0.0407668	0.0978858	0.0241169	0.00736351	0.0494826	0.0097417	0.0479449	0.00793874	0.0329205	0.0774317	0.101438	0.000968427	0.0623061	0.00816923	0.0422463	0.00547958	0.0687167	0.0196554	0.00888451	0.0980733	0.0775986	0.00617661	0.0382987	0.0337808	0.0135095	0.0401419	0.0338348	0.0323162	0.0380252	0.0695291	0.0535647	0.0345625	0.0892071	0.0038175	0.0100286	0.0161786	0.00252074	0.0202592	0.00995463	0.0535612	0.00952588	0.0065297	0.0195261	0.00414274	0.0129733	0.0107788	0.00924327	0.00674525	0.0307587	3.43964e-05	0.00768652	0.045117	0.023936	0.00900264	0.000636478	0.036302	0.00777496	0.00176281	0.0978629	0.0221795	0.0012521	0.0157274	0.00196997	0.000615338	0.0067733	0.0311718	0.00331592	0.0188057	0.018736	0.00320761	0.0091402	0.0544469	0.13283	0.0232922	0.00584102	0.14076	0.00880863	0.0186213	0.00389506	0.0239048	0.0227277	0.00674625	0.00139926	0.0140955	0.00482165	0.00299815	0.016929	0.00927189	0.0293389	0.0189318	0.00310751	0.0554822	0.0103969	0.0395883	0.4742161	4.666582	4.57734
2390	-11139.46	-11149.72	10.25729	0.135336	0.0721408	0.00479272	0.00434823	0.170885	0.0697197	0.0646851	0.030029	0.0426897	0.0441854	0.078457	0.00564292	0.0340527	0.0137373	0.00583431	0.0410076	0.107397	0.0293984	0.00958284	0.0728991	0.109837	0.059797	0.049293	0.0630553	0.14261	0.0179621	0.0106699	0.0255349	0.0404338	0.0425148	0.0427295	0.0347242	0.134827	0.0104516	0.0108269	0.0535811	0.00633231	0.0459148	0.00541115	0.0431843	0.0889155	0.0969071	0.0025993	0.0703127	0.0208162	0.0410911	0.00663383	0.0611072	0.0103803	0.0044983	0.127057	0.0663223	0.00922624	0.0301743	0.0358684	0.0086291	0.0539574	0.0456041	0.0293794	0.0389899	0.140542	0.0544996	0.0262485	0.0643343	0.00467829	0.00938904	0.0121958	0.00416614	0.0247299	0.00628949	0.0393709	0.00422651	0.00300806	0.0258733	0.00553467	0.0120009	0.00988326	0.0184164	0.00525169	0.0440742	0.000349831	0.0124307	0.0257726	0.0233341	0.00326063	0.00481589	0.036302	0.0136357	0.00136383	0.0610132	0.0110948	0.00510614	0.0100378	0.00452516	0.0004817	0.00415771	0.0202392	0.00576971	0.019778	0.0200386	0.0047521	0.0119492	0.0651288	0.11717	0.0169857	0.00534013	0.136845	0.00749018	0.0159685	0.0031962	0.0139446	0.0267651	0.0038962	0.00201714	0.0205602	0.00866404	0.00825281	0.0173559	0.00616004	0.015591	0.00419274	0.00611092	0.045379	0.0133948	0.0351576	0.492904	4.173935	4.24547
2400	-11153.45	-11162.71	9.259736	0.156113	0.0625671	0.00930327	0.00690176	0.165719	0.0655833	0.0623542	0.0318544	0.0450262	0.0400939	0.0836536	0.00920151	0.014252	0.0140557	0.0045405	0.0390073	0.0908015	0.0276303	0.0132532	0.0943745	0.116437	0.0895863	0.0685253	0.0529011	0.14401	0.0141119	0.0100229	0.0237826	0.0363254	0.0546674	0.0389109	0.0344067	0.132606	0.0167404	0.00639547	0.0237997	0.00754904	0.0665721	0.00786469	0.0746038	0.0768182	0.0991815	0.00481603	0.0658001	0.0159309	0.0489704	0.0158228	0.0658781	0.0218578	0.00741939	0.105049	0.055102	0.0171187	0.031953	0.0442277	0.0121469	0.0693868	0.0404999	0.0370407	0.0408652	0.10593	0.0421869	0.0311882	0.0781302	0.00688658	0.017073	0.0146393	0.00136548	0.0143126	0.00306443	0.0387456	0.00897163	0.00178348	0.0178071	0.00338937	0.00711545	0.0182697	0.0180689	0.00364524	0.0241113	0.00102226	0.010814	0.0402787	0.0218056	0.00605872	0.00687974	0.0559616	0.0091864	0.00116849	0.0729119	0.01261	0.00430372	0.00501426	0.00389321	0.000358302	0.00587464	0.0155547	0.0022135	0.0243028	0.0188933	0.00310136	0.0175033	0.0665093	0.112177	0.0192395	0.00749938	0.157863	0.00915789	0.00867404	0.00517728	0.0105843	0.0337862	0.00172771	0.00520855	0.0147609	0.00532332	0.00250431	0.01285	0.00748457	0.00954001	0.00285949	0.00881799	0.0522667	0.00929955	0.0497247	0.4959491	4.554373	4.34142
2410	-11147.59	-11155.55	7.961652	0.111395	0.0670912	0.0103392	0.00479338	0.160092	0.0517696	0.0931356	0.0625864	0.0435255	0.0492987	0.0805285	0.00712708	0.0218996	0.00610187	0.00245116	0.0352927	0.125093	0.0292573	0.0158445	0.093201	0.0879595	0.0842099	0.0669588	0.0557637	0.154831	0.0214697	0.0133298	0.025876	0.0459087	0.048019	0.053965	0.0360927	0.102591	0.00655196	0.00268977	0.0529157	0.00511979	0.0715119	0.0118133	0.0457546	0.103888	0.100514	0.00744445	0.0558908	0.00664412	0.0607695	0.00662079	0.067402	0.0324826	0.0044594	0.136174	0.0620198	0.0111714	0.0653191	0.0375844	0.0109647	0.0510967	0.0351222	0.030584	0.05456	0.146268	0.0443879	0.028421	0.0664074	0.0156438	0.014478	0.0171412	0.0023617	0.027133	0.00387772	0.0501411	0.00985561	0.00203244	0.0209006	0.00925123	0.0102241	0.00910809	0.0302083	0.00352805	0.062855	0.00164894	0.0113629	0.0251913	0.0198734	0.00861045	0.0079655	0.0374688	0.0054566	0.000864186	0.0229554	0.0168874	0.00650256	0.00699738	0.00185014	0.000471893	0.0171858	0.0291793	0.001375	0.0167175	0.0158069	0.00487919	0.0158003	0.0772734	0.129262	0.0238768	0.0120434	0.118331	0.00799115	0.00995225	0.00703893	0.0205554	0.0206817	0.00424166	0.00192628	0.0243721	0.00297692	0.00509243	0.0153254	0.00705483	0.00986892	0.00341216	0.0137905	0.0624834	0.00593614	0.0351234	0.4859352	4.402065	4.472752
2420	-11169.58	-11177.24	7.668043	0.164453	0.043412	0.00700232	0.00455802	0.141405	0.0604669	0.07027	0.0398613	0.0397226	0.0384669	0.0944468	0.0196362	0.0157329	0.0149637	0.00591011	0.0293768	0.112434	0.0289813	0.0128013	0.0947823	0.100119	0.0674942	0.0837768	0.0864627	0.132221	0.0138086	0.0112489	0.0279017	0.0287701	0.0866352	0.0660363	0.0311715	0.131205	0.00810832	0.00461685	0.0520319	0.00343566	0.0556415	0.00778995	0.025996	0.0870897	0.0890081	0.00746314	0.0891241	0.00625328	0.0466908	0.018743	0.0764118	0.022238	0.00751237	0.0907024	0.0460339	0.00851123	0.031203	0.0319337	0.00647149	0.0386191	0.0406865	0.0315726	0.0498034	0.133945	0.0464742	0.0382091	0.0452048	0.00224695	0.0154355	0.0215859	0.00522689	0.0131935	0.00623841	0.0562846	0.0123685	0.00204399	0.0148675	0.00675251	0.00529354	0.011549	0.0137068	0.00696938	0.0580021	0.00401392	0.00852149	0.0470732	0.0329734	0.0057755	0.00658172	0.0423548	0.00715103	0.000304346	0.0572758	0.028255	0.00597825	0.0018981	0.00389407	0.00225188	0.0183432	0.029355	0.00118602	0.0046237	0.0339472	0.00137628	0.0206868	0.0814522	0.12478	0.0218371	0.0239217	0.137176	0.0156194	0.0167189	0.00444995	0.0274468	0.0271637	0.00917983	0.00186772	0.0207198	0.00628042	0.0121147	0.0203131	0.0105311	0.0181523	0.00365587	0.0226442	0.0731363	0.00753002	0.0462492	0.4872032	4.454781	4.501586
2430	-11154.22	-11162.37	8.146766	0.145854	0.0630997	0.00545456	0.00293242	0.149082	0.0544862	0.0877122	0.0381827	0.0320165	0.052022	0.0727206	0.012997	0.0211617	0.010427	0.00698252	0.0400872	0.108081	0.030947	0.0150849	0.0763969	0.151801	0.0745213	0.0769228	0.0411472	0.127984	0.0144474	0.00988214	0.0197962	0.0336966	0.0972475	0.0794249	0.0222195	0.116357	0.0127854	0.00641664	0.0335671	0.00745501	0.0600087	0.00496278	0.0216669	0.119717	0.134557	0.00796524	0.0621166	0.0028364	0.0490092	0.00798767	0.0727148	0.0231626	0.00456513	0.109299	0.0612085	0.024836	0.0515643	0.0221518	0.00782958	0.0642083	0.0519176	0.0321332	0.0547093	0.14952	0.0464742	0.029126	0.0746151	0.00884621	0.0184024	0.0085131	0.00303452	0.00552308	0.00316696	0.0419692	0.0121085	0.00114254	0.0238292	0.00811866	0.00617714	0.0112282	0.0135398	0.00278472	0.035386	0.00486829	0.00683426	0.0241932	0.0283175	0.00362494	0.00819566	0.0400774	0.00952003	0.000141429	0.0357078	0.0262452	0.0113171	0.00325024	0.00064438	0.00267784	0.0133628	0.0353905	0.00107703	0.00727959	0.0188042	0.00150451	0.0138037	0.072897	0.12068	0.0228608	0.00856171	0.146125	0.017736	0.012846	0.006131	0.0170806	0.02282	0.0136575	0.00194449	0.0207395	0.00203672	0.00424247	0.0217553	0.00263135	0.013272	0.00563417	0.00622558	0.0570557	0.00942092	0.0492052	0.4691921	3.983165	4.45843
2440	-11161.42	-11167.35	5.924659	0.137289	0.0336809	0.00649884	0.00305216	0.141398	0.0485499	0.0743487	0.0357981	0.0539349	0.0529944	0.0711168	0.0169819	0.0196122	0.00957272	0.00250545	0.0237146	0.115029	0.0264132	0.00982431	0.104822	0.110206	0.0859581	0.0921207	0.0637888	0.138464	0.0133716	0.0158767	0.0221308	0.0424474	0.341396	0.0386306	0.0447902	0.0952551	0.0154846	0.00493083	0.0385117	0.00608002	0.0739428	0.0215066	0.0242893	0.0886928	0.11562	0.00385344	0.0770893	0.00488149	0.0573947	0.0112875	0.0753019	0.0119935	0.00509777	0.0877011	0.0800674	0.024836	0.0340432	0.0364111	0.00521654	0.042858	0.0304546	0.0209028	0.0345557	0.124184	0.0555631	0.0475908	0.0547773	0.00781103	0.022217	0.010497	0.0033703	0.0120979	0.0077468	0.0466497	0.0124252	0.00772029	0.0180451	0.00337556	0.00931441	0.0104506	0.0273181	0.00220232	0.0393464	0.00131333	0.00954224	0.0186986	0.0412483	0.00187411	0.012141	0.0405945	0.0107221	0.00026293	0.0419933	0.0219193	0.00298756	0.00870171	0.000424841	0.00470929	0.00809421	0.050777	0.00210574	0.00632246	0.0222384	0.00166139	0.0164031	0.0730512	0.179551	0.0239025	0.00787111	0.134853	0.0107907	0.0117968	0.00389275	0.0221002	0.0250972	0.00515716	0.00597577	0.0266634	0.00158713	0.0076785	0.0149013	0.00138534	0.0133924	0.0088988	0.0107107	0.070565	0.0132758	0.0355248	0.5001313	3.983165	4.68064
2450	-11147.39	-11152.92	5.537611	0.144974	0.0498659	0.00339043	0.00346261	0.18176	0.0474268	0.078887	0.035688	0.0471778	0.0408224	0.0526621	0.00983507	0.0298269	0.00585483	0.000931906	0.0251499	0.118784	0.034184	0.0130339	0.0756362	0.105886	0.100102	0.062154	0.0407365	0.136444	0.0197198	0.0145698	0.0248916	0.0378436	0.300523	0.119368	0.0497384	0.127285	0.0171224	0.00774891	0.0411451	0.00842422	0.0792131	0.0129451	0.0396466	0.0950024	0.112052	0.00343015	0.0667716	0.00551682	0.0384954	0.0223111	0.0819804	0.0223157	0.0141133	0.140378	0.0605047	0.0158562	0.0333579	0.0296308	0.00666209	0.0465203	0.0361837	0.0283776	0.0695857	0.119532	0.0635448	0.0396588	0.0664778	0.0080052	0.0198327	0.01158	0.000924189	0.0112964	0.00569343	0.0541481	0.0130272	0.0042439	0.0174088	0.00315616	0.0125248	0.0132724	0.0151445	0.00253305	0.0521406	0.00143364	0.00627255	0.0340791	0.0219249	0.00343078	0.00456409	0.0209658	0.00683604	0.0006173	0.0267216	0.0256005	0.00492694	0.0103399	0.000602869	0.00361189	0.0127807	0.0370437	0.00230876	0.0038847	0.0180882	0.000978342	0.0107558	0.056876	0.146605	0.0146277	0.01001	0.149903	0.00609336	0.0208782	0.00511921	0.0182567	0.0276594	0.00164613	0.00694157	0.0146513	0.00145554	0.00600738	0.0130012	0.00435676	0.0174865	0.00516976	0.0167508	0.0574527	0.0154826	0.0366142	0.4847022	4.031245	4.718864
2460	-11143.45	-11152.57	9.115648	0.121857	0.052394	0.00513726	0.0121018	0.169414	0.0601554	0.0674631	0.035688	0.0423453	0.0423283	0.0738202	0.00838257	0.0239225	0.00839596	0.00112981	0.0284595	0.140276	0.0355311	0.0123309	0.0567607	0.0989945	0.0847398	0.0768696	0.0536026	0.142877	0.0150615	0.00872545	0.0206941	0.0464486	0.155043	0.0212902	0.0402639	0.109657	0.0134869	0.0049035	0.0487693	0.0123713	0.0599701	0.00862322	0.0192359	0.0970078	0.123987	0.00588658	0.0769612	0.00561326	0.0629219	0.0181252	0.0795021	0.0126564	0.00705422	0.131788	0.0799394	0.0109356	0.0574752	0.0318057	0.00709054	0.0506684	0.0342446	0.0267805	0.0492144	0.118842	0.0387515	0.0439819	0.0574081	0.00280641	0.00848755	0.0156374	0.000714452	0.0177719	0.00336213	0.0587769	0.00514897	0.00632189	0.0268265	0.00483487	0.0115148	0.0128378	0.0162504	0.00526796	0.0325415	0.0023512	0.00332432	0.0334312	0.0185739	0.00262419	0.00351225	0.0256195	0.00333579	0.000294943	0.0124731	0.01315	0.00406742	0.00847013	0.000469233	0.00154027	0.014374	0.0358376	0.00525972	0.00560671	0.0284208	0.00101782	0.01211	0.0398722	0.119297	0.032716	0.0143492	0.139523	0.00431001	0.0097571	0.0142504	0.0223074	0.0145234	0.00747228	0.0183016	0.0165768	0.00418979	0.0098154	0.0208487	0.0118228	0.0136217	0.0039574	0.0132737	0.0477779	0.0153043	0.0304416	0.4984472	4.39355	4.357437
2470	-11140.92	-11148.68	7.756073	0.166434	0.0417367	0.00636797	0.00693574	0.158837	0.0516346	0.0558735	0.0316848	0.0440631	0.0286912	0.0698026	0.00938694	0.0237611	0.0349793	0.00401828	0.0303838	0.101205	0.0479366	0.0167308	0.0866681	0.100337	0.0834246	0.0667246	0.0559308	0.146713	0.0243327	0.0173408	0.0268822	0.0419129	0.2067	0.0868623	0.0333252	0.13916	0.0123727	0.0103968	0.0296835	0.0151077	0.0542184	0.0133266	0.0349061	0.115189	0.0976392	0.00433529	0.0573946	0.00832578	0.0433394	0.00951226	0.0834563	0.0114985	0.00225576	0.131739	0.0491071	0.01464	0.0675508	0.0436549	0.00748513	0.04232	0.0346075	0.0232307	0.0372935	0.148268	0.062052	0.0407478	0.0745417	0.00163024	0.0129336	0.00780025	0.00101004	0.0179987	0.00601123	0.0496296	0.00740489	0.00203944	0.0320823	0.00564792	0.0121625	0.012744	0.0170374	0.00216925	0.0328935	0.00344844	0.00504364	0.0416798	0.0154993	0.00204891	0.00370776	0.0328329	0.0061078	0.000360097	0.00674963	0.0132699	0.00123978	0.0195966	0.000282624	0.00368561	0.00633328	0.0240407	0.00498837	0.0167817	0.027531	0.000551106	0.0119769	0.0384345	0.116976	0.018835	0.0108281	0.140798	0.00538997	0.00821057	0.00801704	0.0184888	0.0193306	0.0124814	0.0142067	0.0340474	0.00766909	0.00567483	0.0176681	0.00287847	0.00976602	0.000837455	0.0156218	0.041	0.00967271	0.0429635	0.4901449	4.160982	4.495721
2480	-11148.02	-11154.41	6.39395	0.14268	0.0182783	0.00449725	0.00448229	0.160998	0.0561801	0.0774791	0.0417813	0.0513828	0.0307852	0.0629556	0.0153457	0.0224563	0.0155241	0.00441888	0.033116	0.115254	0.0473232	0.0120758	0.0830717	0.135466	0.0707339	0.0819237	0.0540314	0.149553	0.0164275	0.0218321	0.0268826	0.0403926	0.177784	0.0677209	0.0396578	0.0968688	0.0110878	0.00525128	0.0487527	0.00903146	0.0597125	0.00858029	0.0173514	0.108022	0.0951806	0.00583956	0.0927122	0.00834192	0.0673333	0.0112	0.074774	0.0157769	0.00146744	0.131739	0.0829516	0.0163514	0.0488731	0.0416613	0.00987318	0.0703509	0.0202888	0.0330724	0.0375118	0.150657	0.0695882	0.043539	0.0986271	0.00109889	0.010573	0.00663116	0.000977622	0.0125401	0.00353239	0.0542948	0.0107283	0.000904737	0.0210364	0.00463681	0.0035082	0.00906021	0.025525	0.00201943	0.0536218	0.00852751	0.0116069	0.0342692	0.022736	0.00139598	0.00863864	0.0490988	0.00565899	0.000288669	0.0126859	0.0256568	0.00139961	0.0322737	0.000463929	0.00253735	0.0161336	0.0294321	0.0072789	0.00183843	0.024326	0.00116997	0.0105712	0.0636294	0.103604	0.0198466	0.0166544	0.135393	0.00149274	0.015762	0.00624991	0.026415	0.0271339	0.00539127	0.0287336	0.023211	0.00484623	0.00320265	0.0126392	0.00344138	0.0254571	0.00246114	0.01219	0.0393068	0.0199656	0.0303385	0.4841684	4.263943	4.630903
2490	-11154.99	-11162.27	7.28351	0.143843	0.025513	0.0119744	0.00964339	0.145628	0.0600338	0.058075	0.0533923	0.0419355	0.0381497	0.054009	0.0191561	0.0287661	0.00270899	0.0057576	0.0296768	0.126931	0.0353385	0.0211875	0.0864202	0.108532	0.0752622	0.0586567	0.0561954	0.155817	0.0133942	0.0101361	0.0162518	0.0412826	0.19408	0.119632	0.0396578	0.133639	0.0148646	0.00927698	0.0304406	0.00905844	0.0725138	0.0161077	0.0249804	0.0955301	0.121151	0.00376115	0.0748913	0.00412237	0.0451716	0.0196917	0.0777648	0.0187753	0.0042278	0.0989256	0.0477629	0.0196996	0.0361592	0.0512511	0.00733069	0.0380884	0.0328778	0.0161701	0.026661	0.1767	0.0612017	0.0411863	0.0669492	0.00291051	0.0144135	0.008429	0.00291496	0.0127738	0.00931563	0.0474557	0.00750829	0.000422	0.0207759	0.00885867	0.00129094	0.0209364	0.0246907	0.00105205	0.0376867	0.00281938	0.011977	0.0390863	0.0150398	0.0032031	0.0119357	0.0266557	0.00905058	0.000519288	0.01236	0.0152575	0.000939624	0.0323236	0.00114053	0.00417036	0.0171094	0.029553	0.00420501	0.00413896	0.0210325	0.000938855	0.00569879	0.0366147	0.12746	0.0181755	0.0302035	0.153652	0.00636579	0.0131284	0.00228577	0.0292758	0.0273527	0.00404562	0.00756167	0.0388163	0.00851342	0.00213561	0.00939507	0.00318532	0.0125223	0.00460546	0.0164106	0.0674621	0.0137219	0.0313167	0.460135	4.582136	4.538765
2500	-11163.64	-11168.22	4.57866	0.140322	0.0458004	0.00614305	0.00401311	0.15089	0.0800166	0.0782961	0.0411943	0.0402221	0.0628105	0.0844484	0.0168137	0.022589	0.00402447	0.00510604	0.0272737	0.154656	0.0343371	0.00822903	0.103193	0.108821	0.0883666	0.0673693	0.0440494	0.130939	0.00608207	0.011625	0.0254413	0.037737	0.084005	0.268666	0.0324003	0.166936	0.0157281	0.00799634	0.0498991	0.00844526	0.0748846	0.0299259	0.0328104	0.0825804	0.110866	0.00705546	0.0716377	0.00256777	0.0402604	0.0117186	0.0780079	0.00885893	0.00469539	0.114504	0.0724515	0.0164442	0.0328344	0.0502008	0.0106031	0.049702	0.0531058	0.0210454	0.0548447	0.145906	0.0660103	0.0398029	0.0718618	0.00585651	0.0219833	0.00845041	0.00217164	0.0185438	0.00624601	0.0434148	0.0169551	0.000963742	0.0322624	0.00822892	0.00173788	0.0260164	0.0304176	0.00175863	0.0476728	0.00226445	0.012405	0.0315415	0.0308019	0.00347976	0.0122762	0.036368	0.017652	0.00276479	0.0113095	0.0157749	0.00095299	0.0174759	0.00148974	0.00686221	0.0211141	0.020612	0.00135412	0.00588052	0.0198978	0.00156841	0.0162909	0.048706	0.107071	0.0174225	0.0209661	0.141039	0.00486131	0.0103527	0.00388605	0.0239713	0.0170508	0.0024177	0.00594318	0.0230643	0.00727069	0.00697801	0.0158708	0.00318503	0.0227846	0.00271526	0.00796465	0.0708025	0.00851587	0.052316	0.4857234	4.702788	4.808044
2510	-11145.21	-11154.85	9.64261	0.120671	0.0517713	0.00877538	0.00204158	0.160674	0.0488396	0.0753805	0.0393324	0.0289416	0.0464386	0.0712612	0.0076664	0.0281522	0.0104481	0.00493604	0.0337361	0.142162	0.0329501	0.0134978	0.0840323	0.123435	0.0541924	0.0616066	0.041271	0.137715	0.00557599	0.0107389	0.0187342	0.0480342	0.046872	0.0759629	0.0378131	0.122963	0.0119938	0.0130143	0.039004	0.00445164	0.0676655	0.0129124	0.0310835	0.0767674	0.135927	0.00394884	0.0644347	0.00163073	0.0424526	0.0129109	0.0655011	0.00723871	0.00447284	0.116479	0.0595467	0.0145806	0.0281021	0.0430319	0.00888775	0.0477994	0.0374247	0.0114393	0.0449416	0.145906	0.0391622	0.0449612	0.0584921	0.00494829	0.0169155	0.00982647	0.0030374	0.0122754	0.00780237	0.0683393	0.00908807	0.000681477	0.0312354	0.0044802	0.00465387	0.0123402	0.0168589	0.000446777	0.0487016	0.00388192	0.0175805	0.0354583	0.0163998	0.00805192	0.0065477	0.0331362	0.00453746	0.000593841	0.0130748	0.0115494	0.00114377	0.0173982	0.00245017	0.00308844	0.0140047	0.0272204	0.00508667	0.0264853	0.0244469	0.0063756	0.0127467	0.0705637	0.116345	0.0341391	0.00877881	0.145914	0.00263497	0.0217565	0.00710482	0.0259313	0.0213525	0.00158891	0.0172539	0.0148268	0.00335258	0.00223701	0.0163216	0.00448335	0.0315123	0.0011378	0.00389099	0.057938	0.017681	0.0423733	0.4651408	4.388088	4.304796
