Iteration	Posterior	Likelihood	Prior	p	T
13110	-5.156418	-2.160686	-2.995732	0.01364122	10.3251
13120	-5.175958	-2.180226	-2.995732	0.01388588	10.51203
13130	-5.148846	-2.153113	-2.995732	0.01353197	10.24165
13140	-5.1333	-2.137567	-2.995732	0.01326245	10.03583
13150	-5.126487	-2.130755	-2.995732	0.01310879	9.918527
13160	-5.183623	-2.187891	-2.995732	0.01397151	10.57747
13170	-5.150659	-2.154927	-2.995732	0.01355911	10.26238
13180	-5.213551	-2.217818	-2.995732	0.01426964	10.80536
13190	-5.256937	-2.261205	-2.995732	0.01463557	11.08519
13200	-5.534437	-2.538704	-2.995732	0.01628341	12.34708
13210	-5.25771	-2.261978	-2.995732	0.01464159	11.0898
13220	-5.511478	-2.515746	-2.995732	0.01617054	12.26056
13230	-5.508987	-2.513255	-2.995732	0.01615814	12.25105
13240	-5.14013	-2.144397	-2.995732	0.01339063	10.13371
13250	-5.153593	-2.157861	-2.995732	0.01151257	8.701386
13260	-5.116006	-2.120273	-2.995732	0.01235196	9.3411
13270	-5.128792	-2.13306	-2.995732	0.0119128	9.006319
13280	-5.176771	-2.181039	-2.995732	0.01125336	8.503979
13290	-5.11594	-2.120208	-2.995732	0.01270135	9.607596
13300	-5.137074	-2.141342	-2.995732	0.01333566	10.09174
13310	-5.163018	-2.167286	-2.995732	0.01372895	10.39212
13320	-5.11633	-2.120598	-2.995732	0.01232806	9.322879
13330	-5.118273	-2.12254	-2.995732	0.01222221	9.242166
13340	-5.135379	-2.139646	-2.995732	0.0117837	8.907938
13350	-5.120191	-2.124459	-2.995732	0.01291893	9.773616
13360	-5.164018	-2.168285	-2.995732	0.01374173	10.40188
13370	-5.348475	-2.352743	-2.995732	0.01526954	11.57034
13380	-5.132249	-2.136516	-2.995732	0.01324081	10.01931
13390	-5.197337	-2.201605	-2.995732	0.01411433	10.68662
13400	-5.300264	-2.304531	-2.995732	0.01495307	11.32811
13410	-5.202921	-2.207189	-2.995732	0.01416928	10.72863
13420	-5.153679	-2.157947	-2.995732	0.01360289	10.29582
13430	-5.438159	-2.442426	-2.995732	0.01579006	11.96899
13440	-5.143035	-2.147303	-2.995732	0.01344002	10.17143
13450	-5.115367	-2.119635	-2.995732	0.01264486	9.564502
13460	-5.135021	-2.139289	-2.995732	0.01329665	10.06195
13470	-5.323108	-2.327376	-2.995732	0.01510706	11.44596
13480	-5.274597	-2.278865	-2.995732	0.0147696	11.18772
13490	-5.348616	-2.352884	-2.995732	0.01527042	11.57101
13500	-5.314912	-2.31918	-2.995732	0.01505271	11.40437
13510	-5.194239	-2.198507	-2.995732	0.01408309	10.66274
13520	-5.387552	-2.39182	-2.995732	0.01550541	11.75095
13530	-5.249102	-2.25337	-2.995732	0.01457372	11.03788
13540	-5.418752	-2.42302	-2.995732	0.01568335	11.88724
13550	-5.655788	-2.660055	-2.995732	0.01684163	12.7752
13560	-5.516732	-2.520999	-2.995732	0.01619661	12.28054
13570	-5.609912	-2.61418	-2.995732	0.0166374	12.61853
13580	-5.335453	-2.339721	-2.995732	0.01518715	11.50727
13590	-5.28811	-2.292377	-2.995732	0.01486771	11.26279
13600	-5.273236	-2.277504	-2.995732	0.01475952	11.18001
13610	-5.69858	-2.702848	-2.995732	0.01702582	12.91653
13620	-5.545522	-2.54979	-2.995732	0.01633698	12.38815
13630	-5.719648	-2.723916	-2.995732	0.01711447	12.98457
13640	-5.638897	-2.643165	-2.995732	0.0167673	12.71818
13650	-5.635267	-2.639535	-2.995732	0.0167512	12.70582
13660	-6.045752	-3.050019	-2.995732	0.01835816	13.93994
13670	-5.565643	-2.569911	-2.995732	0.01643275	12.46159
13680	-5.450587	-2.454854	-2.995732	0.01585696	12.02024
13690	-5.871247	-2.875515	-2.995732	0.0177191	13.44882
13700	-5.531455	-2.535722	-2.995732	0.0162689	12.33596
13710	-5.523235	-2.527503	-2.995732	0.01622868	12.30512
13720	-5.437115	-2.441383	-2.995732	0.0157844	11.96465
13730	-5.277186	-2.281454	-2.995732	0.01478868	11.20232
13740	-5.515927	-2.520195	-2.995732	0.01619263	12.27749
13750	-5.762031	-2.766299	-2.995732	0.0172891	13.11862
13760	-5.243166	-2.247434	-2.995732	0.01452576	11.0012
13770	-5.115611	-2.119879	-2.995732	0.01267162	9.584913
13780	-5.116761	-2.121029	-2.995732	0.01275952	9.651979
13790	-5.124707	-2.128975	-2.995732	0.01306175	9.882624
13800	-5.124319	-2.128587	-2.995732	0.01305098	9.874399
13810	-5.115049	-2.119317	-2.995732	0.01246158	9.424703
13820	-5.116263	-2.120531	-2.995732	0.01272626	9.626606
13830	-5.122697	-2.126964	-2.995732	0.01300333	9.83803
13840	-5.226501	-2.230769	-2.995732	0.01438544	10.89389
13850	-5.18562	-2.189888	-2.995732	0.01399308	10.59395
13860	-5.219725	-2.223993	-2.995732	0.01432567	10.84819
13870	-5.173167	-2.177434	-2.995732	0.01385346	10.48725
13880	-5.145379	-2.149646	-2.995732	0.01347811	10.20051
13890	-5.26312	-2.267388	-2.995732	0.01468331	11.12171
13900	-5.222612	-2.226879	-2.995732	0.01435133	10.86781
13910	-5.132272	-2.13654	-2.995732	0.01324129	10.01968
13920	-5.133834	-2.138102	-2.995732	0.01181176	8.929321
13930	-5.114896	-2.119164	-2.995732	0.0125423	9.486267
13940	-5.114934	-2.119201	-2.995732	0.01256372	9.502608
13950	-5.175477	-2.179745	-2.995732	0.01126629	8.513827
13960	-5.14554	-2.149808	-2.995732	0.01162165	8.784471
13970	-5.129332	-2.1336	-2.995732	0.01190115	8.997443
13980	-5.151008	-2.155276	-2.995732	0.01154616	8.726972
13990	-5.148507	-2.152775	-2.995732	0.01352684	10.23773
14000	-5.11611	-2.120378	-2.995732	0.01271485	9.617898
14010	-5.271162	-2.275429	-2.995732	0.01474407	11.16819
14020	-5.245365	-2.249633	-2.995732	0.01454364	11.01488
14030	-5.267832	-2.272099	-2.995732	0.01471908	11.14908
14040	-5.238052	-2.24232	-2.995732	0.01448363	10.96898
14050	-5.221182	-2.22545	-2.995732	0.01433866	10.85813
14060	-5.118605	-2.122872	-2.995732	0.01285479	9.724673
14070	-5.213827	-2.218095	-2.995732	0.01427219	10.8073
14080	-5.176118	-2.180386	-2.995732	0.01388772	10.51343
14090	-5.206193	-2.210461	-2.995732	0.01420074	10.75268
14100	-5.175168	-2.179436	-2.995732	0.01387678	10.50507
14110	-5.196143	-2.200411	-2.995732	0.01410236	10.67747
14120	-5.36934	-2.373608	-2.995732	0.01539746	11.66828
14130	-5.358341	-2.362609	-2.995732	0.01533062	11.61711
14140	-5.532715	-2.536983	-2.995732	0.01627504	12.34067
14150	-5.358085	-2.362352	-2.995732	0.01532904	11.6159
14160	-5.464571	-2.468839	-2.995732	0.01593099	12.07696
14170	-5.457073	-2.461341	-2.995732	0.01589146	12.04667
14180	-5.117336	-2.121604	-2.995732	0.01279286	9.677418
14190	-5.189515	-2.193783	-2.995732	0.01403435	10.62549
14200	-5.293223	-2.297491	-2.995732	0.01490394	11.29051
14210	-5.12792	-2.132187	-2.995732	0.01314413	9.945501
14220	-5.202813	-2.20708	-2.995732	0.01416823	10.72783
14230	-5.145934	-2.150202	-2.995732	0.01161598	8.780156
14240	-5.15364	-2.157907	-2.995732	0.01151198	8.700937
14250	-5.115046	-2.119314	-2.995732	0.01246218	9.425162
14260	-5.125814	-2.130081	-2.995732	0.01198169	9.058821
14270	-5.115182	-2.119449	-2.995732	0.01243795	9.40668
14280	-5.121547	-2.125814	-2.995732	0.01210026	9.149199
14290	-5.118769	-2.123036	-2.995732	0.01286198	9.73016
14300	-5.134354	-2.138622	-2.995732	0.01180218	8.922023
14310	-5.22228	-2.226548	-2.995732	0.0108675	8.210252
14320	-5.738343	-2.742611	-2.995732	0.008786409	6.628711
14330	-5.511416	-2.515683	-2.995732	0.009473179	7.150137
14340	-5.116321	-2.120588	-2.995732	0.01232871	9.323378
14350	-5.115189	-2.119457	-2.995732	0.01262062	9.546013
14360	-5.115195	-2.119463	-2.995732	0.01243594	9.405147
14370	-5.129929	-2.134197	-2.995732	0.01319067	9.981033
14380	-5.242266	-2.246534	-2.995732	0.0145184	10.99557
14390	-5.464799	-2.469067	-2.995732	0.01593218	12.07788
14400	-5.289842	-2.29411	-2.995732	0.01488004	11.27222
14410	-5.215582	-2.21985	-2.995732	0.01428825	10.81958
14420	-5.478817	-2.483085	-2.995732	0.01600511	12.13377
14430	-5.451347	-2.455615	-2.995732	0.01586102	12.02335
14440	-5.32934	-2.333608	-2.995732	0.01514775	11.47711
14450	-5.463986	-2.468254	-2.995732	0.01592791	12.07461
14460	-5.440496	-2.444764	-2.995732	0.01580273	11.97869
14470	-5.579	-2.583267	-2.995732	0.01649534	12.50958
14480	-5.437796	-2.442064	-2.995732	0.01578809	11.96748
14490	-5.495789	-2.500057	-2.995732	0.01609183	12.20023
14500	-5.72612	-2.730388	-2.995732	0.01714145	13.00528
14510	-5.443837	-2.448105	-2.995732	0.01582076	11.99251
14520	-5.203457	-2.207724	-2.995732	0.01417447	10.73259
14530	-5.179847	-2.184115	-2.995732	0.01392992	10.54568
14540	-5.123406	-2.127674	-2.995732	0.01302471	9.854351
14550	-5.147896	-2.152163	-2.995732	0.01351748	10.23059
14560	-5.142076	-2.146344	-2.995732	0.013424	10.15919
14570	-5.12357	-2.127837	-2.995732	0.0130295	9.858007
14580	-5.148257	-2.152525	-2.995732	0.01352302	10.23482
14590	-5.14782	-2.152088	-2.995732	0.01351632	10.2297
14600	-5.117117	-2.121384	-2.995732	0.0122796	9.285925
14610	-5.124531	-2.128799	-2.995732	0.0130569	9.878917
14620	-5.148188	-2.152456	-2.995732	0.01352197	10.23401
14630	-5.201389	-2.205657	-2.995732	0.01415437	10.71723
14640	-5.122426	-2.126694	-2.995732	0.01299493	9.83162
14650	-5.186149	-2.190417	-2.995732	0.01399875	10.59828
14660	-5.115264	-2.119532	-2.995732	0.01263148	9.554293
14670	-5.146012	-2.15028	-2.995732	0.01348816	10.20819
14680	-5.14355	-2.147818	-2.995732	0.01344852	10.17792
14690	-5.136022	-2.14029	-2.995732	0.0133159	10.07664
14700	-5.122804	-2.127072	-2.995732	0.01300663	9.840547
14710	-5.253421	-2.257689	-2.995732	0.01460801	11.06411
14720	-5.466118	-2.470386	-2.995732	0.01593909	12.08318
14730	-5.533755	-2.538023	-2.995732	0.0162801	12.34454
14740	-5.369994	-2.374261	-2.995732	0.01540138	11.67129
14750	-5.288733	-2.293001	-2.995732	0.01487215	11.26619
14760	-5.236526	-2.240794	-2.995732	0.0144709	10.95925
14770	-5.115029	-2.119296	-2.995732	0.01246595	9.428036
14780	-5.116461	-2.120729	-2.995732	0.01231918	9.31611
14790	-5.276995	-2.281263	-2.995732	0.01478728	11.20125
14800	-5.207227	-2.211495	-2.995732	0.01421058	10.7602
14810	-5.115688	-2.119956	-2.995732	0.0126791	9.590622
14820	-5.154364	-2.158631	-2.995732	0.0115028	8.693941
14830	-5.277458	-2.281726	-2.995732	0.01050686	7.935864
14840	-5.116573	-2.120841	-2.995732	0.01274757	9.642857
14850	-5.192557	-2.196825	-2.995732	0.01110602	8.391801
14860	-5.887875	-2.892143	-2.995732	0.008416746	6.348247
14870	-5.641433	-2.6457	-2.995732	0.009056923	6.83404
14880	-5.436233	-2.440501	-2.995732	0.009752715	7.36251
14890	-5.196362	-2.20063	-2.995732	0.01107299	8.366657
14900	-5.278088	-2.282355	-2.995732	0.01050318	7.933063
14910	-5.378625	-2.382893	-2.995732	0.009994253	7.546081
14920	-5.3269	-2.331167	-2.995732	0.01023879	7.731992
14930	-5.494229	-2.498497	-2.995732	0.009534095	7.196409
14940	-5.504971	-2.509239	-2.995732	0.009495832	7.167344
14950	-5.267835	-2.272103	-2.995732	0.01056419	7.979472
14960	-5.22217	-2.226437	-2.995732	0.01086831	8.21087
14970	-5.121683	-2.125951	-2.995732	0.01297106	9.8134
14980	-5.13257	-2.136838	-2.995732	0.01324749	10.02441
14990	-5.120029	-2.124297	-2.995732	0.01291285	9.768982
15000	-5.137903	-2.14217	-2.995732	0.01335091	10.10338
15010	-5.397098	-2.401366	-2.995732	0.01556075	11.79333
15020	-5.381641	-2.385909	-2.995732	0.01547073	11.72439
15030	-5.413522	-2.41779	-2.995732	0.01565409	11.86482
15040	-5.365591	-2.369859	-2.995732	0.01537482	11.65094
15050	-5.144168	-2.148436	-2.995732	0.01345861	10.18562
15060	-5.198022	-2.20229	-2.995732	0.01412116	10.69184
15070	-5.358141	-2.362408	-2.995732	0.01532939	11.61616
15080	-5.534976	-2.539243	-2.995732	0.01628603	12.34909
15090	-5.738976	-2.743244	-2.995732	0.01719469	13.04615
15100	-5.957585	-2.961852	-2.995732	0.01804177	13.69674
15110	-5.939637	-2.943905	-2.995732	0.01797581	13.64605
15120	-5.938439	-2.942707	-2.995732	0.01797138	13.64265
15130	-5.666033	-2.670301	-2.995732	0.01688626	12.80944
15140	-5.705126	-2.709394	-2.995732	0.0170535	12.93778
15150	-5.734045	-2.738313	-2.995732	0.01717432	13.03051
15160	-5.964848	-2.969115	-2.995732	0.01806831	13.71713
15170	-5.893189	-2.897456	-2.995732	0.01780242	13.51283
15180	-5.57874	-2.583008	-2.995732	0.01649413	12.50866
15190	-5.335459	-2.339727	-2.995732	0.01518719	11.5073
15200	-5.950026	-2.954294	-2.995732	0.01801406	13.67544
15210	-5.693852	-2.69812	-2.995732	0.01700574	12.90113
15220	-5.754084	-2.758351	-2.995732	0.01725671	13.09375
15230	-5.527937	-2.532205	-2.995732	0.01625173	12.3228
15240	-5.336869	-2.341137	-2.995732	0.01519622	11.51421
15250	-5.637891	-2.642158	-2.995732	0.01676284	12.71476
15260	-5.773153	-2.777421	-2.995732	0.01733415	13.1532
15270	-5.760529	-2.764797	-2.995732	0.01728299	13.11393
15280	-5.575948	-2.580216	-2.995732	0.01648111	12.49867
15290	-5.950166	-2.954434	-2.995732	0.01801457	13.67584
15300	-5.460239	-2.464506	-2.995732	0.01590819	12.0595
15310	-5.20849	-2.212758	-2.995732	0.01422252	10.76933
15320	-5.29639	-2.300657	-2.995732	0.01492614	11.3075
15330	-5.250445	-2.254713	-2.995732	0.01458443	11.04608
15340	-5.173917	-2.178185	-2.995732	0.01386225	10.49397
15350	-5.179189	-2.183457	-2.995732	0.01392256	10.54005
15360	-5.202317	-2.206585	-2.995732	0.01416342	10.72415
15370	-5.139914	-2.144182	-2.995732	0.01338687	10.13083
15380	-5.177957	-2.182224	-2.995732	0.01124164	8.495053
15390	-5.180392	-2.184659	-2.995732	0.01121793	8.477
15400	-5.216589	-2.220857	-2.995732	0.01091007	8.242652
15410	-5.129054	-2.133321	-2.995732	0.01190713	9.001996
15420	-5.117638	-2.121906	-2.995732	0.0122522	9.265036
15430	-5.230678	-2.234946	-2.995732	0.01080687	8.164115
15440	-5.169499	-2.173767	-2.995732	0.01132806	8.56086
15450	-5.153614	-2.157882	-2.995732	0.01151231	8.701182
15460	-5.159623	-2.163891	-2.995732	0.01368458	10.35823
15470	-5.171901	-2.176168	-2.995732	0.01383851	10.47583
15480	-5.173834	-2.178102	-2.995732	0.01386128	10.49322
15490	-5.219348	-2.223616	-2.995732	0.01432229	10.84561
15500	-5.182739	-2.187007	-2.995732	0.01396187	10.5701
15510	-5.201634	-2.205902	-2.995732	0.01415677	10.71906
15520	-5.241575	-2.245842	-2.995732	0.01451273	10.99124
15530	-5.409221	-2.413489	-2.995732	0.01562987	11.84627
15540	-5.203723	-2.207991	-2.995732	0.01417704	10.73456
15550	-5.123399	-2.127666	-2.995732	0.01302448	9.854173
15560	-5.115416	-2.119684	-2.995732	0.01265071	9.568963
15570	-5.11501	-2.119277	-2.995732	0.01247035	9.431389
15580	-5.260946	-2.265214	-2.995732	0.01060648	8.011644
15590	-5.328889	-2.333157	-2.995732	0.01022879	7.724387
15600	-5.15819	-2.162457	-2.995732	0.01145567	8.658046
15610	-5.122569	-2.126837	-2.995732	0.01206894	9.125326
15620	-5.114905	-2.119173	-2.995732	0.01250753	9.45975
15630	-5.115872	-2.12014	-2.995732	0.0126956	9.603211
15640	-5.217673	-2.22194	-2.995732	0.01430722	10.83408
15650	-5.225778	-2.230046	-2.995732	0.01437914	10.88907
15660	-5.336495	-2.340763	-2.995732	0.01519382	11.51238
15670	-5.135137	-2.139404	-2.995732	0.0132989	10.06367
15680	-5.170421	-2.174688	-2.995732	0.01382085	10.46233
15690	-5.117005	-2.121273	-2.995732	0.01228588	9.290719
15700	-5.115728	-2.119995	-2.995732	0.01268279	9.593438
15710	-5.115015	-2.119282	-2.995732	0.01258793	9.521074
15720	-5.128376	-2.132644	-2.995732	0.01192193	9.013277
15730	-5.183963	-2.18823	-2.995732	0.01118399	8.451164
15740	-5.64153	-2.645798	-2.995732	0.009056636	6.833822
15750	-5.513028	-2.517296	-2.995732	0.009467546	7.145858
15760	-6.502075	-3.506343	-2.995732	0.007261958	5.473008
15770	-6.616564	-3.620831	-2.995732	0.007088455	5.341624
15780	-6.621781	-3.626049	-2.995732	0.007080776	5.33581
15790	-6.106237	-3.110505	-2.995732	0.007952346	5.996105
15800	-6.041213	-3.045481	-2.995732	0.008082916	6.095091
15810	-5.465155	-2.469423	-2.995732	0.009641009	7.277633
15820	-5.338827	-2.343094	-2.995732	0.01017961	7.68699
15830	-5.215078	-2.219346	-2.995732	0.01092159	8.251421
15840	-5.117058	-2.121326	-2.995732	0.01228285	9.288402
15850	-5.12081	-2.125078	-2.995732	0.01294135	9.790726
15860	-5.12387	-2.128138	-2.995732	0.01303821	9.864656
15870	-5.1149	-2.119168	-2.995732	0.01251123	9.462566
15880	-5.115337	-2.119605	-2.995732	0.01264112	9.561647
15890	-5.114891	-2.119159	-2.995732	0.01252156	9.470445
15900	-5.114891	-2.119159	-2.995732	0.01252243	9.471113
15910	-5.127512	-2.131779	-2.995732	0.01313426	9.93797
15920	-5.12434	-2.128607	-2.995732	0.01305155	9.874834
15930	-5.115819	-2.120087	-2.995732	0.01269102	9.599719
15940	-5.122262	-2.126529	-2.995732	0.01298974	9.827662
15950	-5.136089	-2.140357	-2.995732	0.01331718	10.07762
15960	-5.146164	-2.150432	-2.995732	0.0116127	8.777654
15970	-5.353765	-2.358033	-2.995732	0.01010797	7.632524
15980	-5.23914	-2.243408	-2.995732	0.01074819	8.119463
15990	-5.276467	-2.280735	-2.995732	0.01051267	7.940286
16000	-5.304416	-2.308683	-2.995732	0.01035575	7.820934
16010	-5.459849	-2.464116	-2.995732	0.009661084	7.292886
16020	-6.026635	-3.030902	-2.995732	0.008113019	6.117914
16030	-5.752361	-2.756629	-2.995732	0.00874951	6.600709
16040	-5.317848	-2.322116	-2.995732	0.01028499	7.767118
16050	-5.12498	-2.129248	-2.995732	0.01306922	9.888324
16060	-5.159016	-2.163283	-2.995732	0.01367648	10.35204
16070	-5.129914	-2.134181	-2.995732	0.01319032	9.980769
16080	-5.119609	-2.123877	-2.995732	0.01289668	9.756639
16090	-5.136295	-2.140563	-2.995732	0.01332108	10.0806
16100	-5.182128	-2.186395	-2.995732	0.01395517	10.56498
16110	-5.116841	-2.121109	-2.995732	0.01276444	9.655729
16120	-5.213922	-2.21819	-2.995732	0.01093047	8.258179
16130	-5.117833	-2.122101	-2.995732	0.01224264	9.257747
16140	-5.182599	-2.186867	-2.995732	0.01119684	8.460942
16150	-5.318931	-2.323199	-2.995732	0.0102794	7.76287
16160	-5.969986	-2.974254	-2.995732	0.008233098	6.208965
16170	-5.523671	-2.527939	-2.995732	0.009430701	7.117871
16180	-5.242426	-2.246693	-2.995732	0.010726	8.102579
16190	-5.139518	-2.143785	-2.995732	0.01171352	8.854466
16200	-5.285069	-2.289337	-2.995732	0.01046286	7.902391
16210	-5.132251	-2.136518	-2.995732	0.0118418	8.952214
16220	-5.119811	-2.124079	-2.995732	0.01215969	9.194507
16230	-5.133101	-2.137369	-2.995732	0.0118255	8.939792
16240	-5.19896	-2.203228	-2.995732	0.01413047	10.69896
16250	-5.181709	-2.185976	-2.995732	0.01395056	10.56145
16260	-5.115528	-2.119796	-2.995732	0.01266311	9.578423
16270	-5.126375	-2.130642	-2.995732	0.01310592	9.916336
16280	-5.11667	-2.120938	-2.995732	0.01275381	9.647619
16290	-5.154248	-2.158516	-2.995732	0.01361096	10.30198
16300	-5.164579	-2.168846	-2.995732	0.01374884	10.40732
16310	-5.241572	-2.24584	-2.995732	0.01451271	10.99122
16320	-5.262879	-2.267147	-2.995732	0.01468147	11.1203
16330	-5.636076	-2.640344	-2.995732	0.01675479	12.70858
16340	-5.341199	-2.345467	-2.995732	0.01522376	11.5353
16350	-5.241325	-2.245592	-2.995732	0.01451068	10.98967
16360	-5.128536	-2.132803	-2.995732	0.01315874	9.95666
16370	-5.133836	-2.138104	-2.995732	0.01181173	8.929298
16380	-5.115016	-2.119283	-2.995732	0.01246895	9.43032
16390	-5.128565	-2.132832	-2.995732	0.01315942	9.957177
16400	-5.135251	-2.139518	-2.995732	0.01330111	10.06535
16410	-5.178925	-2.183192	-2.995732	0.01123215	8.487832
16420	-5.238215	-2.242482	-2.995732	0.0107545	8.124263
16430	-5.115217	-2.119485	-2.995732	0.01243263	9.402621
16440	-5.329619	-2.333887	-2.995732	0.01514956	11.47849
16450	-5.372222	-2.37649	-2.995732	0.01541476	11.68153
16460	-5.476515	-2.480783	-2.995732	0.01599322	12.12465
16470	-5.41353	-2.417798	-2.995732	0.01565414	11.86486
16480	-5.209167	-2.213435	-2.995732	0.01422889	10.7742
16490	-5.184429	-2.188697	-2.995732	0.01398025	10.58414
16500	-5.253692	-2.257959	-2.995732	0.01461014	11.06574
16510	-5.285269	-2.289536	-2.995732	0.01484737	11.24723
16520	-5.243834	-2.248101	-2.995732	0.0145312	11.00536
16530	-5.287527	-2.291795	-2.995732	0.01486355	11.25961
16540	-5.227037	-2.231305	-2.995732	0.01439009	10.89745
16550	-5.462601	-2.466869	-2.995732	0.01592063	12.06903
16560	-5.348586	-2.352854	-2.995732	0.01527023	11.57087
16570	-5.334291	-2.338559	-2.995732	0.0151797	11.50157
16580	-5.365434	-2.369702	-2.995732	0.01537386	11.65022
16590	-5.2882	-2.292468	-2.995732	0.01486835	11.26328
16600	-5.12245	-2.126718	-2.995732	0.01299568	9.832195
16610	-5.125202	-2.129469	-2.995732	0.01307521	9.892897
16620	-5.221451	-2.225719	-2.995732	0.01434105	10.85995
16630	-5.176883	-2.181151	-2.995732	0.01389647	10.52012
16640	-5.129905	-2.134173	-2.995732	0.01319013	9.980622
16650	-5.144258	-2.148526	-2.995732	0.01346007	10.18674
16660	-5.125169	-2.129437	-2.995732	0.01307434	9.892234
16670	-5.132258	-2.136526	-2.995732	0.013241	10.01946
16680	-5.132051	-2.136319	-2.995732	0.01323666	10.01615
16690	-5.160081	-2.164349	-2.995732	0.01369066	10.36287
16700	-5.14826	-2.152528	-2.995732	0.01352307	10.23485
16710	-5.218712	-2.22298	-2.995732	0.01431658	10.84124
16720	-5.31441	-2.318678	-2.995732	0.01504936	11.4018
16730	-5.207228	-2.211495	-2.995732	0.01421058	10.7602
16740	-5.143354	-2.147622	-2.995732	0.01344529	10.17545
16750	-5.120485	-2.124753	-2.995732	0.01213549	9.176058
16760	-5.148344	-2.152612	-2.995732	0.01158212	8.754364
16770	-5.132807	-2.137074	-2.995732	0.0118311	8.944057
16780	-5.17513	-2.179398	-2.995732	0.01387634	10.50474
16790	-5.115966	-2.120234	-2.995732	0.01270348	9.609221
16800	-5.144111	-2.148379	-2.995732	0.01345768	10.18492
16810	-5.143335	-2.147603	-2.995732	0.01344498	10.17522
16820	-5.114966	-2.119234	-2.995732	0.01257502	9.511226
16830	-5.2207	-2.224967	-2.995732	0.01087919	8.219152
16840	-5.285129	-2.289397	-2.995732	0.01046251	7.90213
16850	-5.153223	-2.157491	-2.995732	0.01151731	8.704995
16860	-5.146962	-2.151229	-2.995732	0.01160139	8.769038
16870	-5.164083	-2.168351	-2.995732	0.01138721	8.605909
16880	-5.137712	-2.141979	-2.995732	0.01174332	8.877173
16890	-5.170494	-2.174762	-2.995732	0.01131753	8.552844
16900	-5.217936	-2.222203	-2.995732	0.01089988	8.234897
16910	-5.175257	-2.179525	-2.995732	0.01126851	8.515514
16920	-5.154756	-2.159024	-2.995732	0.01149786	8.690178
16930	-5.119156	-2.123423	-2.995732	0.0121849	9.213723
16940	-5.184676	-2.188944	-2.995732	0.01117733	8.446089
16950	-5.119031	-2.123298	-2.995732	0.01218992	9.21755
16960	-5.116242	-2.12051	-2.995732	0.01233422	9.327578
16970	-5.160097	-2.164364	-2.995732	0.01143301	8.640784
16980	-5.272295	-2.276563	-2.995732	0.01053738	7.959077
16990	-5.135504	-2.139771	-2.995732	0.01330599	10.06908
17000	-5.136811	-2.141078	-2.995732	0.01333075	10.08799
17010	-5.149501	-2.153769	-2.995732	0.01354186	10.24921
17020	-5.404199	-2.408467	-2.995732	0.01560139	11.82446
17030	-5.302308	-2.306576	-2.995732	0.01496718	11.33891
17040	-5.186232	-2.190499	-2.995732	0.01399963	10.59896
17050	-5.115804	-2.120072	-2.995732	0.01236861	9.353799
17060	-5.115513	-2.119781	-2.995732	0.01266148	9.577184
17070	-5.117066	-2.121334	-2.995732	0.01277777	9.665905
17080	-5.171838	-2.176106	-2.995732	0.01383777	10.47526
17090	-5.140215	-2.144483	-2.995732	0.01339212	10.13485
17100	-5.170877	-2.175145	-2.995732	0.01131351	8.54978
17110	-5.229397	-2.233665	-2.995732	0.01081596	8.17103
17120	-5.27148	-2.275748	-2.995732	0.01054224	7.962779
17130	-5.797168	-2.801436	-2.995732	0.008634889	6.513736
17140	-7.324754	-4.329022	-2.995732	0.00618834	4.660509
17150	-6.63893	-3.643198	-2.995732	0.007055671	5.316802
17160	-6.496343	-3.500611	-2.995732	0.007270907	5.479785
17170	-5.665508	-2.669776	-2.995732	0.00898701	6.780966
17180	-5.624075	-2.628342	-2.995732	0.009108563	6.873244
17190	-5.873201	-2.877469	-2.995732	0.008450879	6.374138
17200	-5.648838	-2.653105	-2.995732	0.009035213	6.817558
17210	-5.654509	-2.658777	-2.995732	0.009018711	6.805031
17220	-5.353399	-2.357667	-2.995732	0.01010969	7.633835
17230	-5.123846	-2.128114	-2.995732	0.01303753	9.86413
17240	-5.117674	-2.121942	-2.995732	0.01281068	9.691012
17250	-5.115045	-2.119313	-2.995732	0.01259485	9.526355
17260	-5.228648	-2.232916	-2.995732	0.0108213	8.175093
17270	-5.223547	-2.227815	-2.995732	0.01085819	8.203165
17280	-5.453844	-2.458111	-2.995732	0.009684023	7.310315
17290	-5.316377	-2.320645	-2.995732	0.0102926	7.772912
17300	-5.429568	-2.433836	-2.995732	0.009779289	7.382704
17310	-5.572469	-2.576737	-2.995732	0.009268769	6.994889
17320	-5.364245	-2.368513	-2.995732	0.01005924	7.595478
17330	-5.219277	-2.223544	-2.995732	0.01088981	8.227229
17340	-5.115209	-2.119477	-2.995732	0.01243382	9.403532
17350	-5.118093	-2.122361	-2.995732	0.01283133	9.706773
17360	-5.228743	-2.23301	-2.995732	0.01440484	10.90873
17370	-5.422136	-2.426403	-2.995732	0.01570216	11.90165
17380	-5.212392	-2.21666	-2.995732	0.01425896	10.79718
17390	-5.297271	-2.301539	-2.995732	0.01493229	11.31221
17400	-5.360939	-2.365207	-2.995732	0.01534652	11.62928
17410	-5.244759	-2.249027	-2.995732	0.01453872	11.01112
17420	-5.335769	-2.340037	-2.995732	0.01518918	11.50882
17430	-5.436168	-2.440436	-2.995732	0.01577924	11.9607
17440	-5.342354	-2.346622	-2.995732	0.01523107	11.54089
17450	-5.164478	-2.168746	-2.995732	0.01374758	10.40635
17460	-5.264876	-2.269144	-2.995732	0.0146967	11.13196
