Iteration	Posterior	Likelihood	Prior	alpha	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	disc_rates[1]	disc_rates[2]	disc_rates[3]	disc_rates[4]	gamma[1]	gamma[2]	gamma[3]	gamma[4]	gamma[5]	gamma[6]	gamma[7]	gamma[8]	gamma[9]	gamma[10]	gamma[11]	gamma[12]	gamma[13]	gamma[14]	gamma[15]	gamma[16]	gamma[17]	gcalpha	gcbeta	gcinvconc	kappa	meangc	rate_var	TL
700	-188347.5	-188378.7	31.24791	0.5953596	0.0609585	0.0493055	0.125013	0.0579049	0.0933799	0.0702614	0.100731	0.0563284	0.0260899	0.0880588	0.103274	0.0379852	0.0643741	0.0739369	0.00472086	0.0850428	0.0375472	0.165354	0.00914461	0.0412962	0.0737104	0.0414587	0.041907	0.0921246	0.0368769	0.090395	0.0654704	0.116027	0.206529	0.0606993	0.0743873	0.0145445	0.174697	0.0309539	0.0952229	0.0806631	0.0747421	0.00358071	0.148608	0.0414973	0.03538	0.0764307	0.030435	0.00812037	0.00184474	0.319646	0.0230267	0.00088643	0.000612429	0.00462088	0.00654751	0.0170329	0.0360895	0.0479386	0.0291434	0.00326524	0.0276349	0.0211158	0.0124058	0.0102928	0.00399524	0.00494243	0.00838542	0.00377808	0.0148029	0.00650366	0.0165598	0.00427697	0.0101263	0.0470706	0.00236388	0.0115702	0.00910414	0.0033218	0.00884628	0.00175273	0.0183224	0.00363408	0.000533989	0.00124789	0.0134876	0.0521524	0.309683	0.878933	2.75923	0.55968	0.631169	0.559889	0.448994	0.442745	0.646228	0.493248	0.636738	0.522158	0.604461	0.661094	0.50637	0.580837	0.703484	0.521839	0.622879	0.420951	20.79431	16.75536	0.02663139	4.674517	0.5537815	1.679657	3.821898
710	-188366.4	-188397.8	31.37864	0.5748327	0.0602581	0.0467121	0.129268	0.0586751	0.0981806	0.0654194	0.0941193	0.0515724	0.0341429	0.0789023	0.0910867	0.035987	0.0650772	0.0782102	0.00573895	0.0918467	0.0375472	0.15787	0.00940479	0.0374896	0.0762857	0.0417177	0.0406753	0.0775828	0.0372072	0.0847922	0.0677107	0.116039	0.203506	0.0584473	0.0766262	0.0149469	0.169653	0.0316506	0.0889145	0.0742936	0.0751217	0.00334262	0.147125	0.0445438	0.0357053	0.0774603	0.0271999	0.00683779	0.00180392	0.309038	0.0261785	0.000818357	0.000710781	0.00393984	0.00577712	0.0147238	0.0335564	0.0469033	0.0289946	0.00363563	0.0273187	0.0253813	0.0110905	0.0111523	0.00407175	0.00511422	0.00917743	0.00260468	0.0126486	0.00804047	0.0152214	0.00447598	0.0108602	0.0500389	0.0034275	0.0101272	0.009922	0.00350501	0.00868122	0.00135276	0.0188501	0.00359578	0.000572336	0.00171035	0.0155061	0.0479623	0.29799	0.867915	2.78613	0.603486	0.607331	0.559771	0.459159	0.465234	0.646276	0.486697	0.622345	0.541601	0.573623	0.649276	0.501484	0.579927	0.706155	0.528367	0.600679	0.363643	17.05013	12.97513	0.03330529	4.74332	0.5678596	1.739637	3.755421
720	-188371.6	-188402	30.43582	0.5748327	0.0553024	0.0480634	0.124886	0.0533358	0.0896488	0.0699147	0.091618	0.0516796	0.0280877	0.0840417	0.095152	0.0351639	0.0635516	0.0707803	0.00507384	0.085393	0.0389593	0.162273	0.00901724	0.0367929	0.0764719	0.0417177	0.0406753	0.084372	0.0361083	0.0882014	0.0638312	0.114986	0.204379	0.0605654	0.0786409	0.0192818	0.169155	0.0287206	0.082375	0.0780637	0.073756	0.00325593	0.163148	0.0444509	0.0350265	0.0857651	0.0306631	0.0083579	0.00200085	0.306872	0.0217128	0.000940712	0.000749883	0.00352939	0.00532855	0.0194552	0.0325488	0.0484005	0.0273328	0.00272378	0.0262784	0.0221684	0.0124526	0.0127881	0.00398213	0.00566553	0.00690247	0.00304228	0.0148057	0.00765265	0.0138832	0.00386143	0.0108787	0.0511112	0.00333055	0.0136021	0.00777287	0.00375582	0.0113477	0.00145917	0.0157102	0.00396119	0.00061631	0.00178554	0.0141975	0.0479623	0.29799	0.867915	2.78613	0.627286	0.609113	0.575408	0.478331	0.458314	0.639192	0.487155	0.603326	0.51252	0.650406	0.659436	0.49266	0.547524	0.687908	0.539823	0.611842	0.406581	10.74937	8.051757	0.05318829	4.585438	0.5717408	1.739637	3.755311
730	-188358.1	-188386.3	28.17293	0.5748327	0.0607182	0.0506847	0.131057	0.0552199	0.0902322	0.0716281	0.104706	0.0586999	0.0298383	0.0860657	0.0968345	0.0361781	0.0676982	0.0747545	0.00463221	0.0790158	0.0381845	0.155224	0.00719214	0.0436567	0.0698925	0.0407982	0.0409443	0.0923023	0.0420924	0.0827344	0.0638312	0.118655	0.19656	0.0625279	0.0718613	0.0184647	0.170679	0.0327138	0.0856201	0.0773382	0.0741482	0.00349718	0.151458	0.0445982	0.0316916	0.0883473	0.0293527	0.00792543	0.00233905	0.319741	0.0234429	0.00121589	0.000819815	0.00356948	0.00660178	0.0175253	0.0361215	0.046522	0.0283355	0.00437412	0.0294188	0.0224038	0.0151856	0.0106997	0.00441567	0.00458512	0.00769284	0.00358665	0.0150402	0.00882582	0.0148987	0.00376588	0.00924745	0.0471486	0.00346592	0.0100703	0.00755842	0.00260206	0.0112603	0.00162899	0.0188825	0.00467085	0.000530727	0.00349101	0.0124475	0.0479623	0.29799	0.867915	2.78613	0.573844	0.63351	0.550593	0.480821	0.443231	0.653755	0.487155	0.620632	0.531843	0.633298	0.650118	0.481975	0.584618	0.663248	0.522001	0.610255	0.363743	8.299791	6.216912	0.06888616	4.670325	0.5717408	1.739637	3.804387
740	-188358.2	-188389.1	30.97685	0.5748327	0.0577161	0.0464367	0.129573	0.0605417	0.0938948	0.0731011	0.100355	0.0507552	0.0300299	0.0863548	0.0986928	0.0335535	0.0708178	0.0667316	0.00468692	0.0815795	0.0371737	0.160207	0.00708113	0.0428596	0.0813576	0.0381168	0.0414482	0.0869406	0.0420924	0.0798206	0.0669964	0.118892	0.193124	0.0582479	0.077122	0.0182157	0.170679	0.034199	0.0946076	0.0800149	0.0700621	0.00353458	0.152522	0.0426457	0.0343564	0.0868421	0.02942	0.00804946	0.00226998	0.319741	0.0225728	0.000914302	0.000622905	0.00367569	0.0083281	0.0178081	0.0359231	0.0499722	0.0278736	0.00469201	0.028203	0.0228654	0.0140323	0.0112231	0.00354329	0.00530351	0.0085777	0.00218722	0.0135347	0.00914521	0.0163368	0.00467791	0.0121404	0.0433017	0.00261262	0.0103564	0.00921853	0.00332955	0.00931174	0.00177485	0.0178055	0.00430375	0.000446122	0.00328026	0.0125496	0.0479623	0.29799	0.867915	2.78613	0.597553	0.640455	0.541103	0.482884	0.436973	0.642493	0.481593	0.613285	0.542764	0.614011	0.650375	0.49988	0.579142	0.702886	0.558163	0.619647	0.380499	20.56171	15.40164	0.02780608	4.747464	0.5717408	1.739637	3.805905
750	-188348.3	-188379.6	31.31337	0.5782332	0.0631636	0.0494465	0.139562	0.0581476	0.0928347	0.0709441	0.10456	0.0563869	0.0329617	0.0831171	0.0979656	0.0343871	0.0685041	0.0748068	0.00410671	0.0894656	0.0369472	0.16941	0.00908442	0.0411152	0.0726845	0.0461845	0.0412116	0.0918547	0.0389666	0.0873635	0.0666225	0.116581	0.21026	0.0609346	0.0790844	0.0181701	0.178011	0.0280426	0.0933411	0.0794124	0.0785673	0.00394461	0.156651	0.0483036	0.0365127	0.0846385	0.0326536	0.00916673	0.00238683	0.308155	0.022586	0.000868291	0.00086329	0.00449555	0.00835785	0.0144602	0.0321705	0.0452677	0.0257793	0.00465537	0.030687	0.0240538	0.0140323	0.0112654	0.00275273	0.00499167	0.0106	0.0020459	0.0145049	0.0099221	0.0157339	0.00422771	0.0103703	0.0479864	0.00422464	0.0109156	0.0106166	0.00357308	0.00993385	0.00129048	0.0168151	0.00439325	0.00062026	0.00365249	0.0110874	0.0486519	0.299954	0.869794	2.7816	0.605849	0.61453	0.57239	0.448373	0.457543	0.623101	0.486357	0.598636	0.523246	0.61405	0.643716	0.477467	0.559046	0.685424	0.525336	0.589683	0.403894	22.63819	17.12653	0.02514792	4.706128	0.5693035	1.729406	3.886424
760	-188370.6	-188400.3	29.73523	0.5864236	0.0593293	0.0446038	0.132906	0.0562377	0.103216	0.0750985	0.0989141	0.0543721	0.0326189	0.0866703	0.0996241	0.0327323	0.0685041	0.0744037	0.00489932	0.0873656	0.0385666	0.159853	0.00872497	0.0360229	0.0764469	0.0416114	0.041602	0.0893475	0.0401858	0.0909863	0.0666165	0.109712	0.207099	0.0588092	0.0713944	0.0191144	0.161031	0.0283352	0.0899197	0.0872166	0.0720317	0.00458318	0.147409	0.0418866	0.0349284	0.0857801	0.0270399	0.0063565	0.00208015	0.333096	0.0244088	0.000597842	0.000928469	0.00299803	0.00817206	0.0165816	0.031332	0.0404258	0.0321416	0.00440839	0.0298127	0.0243688	0.012367	0.009275	0.00295388	0.00591304	0.0101057	0.00202544	0.0161759	0.00978974	0.0157605	0.00479758	0.0111582	0.0479864	0.00528726	0.0111137	0.0101471	0.00476614	0.00997196	0.00131425	0.017002	0.00376588	0.000678121	0.00273409	0.0136736	0.0503205	0.304641	0.874231	2.77081	0.554637	0.621469	0.570907	0.45093	0.451697	0.647838	0.489703	0.598177	0.531934	0.578595	0.644666	0.505977	0.562557	0.684619	0.478823	0.604712	0.42584	10.42255	7.884994	0.0546223	4.678138	0.5693035	1.705252	3.834221
770	-188370.1	-188400.8	30.78786	0.5864236	0.0553727	0.0435358	0.127094	0.0562377	0.0935805	0.0727192	0.101947	0.0552352	0.0374315	0.0825834	0.099503	0.0394411	0.0637819	0.0698218	0.00509449	0.0801516	0.0362781	0.16683	0.00802145	0.041316	0.0710129	0.044752	0.037902	0.0870726	0.0362642	0.0928578	0.0654963	0.123959	0.207418	0.0645783	0.0752331	0.0175967	0.171573	0.0300201	0.0882073	0.0808283	0.0759896	0.00261006	0.152106	0.0450468	0.0345892	0.094714	0.027251	0.00823858	0.00243034	0.30737	0.0237461	0.000682984	0.00137926	0.00452636	0.00679818	0.0156244	0.0336676	0.0462732	0.028702	0.00559951	0.0297004	0.0221837	0.0140029	0.00922307	0.00490388	0.00589011	0.0103344	0.00228028	0.0121382	0.00865814	0.0172472	0.00611584	0.00721554	0.0497722	0.00515405	0.0114268	0.00898318	0.00503844	0.00954376	0.00109988	0.0173956	0.00451548	0.000499788	0.0028484	0.0132125	0.0503205	0.304641	0.874231	2.77081	0.618782	0.655103	0.558663	0.467574	0.418257	0.642066	0.487324	0.594394	0.514276	0.609864	0.658639	0.468785	0.574946	0.664361	0.538683	0.612684	0.412835	16.31941	12.34616	0.03488506	4.717871	0.5693035	1.705252	3.827476
780	-188368.3	-188398.3	30.02942	0.5864236	0.0590523	0.0463432	0.133917	0.0592877	0.0913054	0.0725292	0.0983521	0.0552476	0.0342174	0.0844374	0.0939728	0.0327229	0.0641337	0.0719158	0.00385561	0.0854245	0.0377888	0.179712	0.00910292	0.0423768	0.0755516	0.0407787	0.0409851	0.0893658	0.0422254	0.0928578	0.0663556	0.114498	0.200761	0.0641855	0.0732503	0.0176636	0.163574	0.0305613	0.0955341	0.0774625	0.0793692	0.00258299	0.153291	0.0413917	0.0316007	0.0832363	0.0294356	0.00880256	0.00398419	0.313798	0.0281306	0.000452125	0.000877318	0.00620691	0.00749993	0.0156126	0.0383991	0.0434892	0.0285238	0.00603211	0.0277384	0.0244592	0.012732	0.0103618	0.00562331	0.00431086	0.00981011	0.00290363	0.0131987	0.00856802	0.0158988	0.00289397	0.010217	0.0495637	0.00411198	0.0116589	0.00904837	0.00546549	0.00793567	0.000722356	0.0175375	0.00367595	0.000572295	0.00297392	0.0163759	0.0503205	0.304641	0.874231	2.77081	0.609587	0.616109	0.55299	0.468925	0.433344	0.6109	0.498854	0.594394	0.53936	0.61256	0.659669	0.485217	0.5691	0.694188	0.504005	0.612063	0.463901	10.51998	9.13234	0.05088457	4.773983	0.5353047	1.705252	3.842379
790	-188365.9	-188397.7	31.87694	0.5829708	0.0619048	0.0454341	0.136686	0.0564353	0.0937958	0.0670881	0.100629	0.0553963	0.0349933	0.0881108	0.0957604	0.0321361	0.0670925	0.0700759	0.00422855	0.0831903	0.0327142	0.1645	0.00843884	0.0408577	0.0734278	0.0407787	0.0376786	0.0881715	0.0408335	0.0871381	0.0632526	0.116024	0.214786	0.059084	0.073212	0.019698	0.169731	0.0303598	0.0888572	0.0745314	0.0674104	0.00256765	0.153291	0.0460388	0.0322407	0.0726009	0.0256268	0.00857136	0.00296752	0.291464	0.0257344	0.000399356	0.00104591	0.0055893	0.00688739	0.0162657	0.0368079	0.0450336	0.0305415	0.00592144	0.0273169	0.0239866	0.0121214	0.00939852	0.00493502	0.00417898	0.00868049	0.00272593	0.0166663	0.0106186	0.0149418	0.00351796	0.00819445	0.0474103	0.00496317	0.0110855	0.00947878	0.0060831	0.00875578	0.000618624	0.0194845	0.00394531	0.000770397	0.00368517	0.01386	0.0496158	0.302673	0.872376	2.77534	0.59879	0.625877	0.567049	0.468925	0.426633	0.61586	0.488498	0.631691	0.533583	0.584618	0.638861	0.507929	0.566005	0.667843	0.521235	0.602112	0.377799	17.45083	15.14898	0.03067503	4.773408	0.5353047	1.715352	3.771463
800	-188361	-188393.9	32.92526	0.5829708	0.0593015	0.0438721	0.123479	0.0572097	0.0903956	0.0647514	0.0997983	0.049052	0.0306373	0.0829453	0.103652	0.0333511	0.0656755	0.0762981	0.00332259	0.0760836	0.0343636	0.159942	0.0090517	0.0404511	0.0784984	0.0407787	0.0428385	0.0853367	0.0394662	0.0816947	0.0645557	0.114709	0.204075	0.0567025	0.0724297	0.0180253	0.15835	0.026342	0.0868244	0.0718428	0.0699288	0.00342724	0.144018	0.0411063	0.0349444	0.0758489	0.0277254	0.00787482	0.00249709	0.313909	0.0252152	0.000341566	0.00115374	0.00522848	0.00775885	0.0158896	0.0355666	0.042748	0.0288889	0.00703667	0.0280265	0.0229127	0.0138429	0.0133824	0.00464238	0.00518355	0.00947405	0.0019519	0.0149928	0.00933724	0.0156231	0.00360482	0.00887222	0.0487659	0.00670167	0.00966422	0.0113027	0.00616992	0.00857482	0.000685264	0.0188574	0.00377192	0.000664187	0.00391438	0.0139858	0.0496158	0.302673	0.872376	2.77534	0.583006	0.635971	0.518282	0.468925	0.425307	0.633941	0.488498	0.629404	0.533829	0.58188	0.654954	0.48131	0.553895	0.689596	0.532739	0.613705	0.465153	26.18054	19.11528	0.02207709	4.62985	0.5779902	1.715352	3.722115
810	-188357.9	-188387.6	29.74597	0.5829708	0.0595466	0.0454584	0.119042	0.0598451	0.0903835	0.0724265	0.0949713	0.0597316	0.029905	0.0834826	0.0986193	0.0350972	0.0654557	0.06946	0.00369131	0.0879301	0.0360793	0.166296	0.00726761	0.0387751	0.075669	0.039156	0.0423267	0.0812588	0.0394649	0.0900986	0.0662556	0.113701	0.209442	0.0584334	0.08173	0.0174577	0.179254	0.0319193	0.0995362	0.0762642	0.0730065	0.00318815	0.14787	0.0454652	0.0331768	0.0786283	0.0288588	0.00825739	0.00193685	0.31864	0.0236009	0.00027524	0.00116149	0.00556704	0.00792266	0.0162609	0.0374406	0.0458988	0.0297314	0.00522787	0.0295652	0.0251568	0.0116583	0.00860637	0.00588031	0.00611773	0.00941561	0.00139904	0.0135554	0.00901959	0.0167441	0.00460454	0.00710806	0.0455339	0.00751336	0.0105464	0.0114603	0.00703528	0.00965349	0.000771746	0.0187694	0.00359541	0.000964928	0.00531679	0.0146539	0.0496158	0.302673	0.872376	2.77534	0.601249	0.605425	0.557872	0.468463	0.452982	0.683287	0.491912	0.611069	0.525882	0.576925	0.671166	0.493373	0.582589	0.67115	0.503846	0.613324	0.359833	22.19316	16.20396	0.02604362	4.709237	0.5779902	1.715352	3.822194
820	-188360.8	-188393	32.25048	0.5829708	0.0586238	0.0491151	0.122622	0.0523738	0.0858272	0.0686976	0.109424	0.0572276	0.0298697	0.0847997	0.0957107	0.0354523	0.0697634	0.0774203	0.00489468	0.0879162	0.0366706	0.161017	0.00715093	0.0387932	0.073025	0.0411177	0.0436576	0.0840026	0.0383153	0.0828355	0.0663684	0.120382	0.214491	0.0585226	0.074046	0.0158905	0.168693	0.0295652	0.0876023	0.0750947	0.0774431	0.00402263	0.147743	0.0427187	0.0379888	0.0812484	0.0278559	0.00841251	0.00278312	0.29324	0.0270802	0.000406403	0.00129369	0.00439532	0.00516144	0.018552	0.0375403	0.0459878	0.0299739	0.00479539	0.0327632	0.0236934	0.0142702	0.00864553	0.00509282	0.00457457	0.010108	0.00124	0.0156257	0.00650522	0.014271	0.00402898	0.0078752	0.0462585	0.00778974	0.00942901	0.0117634	0.00637602	0.0103936	0.000676057	0.0173378	0.00393489	0.00115276	0.00531862	0.0136021	0.0496158	0.302673	0.872376	2.77534	0.588789	0.637762	0.546124	0.462286	0.465234	0.631542	0.490406	0.602671	0.496996	0.581165	0.663934	0.494696	0.584462	0.696243	0.530038	0.62483	0.436434	18.28522	13.58117	0.03138103	4.66508	0.5738089	1.715352	3.788348
830	-188357.9	-188389	31.11563	0.588379	0.0585842	0.0458442	0.135709	0.0571379	0.0973166	0.0655492	0.105983	0.052186	0.0318796	0.0769797	0.102529	0.034057	0.0677643	0.0767235	0.00412907	0.0856134	0.0412316	0.164852	0.00831593	0.0395817	0.0810534	0.0397397	0.041524	0.0884248	0.0411411	0.084238	0.0662966	0.112874	0.208887	0.0610429	0.0749004	0.0175628	0.160632	0.030146	0.0878521	0.0730382	0.0726585	0.00502433	0.15617	0.0408844	0.0360836	0.082728	0.0251175	0.0070831	0.00447162	0.31482	0.0238079	0.00049566	0.00113599	0.00501463	0.00628856	0.019344	0.0370535	0.0467186	0.0277022	0.00573992	0.0328573	0.0245871	0.0116535	0.00968383	0.00713167	0.00520053	0.00881524	0.00191241	0.0143546	0.00883098	0.0125471	0.00295879	0.00916605	0.0497531	0.00778115	0.0103833	0.0103517	0.00424896	0.0107261	0.000708475	0.0164397	0.00425214	0.00118254	0.00393614	0.0138004	0.0507204	0.305751	0.875272	2.76826	0.576476	0.602997	0.56191	0.459872	0.420291	0.645002	0.489837	0.62286	0.514807	0.602175	0.651091	0.485688	0.561992	0.691841	0.528456	0.612986	0.424415	27.63848	20.52822	0.02076123	4.704688	0.5738089	1.699585	3.822926
840	-188373.3	-188401.8	28.4409	0.588379	0.0528422	0.0514062	0.128189	0.0584801	0.0853584	0.0723619	0.0888859	0.0541462	0.0326727	0.0819621	0.102746	0.0383336	0.0659267	0.0764613	0.00426025	0.0793658	0.0403693	0.16541	0.00729914	0.0388684	0.0791406	0.0409107	0.0406176	0.0891586	0.0372221	0.0781651	0.0660403	0.118677	0.208719	0.0632422	0.0764917	0.0163639	0.160632	0.0287199	0.0903739	0.0749011	0.0720637	0.00482547	0.155269	0.0453114	0.0322542	0.0798527	0.0276151	0.0073594	0.00513574	0.31482	0.0280872	0.000481269	0.000920685	0.00588857	0.00534527	0.015172	0.0344295	0.046154	0.0238482	0.00433275	0.0300837	0.0254036	0.0119414	0.010262	0.00639694	0.00451403	0.00890855	0.00114263	0.0152021	0.00851472	0.0138337	0.00296891	0.00855224	0.044398	0.00723073	0.0109495	0.0119708	0.00522352	0.0106913	0.000786593	0.0162731	0.00385101	0.000956048	0.00393251	0.0152706	0.0507204	0.305751	0.875272	2.76826	0.580661	0.620313	0.58742	0.448294	0.43594	0.664025	0.488634	0.633735	0.521568	0.616362	0.654056	0.478729	0.567113	0.718154	0.516428	0.622656	0.436925	8.66971	7.73497	0.06095821	4.627942	0.5284901	1.699585	3.783146
850	-188366.4	-188399	32.68437	0.588379	0.0607121	0.0411529	0.122887	0.0558876	0.0895797	0.0723619	0.0946484	0.0556222	0.029906	0.0852641	0.0969486	0.0333078	0.0603424	0.0682066	0.00421285	0.0795834	0.0373218	0.155586	0.0072586	0.0398438	0.071797	0.0422426	0.042123	0.0800526	0.0357543	0.0895685	0.0645864	0.114341	0.190747	0.0604006	0.0750935	0.0190987	0.160982	0.0294508	0.0945993	0.0761071	0.075495	0.00389649	0.145099	0.042508	0.0330373	0.0787069	0.0252027	0.00784562	0.00556104	0.287157	0.0295341	0.000635393	0.000803349	0.00674856	0.0051446	0.0147044	0.0312793	0.0473889	0.0273779	0.00445867	0.0287704	0.0228093	0.0101844	0.010801	0.00388041	0.00688959	0.00837984	0.00113552	0.0147871	0.00746579	0.0150452	0.00296916	0.00830046	0.0518202	0.00443693	0.00906403	0.00914813	0.00476771	0.00997383	0.000736317	0.0153172	0.00522994	0.000738866	0.00360108	0.0181236	0.0507204	0.305751	0.875272	2.76826	0.577642	0.628014	0.554352	0.47906	0.45914	0.65296	0.486706	0.598653	0.514731	0.602314	0.669727	0.518104	0.594638	0.671805	0.525515	0.598666	0.393239	14.87659	11.18729	0.03836727	4.683197	0.5707742	1.699585	3.68454
860	-188356.8	-188389.1	32.37793	0.588379	0.0586618	0.0447448	0.127669	0.0610025	0.0886138	0.0726861	0.101264	0.0546891	0.0326504	0.0814323	0.105428	0.035232	0.0715578	0.0731508	0.0039389	0.0823691	0.0352366	0.162409	0.00676383	0.0398282	0.0739815	0.0400692	0.0430162	0.0805039	0.0359938	0.0855933	0.0674425	0.108912	0.196465	0.0609471	0.0780845	0.0156188	0.171839	0.0250507	0.0851537	0.0757653	0.0755084	0.00300238	0.141863	0.0413518	0.0316534	0.078988	0.0260696	0.00799655	0.00387284	0.295994	0.0263527	0.000845766	0.000966259	0.00653647	0.00398681	0.0149515	0.0376568	0.0498155	0.0279472	0.00413911	0.027875	0.0266776	0.0122401	0.0105844	0.0040292	0.00724568	0.0092681	0.00182335	0.0159685	0.00659512	0.0153643	0.00303444	0.00907537	0.0437348	0.004406	0.0117634	0.00879371	0.00529678	0.0114488	0.00075597	0.0172302	0.00428198	0.000812922	0.00254965	0.0172506	0.0507204	0.305751	0.875272	2.76826	0.569131	0.631466	0.545949	0.437927	0.464627	0.629307	0.491706	0.625305	0.532891	0.626518	0.645189	0.477216	0.556623	0.684229	0.511399	0.593242	0.401125	22.90066	19.15358	0.02377882	4.692194	0.5445505	1.699585	3.741368
870	-188350.6	-188380.2	29.64687	0.588379	0.0544174	0.0469534	0.128115	0.0610463	0.0929563	0.0676356	0.100607	0.055281	0.0291875	0.0852371	0.105163	0.0361502	0.0690074	0.0751367	0.00453073	0.0833706	0.0378286	0.159596	0.00861508	0.04156	0.0732842	0.0389624	0.0449983	0.0817952	0.0417381	0.0934855	0.0670881	0.114665	0.200333	0.0621411	0.0750597	0.0175533	0.1662	0.0260809	0.0935682	0.0759274	0.079292	0.00312677	0.150142	0.0454963	0.0336099	0.0764561	0.0287009	0.00972969	0.00307504	0.315288	0.0250049	0.000719382	0.00120331	0.00516166	0.00513269	0.0171761	0.0331299	0.0473249	0.0289387	0.00381309	0.0321566	0.0268198	0.0124962	0.0127297	0.00325699	0.00589526	0.0087031	0.00167001	0.0121902	0.00770657	0.0186403	0.00311839	0.00967987	0.0481583	0.00335347	0.0110906	0.00779073	0.00404093	0.0112127	0.00117839	0.0164868	0.0038546	0.000794163	0.00232768	0.0123569	0.0507204	0.305751	0.875272	2.76826	0.604825	0.620264	0.556331	0.458316	0.440507	0.635505	0.493111	0.625305	0.532512	0.603678	0.634306	0.478277	0.571647	0.692528	0.521102	0.612845	0.377068	10.37123	8.674253	0.0525059	4.75826	0.5445505	1.699585	3.805506
880	-188357	-188392	35.04957	0.588379	0.0585668	0.0430902	0.125619	0.0514784	0.0940414	0.0746387	0.104228	0.0561187	0.0303064	0.0857809	0.0974437	0.0344777	0.066502	0.072459	0.00509281	0.0820871	0.0373048	0.15549	0.00883944	0.0388479	0.0714082	0.0396558	0.04093	0.0908084	0.0428662	0.0900814	0.0669483	0.117267	0.206961	0.0598797	0.0807057	0.0167333	0.171074	0.0275748	0.093444	0.0753668	0.0743505	0.00332961	0.146858	0.0458456	0.035856	0.0730098	0.0255438	0.00737368	0.0028645	0.287771	0.0218407	0.00100121	0.00136108	0.0084837	0.00648842	0.0124526	0.0336198	0.0459228	0.0334175	0.00337001	0.0275477	0.0216054	0.0121135	0.0138127	0.00426064	0.00541836	0.00960939	0.00261707	0.0152188	0.00857282	0.0154892	0.00419944	0.0106351	0.0488424	0.00362787	0.0107295	0.00922383	0.00436423	0.0084518	0.00193226	0.0149448	0.00323295	0.000441775	0.00353487	0.0135474	0.0507204	0.305751	0.875272	2.76826	0.61072	0.614927	0.556331	0.479541	0.477502	0.623111	0.492064	0.60713	0.523584	0.563665	0.643966	0.512086	0.571647	0.693797	0.517394	0.599984	0.441546	30.22227	24.18096	0.01838126	4.761374	0.5555234	1.699585	3.758853
890	-188353	-188385.6	32.61772	0.5778379	0.0583957	0.0452529	0.125619	0.055447	0.0875592	0.0728149	0.0957648	0.0517778	0.0314767	0.0850093	0.0969602	0.0360885	0.0652521	0.0722608	0.00520046	0.0802869	0.0374594	0.15576	0.00953137	0.0388507	0.0706894	0.0393733	0.0398664	0.0968987	0.0344701	0.0842596	0.067023	0.113903	0.198707	0.0588896	0.0741752	0.0171515	0.164853	0.0329311	0.086425	0.075988	0.077383	0.00370282	0.14379	0.0419023	0.0356836	0.0859703	0.0243413	0.00772637	0.00174036	0.295758	0.0236512	0.000982857	0.00187358	0.00801865	0.00541062	0.0184325	0.0353125	0.0462152	0.0264826	0.00339755	0.0292295	0.0228129	0.0115431	0.0104616	0.00442887	0.00643503	0.009926	0.00256571	0.0152373	0.00935408	0.014632	0.00382791	0.012296	0.0510069	0.00507426	0.00969898	0.0102166	0.00439873	0.00977481	0.0014975	0.0178319	0.00280147	0.000414658	0.00393153	0.0149247	0.0485717	0.299726	0.869577	2.78212	0.595288	0.629927	0.566084	0.474282	0.435124	0.67517	0.484086	0.589639	0.520453	0.582839	0.664274	0.460247	0.586916	0.693797	0.545818	0.599222	0.472483	17.03263	13.62788	0.03261524	4.751842	0.5555234	1.730589	3.734468
