Iteration	Replicate_ID	Posterior	Likelihood	Prior	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1639	0	-4277.601	-4292.192	14.5908	0.101594	0.243255	0.217119	0.204124	0.108748	0.11367	0.107564	0.145445	0.118527	0.0157557	0.0511374	0.0306832	0.0494656	0.170493	0.252301	0.148481	0.0415059	0.338383	0.0488358	0.263412	0.280306	0.176153	0.280129	1.507087
1640	0	-4266.991	-4281.857	14.86639	0.0915088	0.196257	0.217119	0.204124	0.134092	0.131083	0.087178	0.147867	0.0808636	0.0386897	0.0565926	0.0333092	0.0608448	0.193636	0.255366	0.142585	0.0411209	0.324946	0.0423453	0.273385	0.278738	0.16275	0.285127	1.479528
1641	0	-4279.889	-4294.797	14.90812	0.100454	0.194233	0.198015	0.162009	0.160847	0.130623	0.113203	0.159082	0.0818566	0.0104606	0.0461374	0.040393	0.078042	0.246356	0.265757	0.14804	0.0312494	0.282523	0.0260737	0.266456	0.277824	0.182305	0.273415	1.475355
1642	0	-4274.519	-4289.227	14.70765	0.13756	0.185779	0.247473	0.182343	0.122979	0.126818	0.103893	0.121213	0.0957101	0.0122781	0.0335803	0.0627238	0.0630534	0.190666	0.262837	0.129472	0.0572621	0.328176	0.0315871	0.291079	0.29325	0.147071	0.2686	1.495403
1643	0	-4273.479	-4288.871	15.39251	0.109761	0.166463	0.255732	0.1928	0.155679	0.111638	0.0852114	0.120013	0.0787881	0.0328246	0.0279495	0.0271683	0.0628889	0.188048	0.250383	0.151615	0.0238737	0.348734	0.0373455	0.270682	0.286518	0.157782	0.285018	1.426916
1644	0	-4276.162	-4291.486	15.32395	0.0898106	0.172901	0.238084	0.16866	0.171919	0.133412	0.0999499	0.134383	0.0950623	0.0183767	0.0309367	0.0437915	0.036487	0.180887	0.252952	0.171255	0.0522	0.31345	0.0292561	0.265631	0.296529	0.165828	0.272013	1.433772
1645	0	-4279.046	-4293.873	14.82689	0.140916	0.17389	0.251294	0.20922	0.173513	0.105207	0.0799852	0.124655	0.0586238	0.0264294	0.0168242	0.0735946	0.0493258	0.224988	0.203285	0.115181	0.0565336	0.378456	0.0215566	0.296916	0.269381	0.173253	0.26045	1.483479
1646	0	-4269.314	-4284.316	15.00164	0.0882282	0.197813	0.229957	0.190941	0.160065	0.105212	0.0850504	0.130289	0.0810408	0.0254248	0.0167717	0.0739106	0.0813006	0.199207	0.248117	0.129912	0.0585272	0.335615	0.0286217	0.293807	0.26634	0.164202	0.275651	1.466003
1647	0	-4271.409	-4287.878	16.46951	0.107802	0.138387	0.201895	0.213946	0.130968	0.12301	0.0937409	0.10039	0.0561623	0.0169975	0.0300273	0.0451022	0.0607885	0.221199	0.234356	0.152785	0.0513649	0.301487	0.0388086	0.26922	0.284735	0.17228	0.273765	1.319216
1648	0	-4272.352	-4288.174	15.82202	0.0961023	0.177228	0.203112	0.239466	0.115443	0.113436	0.0847348	0.134497	0.0501542	0.0253754	0.0428465	0.0575084	0.0440619	0.224276	0.203459	0.159096	0.0481061	0.332098	0.0329652	0.27701	0.275869	0.173074	0.274047	1.383965
1649	0	-4272.25	-4287.511	15.26104	0.0960785	0.211136	0.217796	0.222018	0.126439	0.100099	0.0886541	0.127684	0.0566002	0.0276572	0.0260016	0.0544411	0.0854586	0.183613	0.217598	0.158907	0.0750925	0.329128	0.0356618	0.283552	0.280285	0.183143	0.253021	1.440064
1650	0	-4272.884	-4288.174	15.29001	0.123133	0.186748	0.208521	0.217385	0.133183	0.105066	0.100633	0.101756	0.0896812	0.0262653	0.014364	0.0573972	0.0730329	0.192228	0.214583	0.140566	0.0541741	0.345953	0.0524954	0.292985	0.270731	0.157101	0.279183	1.437166
1651	0	-4272.502	-4287.741	15.2388	0.0949333	0.158456	0.231507	0.205389	0.120341	0.113587	0.104265	0.113282	0.0835909	0.0367183	0.0669359	0.0472851	0.0659976	0.207628	0.259448	0.143637	0.0407884	0.311641	0.0368577	0.258079	0.304503	0.171983	0.265436	1.442287
1652	0	-4276.417	-4290.689	14.27212	0.14444	0.19306	0.225733	0.183237	0.158994	0.125904	0.0961628	0.176176	0.0644104	0.0403275	0.0630137	0.00701778	0.0604779	0.206204	0.243234	0.143428	0.0457828	0.311187	0.0501639	0.288116	0.247679	0.167563	0.296642	1.538955
1653	0	-4272.874	-4287.479	14.60483	0.112565	0.193339	0.240186	0.183237	0.158994	0.110082	0.122153	0.160117	0.0695843	0.0154225	0.0689125	0.0197462	0.0513451	0.221244	0.255897	0.132233	0.0497066	0.318186	0.0227333	0.276107	0.294298	0.151307	0.278288	1.505684
1654	0	-4279.627	-4294.376	14.74935	0.11988	0.172999	0.235805	0.185881	0.142304	0.106999	0.10052	0.135851	0.137826	0.0344922	0.0191463	0.0541867	0.0453414	0.173457	0.23318	0.119308	0.0692741	0.345831	0.0589493	0.295227	0.266524	0.168633	0.269616	1.491232
1655	0	-4280.269	-4295.963	15.69418	0.116746	0.15259	0.202683	0.240535	0.118866	0.143795	0.102183	0.113314	0.0771681	0.041257	0.00504628	0.0400445	0.0425225	0.210792	0.275037	0.0950982	0.0472222	0.318736	0.0531147	0.283462	0.26869	0.151654	0.296193	1.396749
1656	0	-4273.964	-4289.369	15.40464	0.0985618	0.177762	0.198803	0.157568	0.136585	0.120086	0.0885841	0.15215	0.0718497	0.0568167	0.037159	0.0715231	0.0582551	0.189372	0.223309	0.133227	0.053225	0.352157	0.0487112	0.271945	0.276335	0.174732	0.276988	1.425704
1657	0	-4271.473	-4285.484	14.01053	0.11962	0.198691	0.221674	0.223422	0.162932	0.103318	0.114774	0.132592	0.0764004	0.0207837	0.0442401	0.0782465	0.0684204	0.20399	0.248538	0.143643	0.0441473	0.315808	0.0438733	0.274095	0.278432	0.163263	0.284211	1.565114
1658	0	-4274.638	-4289.427	14.78855	0.122029	0.202622	0.222444	0.197225	0.141257	0.109292	0.0714124	0.145133	0.0627688	0.01029	0.038729	0.0490595	0.115051	0.183302	0.237322	0.132353	0.053466	0.349001	0.0445559	0.276065	0.266817	0.176958	0.28016	1.487313
1659	0	-4276.913	-4290.955	14.04239	0.0971903	0.205107	0.269688	0.227173	0.145322	0.156547	0.101615	0.115929	0.0803037	0.0122525	0.0239682	0.0703565	0.0564774	0.205093	0.22897	0.134709	0.0622812	0.344863	0.0240842	0.260516	0.277741	0.1802	0.281542	1.561929
1660	0	-4273.804	-4288.106	14.30232	0.106318	0.186143	0.240202	0.243694	0.127182	0.124797	0.10296	0.118964	0.0832386	0.0403637	0.0317661	0.0538638	0.0764429	0.178085	0.287744	0.110756	0.0517984	0.342061	0.0295563	0.292894	0.2882	0.157244	0.261662	1.535935
1661	0	-4270.147	-4284.656	14.50936	0.126825	0.197381	0.232888	0.168349	0.156508	0.132336	0.10248	0.13108	0.0738055	0.0378435	0.0297607	0.0480176	0.0779561	0.191541	0.258583	0.164167	0.0425371	0.303206	0.0399659	0.274962	0.277164	0.166311	0.281562	1.515231
1662	0	-4274.881	-4290.465	15.58353	0.109913	0.207383	0.183577	0.194024	0.14666	0.102236	0.106504	0.13967	0.0684995	0.026834	0.0224797	0.0630042	0.0370306	0.191453	0.283765	0.165332	0.0353689	0.293614	0.0304674	0.252239	0.265942	0.178061	0.303758	1.407815
1663	0	-4270.838	-4287.162	16.32392	0.109913	0.184136	0.200504	0.166415	0.160071	0.122224	0.0787413	0.12078	0.0592358	0.0368089	0.0143155	0.036431	0.0442007	0.232239	0.246849	0.124178	0.0563106	0.304361	0.0360625	0.25647	0.257959	0.176719	0.308853	1.333775
1664	0	-4271.1	-4286.545	15.44507	0.102157	0.168907	0.24177	0.185432	0.134632	0.107973	0.098567	0.137159	0.0574359	0.0701791	0.026946	0.0291324	0.0613703	0.205843	0.242015	0.115069	0.0733121	0.331306	0.0324534	0.283785	0.256782	0.159171	0.300262	1.421661
1665	0	-4270.115	-4284.542	14.42629	0.12491	0.186059	0.267532	0.215468	0.146002	0.109216	0.10081	0.162688	0.0708674	0.0252431	0.0275703	0.0234348	0.0637385	0.204385	0.280981	0.133596	0.0382017	0.310962	0.0318746	0.259697	0.286185	0.162856	0.291261	1.523538
1666	0	-4271.88	-4286.383	14.50314	0.0930814	0.191229	0.231834	0.235073	0.147341	0.130693	0.106521	0.135612	0.0629886	0.0331536	0.0778018	0.0116405	0.0588842	0.229824	0.250751	0.13148	0.0550732	0.312225	0.0206466	0.268931	0.26343	0.177662	0.289977	1.515853
1667	0	-4274.597	-4290.342	15.74455	0.0993888	0.187447	0.23273	0.226887	0.110251	0.103634	0.0778382	0.104189	0.077169	0.0397206	0.0277397	0.0293743	0.0753441	0.198111	0.241936	0.126055	0.061763	0.31442	0.0577144	0.254932	0.300796	0.153183	0.291089	1.391713
1668	0	-4277.376	-4292.388	15.0116	0.0923175	0.180901	0.229607	0.161256	0.171841	0.122179	0.0945005	0.145868	0.0612288	0.0861214	0.0145023	0.0226248	0.0820606	0.191952	0.243484	0.139834	0.0781047	0.326198	0.0204269	0.269573	0.291291	0.152045	0.287092	1.465008
1669	0	-4267.504	-4282.655	15.1508	0.133924	0.174752	0.227859	0.205633	0.150441	0.106069	0.100828	0.131505	0.0855529	0.0329261	0.023538	0.0257561	0.0523046	0.184468	0.252623	0.128967	0.0583934	0.343263	0.0322842	0.286279	0.272228	0.165661	0.275832	1.451088
1670	0	-4272.379	-4287.512	15.1332	0.103353	0.142744	0.222392	0.258059	0.130236	0.101912	0.10261	0.130311	0.0675024	0.0299305	0.0805273	0.0140937	0.0691754	0.222612	0.251127	0.130638	0.0531475	0.313836	0.0286397	0.267823	0.268806	0.166021	0.297349	1.452847
1671	0	-4278.322	-4294.523	16.20032	0.111654	0.17596	0.187607	0.236097	0.121557	0.136686	0.0655807	0.0716129	0.0626967	0.0214882	0.0550803	0.0198166	0.0802989	0.215538	0.267315	0.1388	0.0540205	0.304909	0.0194182	0.272477	0.269101	0.175918	0.282504	1.346135
1672	0	-4276.274	-4291.108	14.83369	0.118129	0.156952	0.221718	0.198971	0.132326	0.0999093	0.107169	0.200106	0.0613416	0.0434439	0.0438993	0.0325844	0.0662492	0.222744	0.215285	0.139424	0.0771829	0.308482	0.0368818	0.282996	0.264962	0.16021	0.291832	1.482798
1673	0	-4274.98	-4290.633	15.65369	0.111696	0.195823	0.194439	0.219416	0.133408	0.108745	0.0915493	0.113152	0.081168	0.0430879	0.0447143	0.0187443	0.0448545	0.234669	0.226535	0.12035	0.0498488	0.321595	0.0470018	0.282738	0.246449	0.194767	0.276046	1.400798
1674	0	-4271.138	-4287.02	15.88153	0.0853866	0.187114	0.211901	0.225978	0.118834	0.116063	0.0871371	0.104805	0.0610101	0.0331018	0.0504955	0.0156898	0.0804972	0.200379	0.235104	0.14011	0.0419194	0.333352	0.0491354	0.281243	0.259188	0.191017	0.268552	1.378014
1675	0	-4273.034	-4287.93	14.89579	0.127866	0.174987	0.238355	0.168049	0.135644	0.115557	0.102037	0.131879	0.0634969	0.0607571	0.0291826	0.0229961	0.10578	0.183641	0.25035	0.148089	0.043317	0.350652	0.0239514	0.284127	0.282071	0.179268	0.254534	1.476588
1676	0	-4269.823	-4285.13	15.30708	0.0851325	0.186388	0.228523	0.19318	0.13337	0.113495	0.101583	0.132627	0.0714234	0.0488983	0.0493878	0.036699	0.0547536	0.183758	0.23244	0.118615	0.0582907	0.360486	0.046411	0.297509	0.267917	0.163017	0.271557	1.43546
1677	0	-4269.535	-4283.965	14.43059	0.104315	0.210819	0.24523	0.175066	0.147193	0.112773	0.0978348	0.143533	0.0724162	0.0619106	0.0432425	0.0215178	0.0872569	0.206519	0.248761	0.124427	0.0626503	0.316477	0.0411653	0.27545	0.278786	0.163787	0.281978	1.523108
1678	0	-4278.667	-4293.425	14.75768	0.1157	0.195228	0.259906	0.205827	0.109457	0.167361	0.0991145	0.107271	0.0706868	0.0224848	0.0352785	0.0231587	0.0789257	0.210409	0.275675	0.138569	0.0281104	0.32736	0.0198752	0.292941	0.25447	0.173827	0.278761	1.490399
1679	0	-4274.914	-4290.483	15.56932	0.115108	0.184778	0.187195	0.184698	0.130144	0.0853689	0.0995143	0.156396	0.0744547	0.0391152	0.0661742	0.0232024	0.0630851	0.193594	0.249149	0.122671	0.0950871	0.3142	0.0252995	0.270589	0.275856	0.144215	0.30934	1.409235
1680	0	-4282.066	-4298.098	16.03138	0.133993	0.223061	0.219451	0.196638	0.104447	0.11009	0.0929116	0.112959	0.0531253	0.0169744	0.0388824	0.0254025	0.0350951	0.200343	0.238858	0.120289	0.0957611	0.307645	0.037104	0.267316	0.253755	0.152729	0.3262	1.363029
1681	0	-4276.02	-4290.631	14.61115	0.0927301	0.227254	0.22063	0.225058	0.131232	0.168684	0.0866007	0.14076	0.0547936	0.0296181	0.0496014	0.0158997	0.0621911	0.21949	0.239251	0.137975	0.0578815	0.313988	0.0314144	0.259297	0.291945	0.180129	0.268629	1.505053
1682	0	-4272.755	-4288.549	15.79404	0.132913	0.18514	0.209611	0.21435	0.115633	0.0904339	0.0779036	0.115031	0.0709624	0.0380727	0.0171653	0.0521937	0.0673543	0.214128	0.259459	0.130951	0.0463212	0.335028	0.0141128	0.268493	0.266122	0.18371	0.281675	1.386764
1683	0	-4270.643	-4285.105	14.46225	0.124427	0.182384	0.260443	0.224315	0.146829	0.101191	0.10997	0.148381	0.0551688	0.0311593	0.0497311	0.0269699	0.0589729	0.206376	0.266399	0.136201	0.0469644	0.309082	0.0349778	0.290753	0.25635	0.152005	0.300892	1.519942
1684	0	-4274.564	-4289.952	15.38716	0.106244	0.19606	0.245802	0.189326	0.130035	0.120968	0.103688	0.102238	0.0578459	0.0319668	0.056782	0.0339939	0.0525005	0.217623	0.288086	0.130116	0.0329659	0.309656	0.021553	0.296271	0.280242	0.143736	0.27975	1.427451
1685	0	-4271.086	-4287.111	16.02496	0.104558	0.179751	0.203695	0.183261	0.123842	0.136946	0.098358	0.102238	0.0755295	0.0297255	0.0360004	0.0256241	0.064141	0.208445	0.273202	0.141595	0.0294821	0.312184	0.0350923	0.256466	0.267042	0.167315	0.309177	1.363671
1686	0	-4272.681	-4288.603	15.92145	0.105346	0.177058	0.238572	0.214325	0.111889	0.10449	0.0969851	0.0941686	0.0504403	0.0309247	0.0299013	0.0597654	0.0601572	0.243154	0.248067	0.136003	0.0300308	0.300431	0.0423137	0.269939	0.274684	0.160749	0.294629	1.374023
1687	0	-4272.928	-4287.693	14.76507	0.0856598	0.214153	0.228343	0.177288	0.129968	0.130101	0.112201	0.146692	0.10922	0.0218864	0.0340265	0.0597654	0.0403566	0.206515	0.268255	0.123519	0.0670861	0.304066	0.0305587	0.280337	0.275854	0.162209	0.281601	1.48966
1688	0	-4277.406	-4292.737	15.33159	0.137864	0.169307	0.262467	0.152596	0.154739	0.0985075	0.0704546	0.129579	0.0574087	0.0346885	0.0562798	0.033255	0.0758617	0.181936	0.256132	0.134008	0.0794403	0.322022	0.0264612	0.280015	0.274652	0.178265	0.267068	1.433009
1689	0	-4272.252	-4287.223	14.97096	0.118757	0.181475	0.265116	0.174587	0.129644	0.123271	0.0794059	0.146575	0.0526174	0.0454672	0.0450898	0.0336011	0.0734655	0.183212	0.249982	0.131173	0.0490817	0.349659	0.0368915	0.274493	0.268591	0.172618	0.284297	1.469071
1690	0	-4271.083	-4286.021	14.93858	0.118757	0.198181	0.225486	0.216113	0.126395	0.0963553	0.0793218	0.156766	0.0701043	0.0741068	0.0203471	0.0371228	0.0532514	0.186651	0.250628	0.130144	0.0702338	0.314522	0.0478213	0.281612	0.28318	0.158827	0.276381	1.472309
1691	0	-4267.976	-4282.408	14.43169	0.117834	0.210059	0.238313	0.212946	0.146382	0.103893	0.103997	0.12842	0.0649353	0.0690866	0.0284286	0.0204491	0.0782535	0.209488	0.272247	0.134148	0.0450491	0.299519	0.039549	0.266918	0.281517	0.157797	0.293769	1.522998
1692	0	-4273.209	-4289.173	15.96378	0.133368	0.180673	0.203601	0.180027	0.124758	0.109156	0.111046	0.0952903	0.0518508	0.0559167	0.0278124	0.0254181	0.0708725	0.21053	0.298458	0.146446	0.0471394	0.27308	0.0243471	0.262399	0.282024	0.16464	0.290937	1.369789
1693	0	-4272.501	-4287.084	14.58306	0.132988	0.167668	0.228986	0.235638	0.136276	0.113443	0.102148	0.162751	0.0738322	0.0365697	0.0474637	0.0254297	0.0446688	0.21815	0.23656	0.159025	0.0620281	0.300437	0.0237999	0.276888	0.274587	0.17947	0.269056	1.507862
1694	0	-4266.523	-4282.132	15.6087	0.131761	0.174635	0.200353	0.204426	0.141511	0.0936265	0.095528	0.132699	0.0659551	0.0398372	0.0472061	0.0249568	0.0528037	0.194229	0.264703	0.134282	0.0576101	0.317049	0.0321272	0.28495	0.266037	0.159665	0.289348	1.405297
1695	0	-4272.983	-4288.474	15.49024	0.0889149	0.18116	0.242256	0.186432	0.136018	0.13806	0.0731378	0.159635	0.0494799	0.0369505	0.0456668	0.0209131	0.0585199	0.179163	0.239332	0.150553	0.0463683	0.355985	0.0285979	0.296787	0.260441	0.163325	0.279447	1.417144
1696	0	-4273.447	-4287.725	14.27826	0.127357	0.213491	0.223561	0.236808	0.154952	0.110411	0.0905077	0.115039	0.0792939	0.037273	0.0452424	0.0259449	0.078462	0.231816	0.219393	0.128414	0.0447091	0.343303	0.0323648	0.268344	0.268102	0.198909	0.264645	1.538342
1697	0	-4270.467	-4286.105	15.63872	0.107185	0.200435	0.218916	0.175103	0.142823	0.136384	0.0787387	0.110823	0.05338	0.0176494	0.0622644	0.0390119	0.059581	0.214876	0.241072	0.140996	0.0539217	0.318215	0.0309192	0.255937	0.268395	0.195485	0.280184	1.402296
1698	0	-4272.773	-4287.83	15.05748	0.107185	0.177566	0.241059	0.189973	0.147535	0.139302	0.107836	0.124156	0.0535812	0.0107039	0.0715822	0.01989	0.0700498	0.215399	0.258429	0.122143	0.0604319	0.312599	0.0309968	0.244219	0.278101	0.180075	0.297605	1.46042
1699	0	-4271.815	-4286.527	14.71216	0.131643	0.201207	0.189387	0.220825	0.147535	0.132553	0.100601	0.139634	0.0852951	0.0274361	0.0467421	0.0237264	0.0483651	0.17477	0.229743	0.144085	0.0516525	0.34915	0.0506005	0.273987	0.270811	0.16548	0.289722	1.494951
1700	0	-4274.581	-4289.329	14.74771	0.118174	0.202018	0.228455	0.196155	0.127765	0.114047	0.100601	0.1263	0.0720712	0.0332122	0.0634165	0.0391029	0.0700786	0.209239	0.24936	0.145149	0.0363338	0.293996	0.0659218	0.240183	0.303071	0.168427	0.288318	1.491396
1701	0	-4273.311	-4288.621	15.30994	0.104336	0.171026	0.211866	0.203488	0.157294	0.121109	0.103704	0.138468	0.0555788	0.016817	0.0556891	0.0371872	0.0586096	0.220972	0.252884	0.171994	0.0354615	0.295649	0.0230384	0.255071	0.296639	0.176677	0.271613	1.435173
1702	0	-4274.272	-4289.044	14.77199	0.135017	0.16848	0.253382	0.203488	0.162817	0.149062	0.082274	0.0896113	0.0726445	0.0320024	0.031382	0.0343705	0.0744377	0.201245	0.240867	0.150081	0.0676289	0.312635	0.0275416	0.279565	0.282535	0.161084	0.276815	1.488968
1703	0	-4266.661	-4281.18	14.51866	0.105614	0.199265	0.230466	0.24817	0.144561	0.122084	0.0899338	0.123273	0.0671657	0.0233378	0.047256	0.0368929	0.0762816	0.199462	0.235227	0.140713	0.0545333	0.341861	0.0282036	0.285974	0.272206	0.171567	0.270254	1.514301
1704	0	-4269.511	-4285.107	15.59656	0.117641	0.195506	0.194929	0.196472	0.148909	0.106177	0.0749665	0.143136	0.0644884	0.0317192	0.0294793	0.0441799	0.0589078	0.213762	0.216452	0.144689	0.053239	0.321955	0.0499041	0.283714	0.266658	0.173797	0.27583	1.406511
1705	0	-4272.356	-4287.839	15.4836	0.108129	0.209543	0.232254	0.175271	0.119147	0.111371	0.0825351	0.131722	0.0960481	0.0337842	0.0469422	0.0136138	0.057447	0.210637	0.222567	0.133201	0.0581831	0.317185	0.0582261	0.266917	0.280177	0.174538	0.278368	1.417807
1706	0	-4268.968	-4283.694	14.72621	0.104666	0.21043	0.244667	0.21575	0.13718	0.135918	0.101035	0.131722	0.0782956	0.0370822	0.0466154	0.00599551	0.044188	0.205655	0.240092	0.132983	0.0456057	0.342122	0.0335433	0.26721	0.280072	0.174044	0.278673	1.493546
1707	0	-4273.784	-4289.76	15.97646	0.123177	0.176817	0.218027	0.154879	0.141126	0.106527	0.0985273	0.134826	0.0821184	0.0160719	0.0505884	0.00620354	0.0596316	0.204475	0.228861	0.141883	0.0575584	0.326296	0.0409273	0.262126	0.261466	0.190811	0.285597	1.368522
1708	0	-4276.42	-4291.564	15.14437	0.0907105	0.203997	0.233678	0.182347	0.138405	0.127168	0.0948504	0.132771	0.0683659	0.012751	0.0560275	0.0392895	0.0713696	0.173894	0.247229	0.145764	0.0792437	0.317426	0.0364431	0.270606	0.273114	0.181073	0.275207	1.45173
1709	0	-4273.917	-4288.932	15.01469	0.102243	0.191702	0.229799	0.185755	0.150353	0.101367	0.0941331	0.128069	0.0854772	0.0130663	0.0783757	0.0281446	0.076213	0.18977	0.267948	0.11994	0.081583	0.323726	0.017033	0.302588	0.256114	0.15374	0.287558	1.464698
1710	0	-4276.84	-4292.048	15.2077	0.0972541	0.154268	0.283941	0.196009	0.139798	0.112661	0.0958868	0.0993499	0.0686167	0.0399066	0.0477468	0.0231244	0.0868343	0.216912	0.235393	0.113392	0.0469676	0.366363	0.0209709	0.279629	0.260673	0.168474	0.291224	1.445397
1711	0	-4278.937	-4294.826	15.88847	0.128801	0.160622	0.171388	0.202049	0.158501	0.117942	0.0598983	0.133085	0.0581644	0.0413498	0.0538569	0.0204436	0.0712187	0.235181	0.230053	0.128677	0.0726757	0.319788	0.0136257	0.280712	0.261609	0.172517	0.285162	1.37732
1712	0	-4273.721	-4289.226	15.5047	0.100972	0.210026	0.191141	0.19661	0.140566	0.122966	0.0839296	0.160573	0.0461562	0.0350355	0.0432174	0.0343329	0.0501713	0.199045	0.292858	0.12104	0.051575	0.27757	0.0579121	0.286332	0.277871	0.150845	0.284952	1.415697
1713	0	-4274.966	-4290.011	15.04476	0.137835	0.207871	0.249176	0.182555	0.110853	0.115707	0.0861577	0.11415	0.0763601	0.0172255	0.0486222	0.0429968	0.0721814	0.184704	0.253598	0.108237	0.087409	0.317651	0.0484001	0.287258	0.272495	0.158437	0.28181	1.461692
1714	0	-4268.228	-4283.567	15.33943	0.104656	0.183612	0.228439	0.198082	0.130291	0.125217	0.0945567	0.152997	0.0644641	0.0202891	0.0503519	0.0429968	0.0362727	0.185563	0.247538	0.132071	0.0687828	0.324066	0.0419791	0.285429	0.272395	0.17362	0.268556	1.432224
1715	0	-4271.014	-4285.93	14.91579	0.115765	0.204042	0.233739	0.183186	0.130291	0.128583	0.0949989	0.146809	0.0850629	0.0159084	0.0409061	0.0467708	0.048526	0.194904	0.294942	0.14914	0.0350365	0.294846	0.0311326	0.276689	0.28941	0.169867	0.264035	1.474588
1716	0	-4274.575	-4290.37	15.79516	0.115801	0.159442	0.22954	0.173368	0.173139	0.0826275	0.111309	0.123286	0.0723068	0.0102544	0.0565103	0.0324031	0.046664	0.172246	0.256226	0.128753	0.0533174	0.35544	0.0340181	0.287974	0.276464	0.156312	0.27925	1.386651
1717	0	-4277.125	-4292.231	15.10597	0.116969	0.158107	0.232472	0.187232	0.173139	0.0826275	0.0962809	0.107378	0.103184	0.0399698	0.0600572	0.0307932	0.0673616	0.228783	0.253529	0.124436	0.0386445	0.304175	0.050433	0.285488	0.274468	0.162218	0.277827	1.45557
1718	0	-4275.17	-4289.807	14.63686	0.131468	0.212428	0.233181	0.191392	0.118201	0.10521	0.0917985	0.110666	0.110534	0.0405749	0.0372303	0.034163	0.0856338	0.208073	0.288618	0.123466	0.0491828	0.290491	0.0401685	0.283066	0.284364	0.143846	0.288724	1.502481
1719	0	-4269.316	-4284.97	15.65367	0.101968	0.183633	0.21015	0.168025	0.155857	0.110442	0.0840649	0.127256	0.0635932	0.0134306	0.0625561	0.0520901	0.0677335	0.210191	0.241728	0.144735	0.0452243	0.323566	0.034556	0.272093	0.276925	0.179844	0.271138	1.4008
1720	0	-4277.673	-4292.804	15.13144	0.110528	0.149231	0.233735	0.21545	0.131373	0.14884	0.0976512	0.118008	0.0763049	0.00764218	0.0296659	0.0405409	0.094051	0.218067	0.231768	0.139621	0.0664976	0.323348	0.0206984	0.26631	0.295128	0.152803	0.285759	1.453023
1721	0	-4274.084	-4288.819	14.73464	0.121979	0.215159	0.187064	0.203634	0.160745	0.0897526	0.107558	0.12193	0.0783568	0.0110922	0.0396745	0.074602	0.0811552	0.191972	0.243088	0.147095	0.0497294	0.346204	0.0219108	0.275302	0.287217	0.180951	0.25653	1.492703
