Iteration	Posterior	Likelihood	Prior	alpha	bls[1]	bls[2]	bls[3]	bls[4]	bls[5]	bls[6]	bls[7]	bls[8]	bls[9]	bls[10]	bls[11]	bls[12]	bls[13]	bls_prop[1]	bls_prop[2]	bls_prop[3]	bls_prop[4]	bls_prop[5]	bls_prop[6]	bls_prop[7]	bls_prop[8]	bls_prop[9]	bls_prop[10]	bls_prop[11]	bls_prop[12]	bls_prop[13]	pi[1]	pi[2]	pi[3]	pi[4]	rho[1]	rho[2]	rho[3]	rho[4]	rho[5]	rho[6]	sr[1]	sr[2]	sr[3]	sr[4]	TL
510	-4072.474	-4077.785	5.311247	0.1430071	0.84918	8.40376	6.88859	3.94294	1.59004	0.593667	1.04996	1.57736	0.126467	0.1678	2.99124	0.0357908	1.79989	0.0282903	0.279969	0.229492	0.131358	0.0529718	0.0197779	0.0349792	0.0525494	0.00421322	0.00559023	0.0996527	0.00119236	0.059963	0.372496	0.290729	0.106746	0.230029	0.0114768	0.172739	0.0367688	0.0032809	0.694119	0.0816164	3.38149e-05	0.00859857	0.220645	3.77072	30.01669
520	-4073.649	-4078.265	4.616033	0.1368592	1.10953	6.67276	5.12098	3.11666	1.70299	1.02426	0.492824	2.16517	0.278047	0.579231	3.36495	0.119692	2.06414	0.0398951	0.23993	0.184133	0.112065	0.0612339	0.0368291	0.0177203	0.0778524	0.00999764	0.0208272	0.120993	0.00430373	0.0742198	0.370579	0.289232	0.111344	0.228845	0.0119501	0.179884	0.0382852	0.00587233	0.679026	0.0849824	2.18976e-05	0.00692489	0.201932	3.79112	27.81124
530	-4071.798	-4076.066	4.267914	0.137716	0.538387	7.47211	4.98735	3.53462	1.92354	0.568524	0.342612	1.88495	0.547219	0.355143	3.75464	0.0401839	0.83697	0.0200994	0.278953	0.186191	0.131957	0.0718106	0.0212245	0.0127906	0.07037	0.0204291	0.0132584	0.14017	0.00150017	0.0312463	0.347239	0.317769	0.122329	0.212663	0.012224	0.169762	0.0391627	0.0254029	0.694589	0.0588598	2.33189e-05	0.00714532	0.204541	3.78829	26.78625
540	-4072.291	-4075.857	3.566203	0.1501801	0.611169	5.435	4.6102	3.05643	1.20112	1.16823	0.619589	2.16964	0.302171	0.55881	3.01581	1.3785	0.736485	0.0245813	0.218596	0.185423	0.12293	0.0483092	0.0469865	0.02492	0.0872633	0.0121534	0.0224754	0.121296	0.0554434	0.0296216	0.373167	0.299063	0.113439	0.21433	0.0128433	0.150508	0.0411468	0.0266898	0.729779	0.0390324	5.36685e-05	0.0108221	0.24237	3.74675	24.86315
550	-4071.167	-4073.477	2.310171	0.1481293	0.42974	4.74518	4.66497	2.14159	1.23698	0.535778	0.756368	2.02278	0.115976	0.389224	3.40342	0.656001	0.736162	0.019682	0.217328	0.213654	0.0980844	0.0566536	0.0245385	0.0346415	0.0926427	0.00531165	0.0178264	0.155876	0.0300447	0.033716	0.372458	0.292157	0.11082	0.224565	0.00764584	0.213968	0.0443982	0.0287989	0.66274	0.042449	4.72447e-05	0.0101567	0.236176	3.75362	21.83417
560	-4070.488	-4071.701	1.213047	0.1609996	0.790109	4.76777	3.54747	2.50381	1.43944	0.431165	0.413499	1.12403	0.235622	0.542405	2.01058	0.981373	0.763646	0.0404129	0.243864	0.181448	0.128066	0.0736252	0.0220534	0.0211499	0.0574923	0.0120517	0.0277432	0.102838	0.0501958	0.0390594	0.37036	0.290512	0.115827	0.223301	0.00774909	0.216858	0.0449978	0.0291878	0.67169	0.029518	9.96396e-05	0.014723	0.274698	3.71048	19.55091
570	-4070.255	-4073.537	3.282307	0.1522176	0.378602	5.34774	6.51252	2.78391	1.98647	0.564295	0.704599	1.22643	0.300063	0.592746	1.99476	0.326336	1.41645	0.0156869	0.221577	0.269838	0.115348	0.0823068	0.0233808	0.0291941	0.0508157	0.0124327	0.0245597	0.0826503	0.0135213	0.058689	0.375213	0.294318	0.104243	0.226227	0.00805989	0.189288	0.0468026	0.0303585	0.69863	0.0268606	6.07086e-05	0.0115068	0.248505	3.73993	24.13494
580	-4071.606	-4076.629	5.02314	0.1448849	0.737503	7.5409	7.83645	2.91339	1.88485	0.299345	0.582264	1.64017	0.289931	0.884661	3.47382	0.362603	0.629822	0.0253649	0.259354	0.269519	0.1002	0.0648254	0.0102954	0.0200258	0.0564104	0.00997158	0.0304261	0.119475	0.012471	0.0216614	0.375213	0.294318	0.104243	0.226227	0.00792813	0.214754	0.0439423	0.0509806	0.655934	0.026461	3.8331e-05	0.00915251	0.226348	3.76446	29.0757
590	-4072.842	-4080.732	7.890562	0.1438684	0.699007	12.39	8.42056	4.1185	2.46436	1.41673	0.997217	1.774	0.191026	0.745579	5.25953	0.313109	1.87937	0.0171877	0.304654	0.207051	0.101269	0.0605956	0.0348356	0.0245203	0.0436205	0.00469709	0.0183329	0.129325	0.00769895	0.0462114	0.368633	0.306694	0.102414	0.222259	0.00554155	0.101901	0.0288347	0.0344887	0.810738	0.0184955	3.58309e-05	0.00885018	0.223262	3.76785	40.66897
600	-4075.839	-4085.565	9.725493	0.1254111	0.913426	12.2898	10.0476	8.26873	3.1166	0.828274	0.838533	4.41184	0.54532	1.65995	3.3323	2.93025	2.96061	0.0175176	0.235693	0.192693	0.158577	0.0597699	0.0158846	0.0160813	0.0846099	0.0104581	0.0318345	0.0639065	0.0561961	0.0567784	0.368363	0.305213	0.118878	0.207546	0.00311565	0.102674	0.0290535	0.029631	0.81689	0.0186358	8.70135e-06	0.00437121	0.16716	3.82846	52.14329
610	-4071.67	-4080.639	8.969229	0.1342997	1.01226	12.0761	11.1734	5.84247	3.30382	2.20152	0.774247	2.66382	0.161957	0.694153	4.82937	0.368981	1.74122	0.0216096	0.257797	0.238527	0.124724	0.0705294	0.0469977	0.0165285	0.0568666	0.00345744	0.0148186	0.103096	0.00787694	0.0371711	0.371787	0.30805	0.110688	0.209475	0.00306858	0.108524	0.0286146	0.0291834	0.804548	0.0260615	1.80604e-05	0.00629094	0.194136	3.79956	46.84322
620	-4075.424	-4082.575	7.150724	0.1312109	1.14416	10.6541	8.89473	3.74892	2.72669	1.21518	0.385082	2.609	0.29396	0.745846	2.929	0.538125	1.23955	0.0308196	0.286985	0.239593	0.100983	0.0734474	0.0327327	0.0103728	0.0702772	0.00791826	0.0200905	0.078897	0.0144952	0.0333891	0.351507	0.291246	0.103621	0.253626	0.00809727	0.169397	0.0407738	0.0265338	0.731503	0.0236954	1.4171e-05	0.0055746	0.184737	3.80967	37.12438
630	-4079.775	-4088.146	8.371112	0.1193338	0.861752	14.9473	12.293	3.1579	1.58302	0.898189	0.0885427	3.45773	0.426895	0.719584	3.05256	0.689623	1.0754	0.0199242	0.345591	0.284221	0.0730124	0.0366004	0.0207666	0.00204716	0.0799447	0.00987005	0.0166372	0.0705769	0.0159445	0.0248638	0.340535	0.298724	0.106282	0.254459	0.00784987	0.164221	0.0395279	0.0257231	0.750048	0.0126302	4.96037e-06	0.00330262	0.14893	3.84776	43.25152
640	-4082.517	-4089.688	7.17143	0.1342799	0.858937	6.78983	9.09776	5.17847	4.27734	1.00251	0.649518	3.80965	0.419546	0.553793	3.28145	0.62253	0.67596	0.023079	0.182438	0.24445	0.139142	0.114929	0.0269367	0.017452	0.102362	0.0112729	0.01488	0.0881699	0.0167269	0.0181625	0.342764	0.300679	0.100433	0.256124	0.00784432	0.164105	0.0395	0.0257049	0.749518	0.0133273	1.8033e-05	0.00628618	0.194075	3.79962	37.2173
650	-4079.33	-4086.776	7.446807	0.1228372	0.770256	9.46855	9.41561	5.52684	2.21425	1.28951	0.848267	1.39046	0.447958	0.308584	4.24312	1.03689	1.52568	0.0200139	0.246026	0.24465	0.143607	0.057534	0.0335061	0.0220409	0.0361291	0.0116395	0.00801808	0.110251	0.026942	0.0396426	0.385974	0.280888	0.0938229	0.239315	0.00780099	0.163198	0.0253073	0.045062	0.745378	0.0132537	6.90512e-06	0.00389511	0.159409	3.83669	38.48599
660	-4076.423	-4084.312	7.889041	0.1285173	0.714374	12.7505	6.63917	5.66215	1.85554	1.42501	1.31971	2.30879	0.901788	0.645443	2.60933	1.00143	2.82797	0.0175689	0.313578	0.16328	0.139252	0.0456341	0.0350459	0.0324564	0.0567813	0.0221781	0.0158737	0.0641726	0.0246286	0.0695497	0.38945	0.293654	0.110331	0.206565	0.00437134	0.163355	0.0278111	0.0451052	0.746091	0.0132664	1.13608e-05	0.00499295	0.176558	3.81844	40.66117
670	-4074.573	-4078.096	3.523092	0.143146	0.400184	7.77576	4.35488	3.08913	1.63197	0.97771	0.31435	2.5677	0.550409	0.427085	1.52388	0.350533	0.787216	0.0161685	0.314162	0.175949	0.124809	0.0659362	0.0395021	0.0127006	0.103742	0.022238	0.0172554	0.0615689	0.0141625	0.0318057	0.363646	0.30621	0.114746	0.215397	0.00379775	0.153834	0.0460034	0.026925	0.688026	0.0814131	3.41337e-05	0.00863886	0.221067	3.77026	24.75081
680	-4071.493	-4074.316	2.822841	0.146222	0.619319	4.95592	5.58226	2.18325	1.71175	0.907782	0.251432	1.73087	0.349711	0.484939	2.56153	0.32625	1.34692	0.026913	0.215363	0.242581	0.0948748	0.0743855	0.0394483	0.0109262	0.0752161	0.0151969	0.0210734	0.111313	0.0141774	0.0585314	0.376797	0.300657	0.112665	0.20988	0.00849083	0.157265	0.0496009	0.0229163	0.703367	0.05836	4.18275e-05	0.00955913	0.230403	3.76	23.01194
690	-4072	-4076.3	4.2995	0.1476628	0.559306	6.54354	7.70668	2.56849	2.22094	1.28265	0.14345	1.59575	0.292721	0.487963	1.64529	0.551128	1.27932	0.0208097	0.24346	0.286736	0.0955639	0.0826327	0.0477225	0.00533724	0.0593717	0.010891	0.0181553	0.0612152	0.0205054	0.0475987	0.372009	0.296836	0.111233	0.219922	0.00799194	0.148024	0.0292423	0.0215698	0.738241	0.054931	4.58716e-05	0.0100086	0.234765	3.75518	26.87721
700	-4074.618	-4078.9	4.281629	0.1439236	0.920736	7.45246	5.65368	2.47639	1.55863	0.731083	0.17585	1.95449	0.723748	0.366691	1.91693	1.26653	1.62849	0.0343229	0.277811	0.210756	0.0923141	0.0581019	0.0272531	0.00655527	0.0728587	0.0269797	0.0136694	0.0714588	0.0472133	0.0607062	0.372009	0.296836	0.111233	0.219922	0.0258642	0.146912	0.0290226	0.0109884	0.732694	0.0545183	3.59631e-05	0.00886643	0.223429	3.76767	26.8257
710	-4080.724	-4086.047	5.322958	0.1382585	0.982146	8.39935	5.66233	4.03381	2.52703	0.705885	1.05328	1.03171	0.492393	0.174905	3.08935	0.938154	0.965452	0.0326774	0.279459	0.188394	0.134211	0.0840779	0.0234858	0.0350442	0.0343265	0.0163826	0.00581936	0.102787	0.0312138	0.032122	0.378108	0.287347	0.111017	0.223528	0.021933	0.14433	0.04123	0.019128	0.719818	0.0535602	2.42563e-05	0.00728703	0.206194	3.78649	30.05578
720	-4078.75	-4084.733	5.983117	0.1278122	0.734311	11.1298	5.88504	4.58009	1.1154	1.12706	0.782469	1.94834	0.127317	0.155369	2.33222	0.721138	1.73688	0.0226811	0.343772	0.181775	0.141468	0.034452	0.0348124	0.0241687	0.0601797	0.00393253	0.004799	0.0720369	0.0222743	0.0536481	0.357943	0.307272	0.108445	0.22634	0.0209784	0.284399	0.0356486	0.0165386	0.595685	0.0467512	1.07056e-05	0.00484724	0.174421	3.82072	32.37538
730	-4075	-4077.869	2.868894	0.1575481	0.719597	7.26742	3.40136	2.74395	1.62922	1.11317	0.774678	1.12109	0.0838926	0.211485	2.38069	0.289544	1.38543	0.0311224	0.314314	0.147108	0.118675	0.0704634	0.0481445	0.0335046	0.048487	0.00362833	0.00914667	0.102964	0.0125227	0.0599197	0.359175	0.30618	0.108059	0.226586	0.0124619	0.285582	0.0365273	0.0166074	0.598163	0.0506583	8.25524e-05	0.013408	0.264457	3.72205	23.12153
740	-4072.313	-4073.213	0.9005237	0.1695547	0.567405	4.55635	3.7707	2.96066	1.13398	0.944806	0.669177	1.44646	0.0391492	0.335618	1.59627	0.0510256	0.88215	0.0299363	0.240393	0.198942	0.156204	0.059829	0.049848	0.0353058	0.076315	0.00206551	0.0177072	0.084219	0.00269211	0.0465423	0.35905	0.306074	0.108368	0.226508	0.0124619	0.285582	0.0365273	0.0166074	0.598163	0.0506583	0.000153664	0.0182599	0.299725	3.68186	18.95375
750	-4069.633	-4071.389	1.756017	0.1609822	0.443052	6.16679	4.59936	1.87912	1.45283	0.743325	0.49632	1.02175	0.0625495	0.31756	2.68186	0.0842201	0.694096	0.0214627	0.298738	0.222807	0.09103	0.0703796	0.0360089	0.0240432	0.0494967	0.00303008	0.0153835	0.129917	0.00407987	0.033624	0.354467	0.320687	0.10123	0.223616	0.0121307	0.277993	0.0355566	0.0195731	0.582267	0.0724797	9.95469e-05	0.0147162	0.274646	3.71054	20.64285
760	-4073.415	-4075.506	2.091213	0.1595176	0.517449	5.59489	4.33187	2.57254	1.60857	0.825832	0.581053	0.950311	0.0908028	0.363314	2.05803	0.208616	1.65045	0.0242323	0.26201	0.202863	0.120473	0.0753296	0.0386739	0.0272108	0.0445033	0.00425232	0.0170141	0.0963779	0.00976952	0.077291	0.370091	0.323832	0.105692	0.200385	0.0129673	0.278378	0.0356059	0.0196002	0.592338	0.0611104	9.19993e-05	0.0141503	0.27031	3.71545	21.35372
770	-4067.266	-4070.722	3.45593	0.1524601	0.670061	7.49745	4.77016	2.62744	1.47843	0.894285	0.611146	1.37349	0.096458	0.267978	3.03543	0.224865	1.02986	0.0272637	0.305059	0.19409	0.106906	0.0601549	0.036387	0.0248665	0.0558851	0.00392472	0.0109036	0.123507	0.00914939	0.0419033	0.361557	0.316364	0.103255	0.218824	0.0115062	0.247012	0.0315941	0.032879	0.627608	0.049401	6.15921e-05	0.0115898	0.249234	3.73911	24.57706
780	-4072.399	-4075.942	3.542992	0.1603618	0.366701	6.86864	6.10593	2.89989	1.6678	0.672437	0.212636	1.35581	0.763539	0.261747	2.40124	0.632407	0.593815	0.0147848	0.276932	0.246181	0.116919	0.0672429	0.0271116	0.00857314	0.0546642	0.0307846	0.0105532	0.0968141	0.0254976	0.0239417	0.361512	0.31674	0.107741	0.214006	0.0119097	0.250806	0.0210315	0.0560629	0.601765	0.0584247	9.62937e-05	0.014475	0.272811	3.71262	24.80259
790	-4077.382	-4078.709	1.327041	0.1778674	0.481172	4.23497	3.80329	3.28581	1.9814	0.94159	0.295003	0.822689	0.393773	0.522415	2.00467	0.340263	0.667246	0.0243332	0.214165	0.192335	0.166166	0.100201	0.0476169	0.0149185	0.0416039	0.0199134	0.0264189	0.101378	0.0172074	0.0337431	0.368156	0.31115	0.110464	0.210229	0.0141175	0.176983	0.0249303	0.0066234	0.713323	0.0640232	0.000224908	0.0220615	0.323489	3.65423	19.7743
800	-4079.483	-4081.471	1.988922	0.1496899	0.492606	5.50809	3.65375	1.57777	1.27348	0.93418	0.249191	2.44151	0.871811	0.728503	2.61509	0.333048	0.45466	0.0233091	0.260631	0.172888	0.0746565	0.0602581	0.0442034	0.0117912	0.115527	0.0412522	0.0344712	0.12374	0.0157591	0.0215135	0.376294	0.301474	0.110994	0.211238	0.0168739	0.175211	0.0246807	0.00655709	0.70618	0.0704971	5.20744e-05	0.0106609	0.240891	3.7484	21.13368
810	-4071.924	-4073.79	1.866024	0.153793	0.671304	5.51092	4.01198	2.06021	1.2014	0.857361	0.10069	1.34078	0.543562	0.475523	2.02655	0.365121	1.70752	0.0321615	0.264022	0.19221	0.0987023	0.0575577	0.0410752	0.00482396	0.0642355	0.0260414	0.0227818	0.09709	0.0174926	0.0818056	0.376237	0.30158	0.110977	0.211205	0.0206471	0.214391	0.0301997	0.00802335	0.672243	0.0544962	6.66291e-05	0.0120522	0.253235	3.73465	20.87294
820	-4073.806	-4074.835	1.028456	0.1615474	0.259484	6.36646	3.63879	1.96878	1.11251	0.922998	0.3643	0.733832	0.407903	0.575615	1.86147	0.371408	0.611985	0.0135179	0.331664	0.189564	0.102564	0.0579566	0.048084	0.0189784	0.0382293	0.0212499	0.0299869	0.0969743	0.0193487	0.0318816	0.348327	0.316727	0.115374	0.219573	0.016424	0.20366	0.0486104	0.00916029	0.670377	0.0517686	0.000102584	0.0149377	0.276316	3.70864	19.19554
830	-4073.281	-4078.083	4.801876	0.1500665	0.76601	7.99069	5.841	3.5939	1.64335	1.11251	0.478856	1.78338	0.34336	0.847522	2.31039	0.418664	1.2497	0.0269918	0.281567	0.205819	0.126638	0.0579066	0.0392012	0.0168734	0.0628409	0.0120989	0.029864	0.081411	0.0147524	0.0440355	0.361806	0.320862	0.111745	0.205587	0.0164748	0.20429	0.0487608	0.0060958	0.67245	0.0519287	5.3296e-05	0.0107847	0.242027	3.74713	28.37933
840	-4075.497	-4079.488	3.99041	0.1417638	0.627439	6.73708	5.65664	4.22091	1.40219	0.592406	0.667326	1.5823	0.481759	0.716731	1.35419	0.48509	1.47975	0.0241288	0.259081	0.217531	0.162319	0.0539225	0.0227815	0.0256626	0.0608487	0.0185265	0.0275626	0.0520765	0.0186546	0.056905	0.378592	0.312496	0.108686	0.200226	0.0166006	0.184443	0.0491332	0.00614235	0.677586	0.0660946	3.10648e-05	0.00824284	0.216864	3.77486	26.00381
850	-4077.247	-4078.3	1.052976	0.1642084	0.376202	3.30712	5.51721	2.37813	1.35957	0.683952	0.266435	1.22137	0.240995	0.599083	1.31487	1.06988	0.907488	0.0195508	0.171867	0.286723	0.123589	0.0706552	0.0355442	0.0138463	0.0634731	0.0125242	0.0311337	0.0683322	0.0556005	0.0471611	0.369539	0.314818	0.111054	0.204589	0.0174155	0.169737	0.051545	0.00644386	0.710846	0.0440123	0.000117843	0.0160037	0.284148	3.69973	19.2423
860	-4075.685	-4077.026	1.340724	0.1566511	0.361045	4.54672	4.00833	3.14182	1.36794	0.481173	0.542175	1.54694	0.254268	0.211201	1.92186	0.152447	1.2654	0.0182334	0.229617	0.202427	0.158667	0.0690834	0.0243	0.0273807	0.0781233	0.012841	0.010666	0.0970571	0.00769881	0.0639048	0.378352	0.298477	0.113703	0.209468	0.0207182	0.171979	0.0613201	0.00660341	0.66943	0.0699497	7.85061e-05	0.013077	0.261784	3.72506	19.80132
870	-4075.117	-4075.414	0.2970495	0.1769223	0.392643	4.39083	2.95242	2.95646	1.43335	0.866225	0.330758	1.47059	0.191321	0.412369	1.81313	0.113049	0.537568	0.0219836	0.245837	0.165302	0.165529	0.0802516	0.0484989	0.0185188	0.0823368	0.0107118	0.023088	0.101515	0.00632949	0.0300978	0.339604	0.317081	0.12079	0.222525	0.016768	0.173071	0.0496286	0.00534438	0.698575	0.0566129	0.000215765	0.0216118	0.320817	3.65736	17.86072
880	-4072.659	-4073.162	0.5031496	0.1656415	0.667954	3.70043	3.85784	2.23528	1.51387	0.640497	0.18724	1.24834	0.318294	0.247846	2.38427	0.134966	1.08862	0.0366495	0.203037	0.211673	0.122646	0.0830635	0.035143	0.0102735	0.0684942	0.0174643	0.0135989	0.130821	0.00740534	0.0597306	0.369884	0.303442	0.106577	0.220096	0.0177003	0.182694	0.052388	0.00564154	0.690552	0.0510246	0.000126745	0.0165936	0.288344	3.69494	18.22544
890	-4075.746	-4080.016	4.270269	0.1532803	0.549784	5.99785	6.07282	3.97524	2.05523	1.41591	0.684108	2.07327	0.603165	0.0446357	2.09927	0.0268962	1.19484	0.0205197	0.223859	0.226657	0.148368	0.0767075	0.0528463	0.0255331	0.0773809	0.022512	0.00166595	0.0783513	0.00100385	0.0445954	0.364707	0.310609	0.107669	0.217016	0.0198118	0.178721	0.0263257	0.0204384	0.702681	0.0520226	6.46553e-05	0.0118732	0.251697	3.73636	26.79302
900	-4074.776	-4076.977	2.200727	0.1441981	0.422996	6.33813	4.42195	1.92505	1.74213	0.907475	0.741639	1.33206	0.164964	0.164675	2.59221	0.137102	0.702013	0.0195901	0.293535	0.204792	0.0891542	0.0806825	0.0420275	0.0343472	0.061691	0.0076399	0.00762654	0.120052	0.00634954	0.0325121	0.360367	0.306913	0.116281	0.216438	0.0201768	0.158784	0.0400626	0.0123695	0.715626	0.052981	3.66271e-05	0.00894759	0.224263	3.76675	21.59239
910	-4075.826	-4078.204	2.378013	0.1355796	0.762272	5.20709	4.00952	3.07819	1.61709	0.341291	0.193489	1.87254	0.514241	0.570626	2.51654	0.52476	0.778046	0.0346713	0.23684	0.18237	0.140009	0.0735518	0.0155233	0.00880065	0.0851708	0.0233898	0.0259544	0.114463	0.0238682	0.0353887	0.351677	0.311083	0.117861	0.219378	0.018986	0.211204	0.0445216	0.0116395	0.673392	0.040257	1.99051e-05	0.00660336	0.198034	3.79534	21.9857
920	-4073.438	-4076.752	3.314678	0.1537749	0.66578	5.85584	4.72077	2.43866	2.30189	0.285678	0.520626	2.73142	0.52432	0.430394	1.98797	0.961227	0.792038	0.0274927	0.241811	0.194939	0.100702	0.0950543	0.0117968	0.0214987	0.112791	0.0216512	0.0177727	0.0820912	0.0396929	0.0327064	0.354804	0.313848	0.110019	0.221329	0.00994688	0.176278	0.0467179	0.0122137	0.70661	0.0482332	6.65588e-05	0.0120458	0.253181	3.73471	24.21661
930	-4071.575	-4076.567	4.991733	0.1492527	0.795209	7.62166	5.16636	3.73166	1.71835	0.45034	0.0666005	2.09621	1.23616	0.503474	3.49756	0.956228	1.1357	0.0274442	0.263038	0.178301	0.128787	0.0593034	0.0155421	0.00229851	0.0723441	0.0426621	0.0173758	0.120708	0.0330012	0.0391951	0.353913	0.31306	0.112325	0.220702	0.00942543	0.167037	0.0450625	0.0115734	0.721197	0.0457047	5.0684e-05	0.0105183	0.239571	3.74986	28.9755
940	-4073.439	-4080.2	6.760591	0.1333717	0.334555	9.18552	8.67973	4.26189	1.747	0.717463	0.599548	2.96054	1.5902	0.459888	3.65239	0.264607	0.980902	0.00944157	0.259227	0.244953	0.120276	0.0493025	0.0202477	0.01692	0.0835502	0.0448775	0.0129786	0.103075	0.00746756	0.0276823	0.369062	0.322553	0.105016	0.203369	0.00945985	0.167647	0.0562593	0.0126635	0.723831	0.0301394	1.68111e-05	0.00607014	0.19131	3.8026	35.43423
950	-4084.287	-4089.518	5.231601	0.1470053	0.35705	5.57508	7.06827	5.05448	2.56416	0.33152	0.674579	1.19821	0.889072	0.618658	4.73281	0.172914	0.515765	0.0120006	0.187381	0.237568	0.169884	0.0861829	0.0111426	0.022673	0.0402725	0.0298822	0.0207934	0.159072	0.00581173	0.0173351	0.37259	0.325637	0.096459	0.205313	0.00894928	0.177394	0.0532228	0.0363403	0.684764	0.039329	4.39896e-05	0.00980204	0.232775	3.75738	29.75256
960	-4071.365	-4075.453	4.087148	0.1570418	0.791276	8.81718	5.2017	2.81449	1.78543	0.44926	0.480349	1.53882	1.15624	0.387573	1.49983	0.696443	0.654612	0.0301172	0.335596	0.197985	0.107124	0.0679562	0.0170995	0.0182828	0.0585701	0.0440085	0.0147517	0.0570858	0.0265077	0.0249156	0.34743	0.306639	0.122267	0.223665	0.00741628	0.227621	0.0441058	0.0266825	0.659596	0.0345786	8.02491e-05	0.0132206	0.262949	3.72375	26.2732
970	-4068.608	-4071.12	2.511477	0.1599651	0.473485	5.00554	5.6059	2.19554	1.74381	0.715175	0.790932	1.52632	0.401734	0.167519	2.70757	0.564109	0.38996	0.0212443	0.224588	0.251525	0.0985097	0.0782414	0.0320885	0.0354875	0.068483	0.018025	0.00751624	0.121483	0.0253105	0.0174967	0.353758	0.312225	0.111445	0.222573	0.00932646	0.228692	0.0330174	0.0315244	0.662699	0.0347413	9.42573e-05	0.014322	0.271636	3.71395	22.28759
980	-4074.836	-4078.489	3.652957	0.1674476	0.110853	6.377	5.91797	2.48779	1.37535	1.00916	1.12649	1.48485	1.58476	0.343635	2.99632	0.20489	0.072117	0.00441801	0.254153	0.235859	0.0991501	0.054814	0.0402197	0.044896	0.059178	0.0631599	0.0136955	0.119417	0.00816583	0.0028742	0.353758	0.312225	0.111445	0.222573	0.00800157	0.17055	0.0326648	0.0256119	0.734946	0.0282254	0.000138682	0.0173526	0.293612	3.6889	25.09119
990	-4072.508	-4080.669	8.160617	0.1360454	0.179321	8.87822	10.3416	4.5319	3.12015	1.69708	1.337	3.21998	2.92345	1.12503	3.73281	0.875843	0.127743	0.0042604	0.210934	0.245701	0.107671	0.0741302	0.0403201	0.0317652	0.0765021	0.0694569	0.0267291	0.0886862	0.0208088	0.00303498	0.358598	0.302815	0.112969	0.225618	0.0058527	0.165968	0.0263932	0.0249238	0.749395	0.0274671	2.06128e-05	0.00671933	0.199453	3.79381	42.09011
1000	-4080.366	-4085.839	5.472921	0.1243934	0.129757	7.16517	7.48319	3.79669	1.9674	1.07521	0.889531	1.2478	2.68306	0.251477	2.65826	0.66835	0.546658	0.00424562	0.234443	0.244848	0.124227	0.0643728	0.0351806	0.0291053	0.0408277	0.087789	0.00822829	0.0869776	0.0218683	0.0178865	0.349601	0.305187	0.110135	0.235077	0.00593526	0.16831	0.0267655	0.0252753	0.74671	0.0270042	7.95029e-06	0.00417878	0.164091	3.83172	30.56254
1010	-4074.695	-4083.656	8.96091	0.1359698	0.287974	13.2655	10.697	7.8025	1.92512	1.32439	1.38053	0.424998	1.79263	0.474918	6.76243	0.414733	0.237269	0.00615461	0.283511	0.228618	0.166756	0.0411438	0.028305	0.0295048	0.0090831	0.0383123	0.01015	0.144527	0.0088637	0.00507093	0.370155	0.295542	0.106655	0.227648	0.00313616	0.146967	0.034794	0.0300587	0.751162	0.033882	2.04965e-05	0.00670042	0.199222	3.79406	46.79001
1020	-4080.735	-4088.32	7.585016	0.1356111	0.179971	6.89245	12.0335	4.40723	3.26181	1.04424	1.08839	0.586289	3.08073	0.32425	3.09574	3.02243	0.129731	0.00459733	0.176067	0.307395	0.112582	0.0833227	0.0266751	0.0278027	0.0149767	0.0786968	0.00828292	0.0790802	0.0772075	0.00331396	0.359557	0.303416	0.106507	0.230519	0.00315442	0.147823	0.0349966	0.0244124	0.755535	0.0340792	1.99522e-05	0.00661116	0.19813	3.79524	39.14678
1030	-4068.667	-4076.8	8.133652	0.1402572	1.10009	9.15769	10.545	5.56856	2.8644	1.36443	0.543034	3.71542	0.740499	0.37305	3.49404	1.62738	0.851178	0.026227	0.218327	0.251403	0.132759	0.0682898	0.0325292	0.0129464	0.0885788	0.0176541	0.00889384	0.0833008	0.0387982	0.0202928	0.357518	0.308205	0.108188	0.226089	0.00319768	0.14985	0.0354765	0.0247472	0.765896	0.020833	2.79736e-05	0.00782351	0.21228	3.77987	41.94482
1040	-4074.491	-4082.052	7.561126	0.1297327	0.473781	9.40231	9.42614	6.43887	1.74077	1.02966	0.0712242	1.90507	1.7843	0.789371	2.78184	1.69413	1.49391	0.0121385	0.240891	0.241502	0.164966	0.0445992	0.0263804	0.00182479	0.0488086	0.0457145	0.020224	0.0712718	0.0434042	0.0382747	0.347323	0.308334	0.118158	0.226184	0.00704475	0.158344	0.0297505	0.0245454	0.759652	0.0206632	1.25666e-05	0.00525049	0.180246	3.81449	39.03137
1050	-4072.598	-4082.084	9.485823	0.1258641	0.441106	15.3906	10.8222	6.43282	2.00771	1.64163	1.33559	3.91125	0.53826	0.752197	4.2073	0.917125	1.95918	0.00875957	0.30563	0.21491	0.127744	0.0398695	0.0325998	0.0265224	0.0776704	0.0106889	0.0149373	0.0835495	0.0182125	0.0389058	0.353465	0.306972	0.109379	0.230184	0.00621562	0.251744	0.026249	0.0216565	0.670245	0.0238893	9.05392e-06	0.00445865	0.168528	3.827	50.35698
