Iteration	Posterior	Likelihood	Prior	branchG[1]	branchG[2]	branchG[3]	branchG[4]	branchG[5]	branchG[6]	branchG[7]	branchG[8]	branchG[9]	branchG[10]	branchG[11]	branchG[12]	branchG[13]	branchG[14]	branchG[15]	branchG[16]	branchG[17]	branchG[18]	branchG[19]	branchG[20]	branchG[21]	branchG[22]	branchG[23]	branchG[24]	branchG[25]	branchG[26]	branchG[27]	branchG[28]	branchG[29]	branchG[30]	branchG[31]	branchG[32]	branchG[33]	branchG[34]	branchG[35]	branchG[36]	branchG[37]	branchG[38]	branchG[39]	branchG[40]	branchG[41]	branchG[42]	branchG[43]	branchG[44]	branchG[45]	branchG[46]	branchG[47]	branchG[48]	branchG[49]	branchG[50]	branchG[51]	branchG[52]	branchG[53]	branchG[54]	branchG[55]	branchG[56]	branchG[57]	branchG[58]	branchG[59]	branchG[60]	branchG[61]	branchG[62]	branchG[63]	branchG[64]	branchG[65]	branchG[66]	branchG[67]	branchG[68]	branchG[69]	branchG[70]	branchG[71]	branchG[72]	branchG[73]	branchG[74]	branchG[75]	branchG[76]	branchG[77]	branchG[78]	gamma	kappa	meanG	nodelogG[1]	nodelogG[2]	nodelogG[3]	nodelogG[4]	nodelogG[5]	nodelogG[6]	nodelogG[7]	nodelogG[8]	nodelogG[9]	nodelogG[10]	nodelogG[11]	nodelogG[12]	nodelogG[13]	nodelogG[14]	nodelogG[15]	nodelogG[16]	nodelogG[17]	nodelogG[18]	nodelogG[19]	nodelogG[20]	nodelogG[21]	nodelogG[22]	nodelogG[23]	nodelogG[24]	nodelogG[25]	nodelogG[26]	nodelogG[27]	nodelogG[28]	nodelogG[29]	nodelogG[30]	nodelogG[31]	nodelogG[32]	nodelogG[33]	nodelogG[34]	nodelogG[35]	nodelogG[36]	nodelogG[37]	nodelogG[38]	nodelogG[39]	nodelogG[40]	nodelogG[41]	nodelogG[42]	nodelogG[43]	nodelogG[44]	nodelogG[45]	nodelogG[46]	nodelogG[47]	nodelogG[48]	nodelogG[49]	nodelogG[50]	nodelogG[51]	nodelogG[52]	nodelogG[53]	nodelogG[54]	nodelogG[55]	nodelogG[56]	nodelogG[57]	nodelogG[58]	nodelogG[59]	nodelogG[60]	nodelogG[61]	nodelogG[62]	nodelogG[63]	nodelogG[64]	nodelogG[65]	nodelogG[66]	nodelogG[67]	nodelogG[68]	nodelogG[69]	nodelogG[70]	nodelogG[71]	nodelogG[72]	nodelogG[73]	nodelogG[74]	nodelogG[75]	nodelogG[76]	nodelogG[77]	nodelogG[78]	nodelogG[79]	root_age	sigmaG
1620	-8983.503	-8707.781	-275.7224	6.20353	8.37762	7.63754	8.39996	8.31954	8.58746	5.42783	3.98984	11.647	7.40181	6.25285	7.96859	8.30835	14.3301	13.6923	9.67815	10.8159	12.6828	19.7917	21.7556	17.5945	20.3656	6.09685	8.59745	10.9688	13.8508	6.81794	12.1851	5.92982	6.63296	9.50063	7.96486	13.5946	10.7069	10.1481	7.90015	13.0918	14.4665	11.3751	8.5841	12.0782	9.98984	8.11279	8.1718	7.21803	6.41428	7.37007	8.22126	8.14235	10.0529	8.71416	7.20214	6.54217	6.16806	8.15927	10.9821	16.2957	16.4296	15.1551	10.1386	12.1967	12.7812	11.8018	9.48813	6.48866	7.25748	6.80344	7.23036	7.67821	7.0047	7.1146	7.10793	7.46712	7.79374	7.2315	7.04303	7.47341	6.28673	0.3647313	6.371758	9.685235	0.744174	1.00514	0.903525	1.02818	1.01982	0.968162	0.597362	0.33002	1.25188	0.85813	0.751129	1.00288	1.03915	1.18278	1.14323	0.882522	0.979066	1.14596	1.38051	1.46269	1.27907	1.39823	0.68673	0.985258	1.1405	1.22148	0.60584	1.22854	0.756854	0.854185	1.00979	0.918192	1.32223	1.11482	1.13264	0.958564	1.10462	1.19136	1.07728	0.902904	1.12937	1.03463	0.964486	0.944505	0.880131	0.836707	0.78923	0.945713	0.884164	1.06147	0.943116	0.937335	0.777588	0.853855	0.883481	0.939821	1.21246	1.21169	1.21957	1.14155	1.08906	1.12972	1.08342	1.06047	0.799879	0.880546	0.841026	0.824431	0.893889	0.871891	0.820377	0.841104	0.862382	0.883924	0.899568	0.818889	0.87663	0.870407	0.726442	89.91251	1.877578
1630	-8979.453	-8695.422	-284.0307	5.22467	8.29211	5.09944	9.2661	9.17739	7.61381	4.94929	7.05028	4.79532	4.89095	6.39592	7.96317	8.30269	12.7283	12.1618	10.4396	11.1077	12.3066	20.568	22.6089	18.1229	15.9683	11.6678	3.31686	5.92729	12.8078	10.5044	8.69261	7.27882	8.14191	9.50556	9.4892	17.1027	8.09855	10.9026	8.9398	11.884	7.75081	12.1862	5.43477	11.7457	10.2514	8.27204	8.77931	8.77513	8.23368	9.0514	9.79976	9.73033	9.79916	9.21401	8.19488	7.89967	8.06686	6.97662	9.53183	17.4434	13.2691	11.9422	16.6844	11.8448	10.6512	10.7442	8.30404	6.48425	7.25748	6.80344	6.5215	7.04159	6.36183	8.23872	6.94667	7.73985	8.18155	7.18506	7.11517	12.4426	12.6478	0.3647313	5.314387	9.626124	0.603925	1.00514	0.563685	1.02818	1.01982	0.863637	0.595214	0.902542	0.48109	0.498241	0.770779	1.00288	1.03915	1.18278	1.14323	0.918349	0.97223	1.14596	1.38051	1.46269	1.27907	1.39823	1.25917	0.16664	0.733236	1.22148	1.04928	0.88939	0.756854	0.854185	1.00979	0.918192	1.52163	0.87231	1.13264	0.958564	1.10462	0.733396	1.07728	0.543258	1.0453	1.09446	0.927104	0.944505	0.942416	0.944091	0.967268	0.946164	1.03627	0.993468	0.98891	0.939988	0.887097	0.908122	0.874813	0.812477	1.24587	1.23739	1.00829	1.14588	1.11902	1.02676	1.02804	1.03432	0.799288	0.880546	0.841026	0.824431	0.804264	0.793871	0.905616	0.832192	0.851361	0.926104	0.899568	0.813293	0.891078	1.29874	0.905288	80.15477	2.008056
1640	-8971.607	-8697.786	-273.8215	9.4855	8.7533	7.36157	12.3518	12.2336	3.57402	8.50819	8.17076	6.99696	10.3075	15.4561	7.63635	7.96194	13.4129	12.8159	11.6239	10.2459	11.3611	19.3354	21.2541	17.1463	15.9683	8.56777	5.93448	8.68071	13.7766	13.4401	10.3293	6.83437	7.64476	8.35034	8.29005	6.42812	11.628	9.99716	8.81249	8.63478	8.23937	10.3833	9.21997	7.27169	8.35944	7.79662	8.05023	7.93181	8.41829	7.46586	7.52089	9.32439	10.5404	10.1068	9.32324	8.06925	6.93602	6.94245	8.36107	15.5145	12.5541	10.1596	9.36326	11.7083	11.2241	9.91876	7.82122	6.21812	7.25748	6.80344	6.6535	5.80863	6.53191	10.9987	7.33303	7.7514	8.19377	7.07292	5.66309	6.63646	7.2842	0.3647313	5.015772	9.462078	1.07491	1.00514	0.882581	1.02818	1.01982	0.206747	1.02922	0.994074	0.809273	1.14576	1.53717	1.00288	1.03915	1.18278	1.14323	1.02175	0.912144	1.14596	1.38051	1.46269	1.27907	1.39823	1.02177	0.702804	1.03805	1.22148	1.2	1.03923	0.756854	0.854185	1.00979	0.918192	0.671663	1.1865	1.13264	0.958564	1.10462	1.06391	1.07728	1.0405	0.767878	0.955393	0.888962	0.944505	0.867111	0.931633	0.912544	0.833616	0.918923	1.0568	0.98891	1.02032	0.918815	0.894851	0.843962	0.839064	1.1922	1.18928	1.00829	1.00546	1.10896	1.07227	1.02804	0.96488	0.762888	0.880546	0.841026	0.824431	0.82167	0.830451	1.15528	0.879206	0.851361	0.9274	0.899568	0.799629	0.706478	0.937394	0.787369	79.48465	2.008056
1650	-8974.535	-8698.714	-275.8218	11.4031	8.80628	10.846	12.3518	12.2336	5.41506	4.43896	5.45309	7.66296	3.14342	6.21497	8.02022	8.36218	13.4129	12.8159	5.93919	10.6153	11.5392	19.8296	21.7973	17.1463	19.8514	7.87405	10.5827	4.75282	11.8034	5.26256	10.5439	5.61178	6.2772	8.35034	6.99078	8.47232	8.95488	11.8874	10.1489	8.0279	4.20117	8.67553	7.46084	5.64868	7.91701	9.34174	9.66396	10.8619	10.3266	6.1303	6.34217	7.86302	8.56174	9.58199	9.93069	9.08539	8.94306	7.10843	8.95493	15.911	15.6069	13.2114	10.2272	11.33	11.2241	10.0743	7.75459	6.53071	6.64452	6.82509	6.49496	6.91222	6.42612	10.9987	7.8478	8.24564	7.92641	7.10775	7.17154	8.44784	9.27794	0.3862837	5.645686	9.251742	1.2296	1.00514	1.16549	1.02818	1.01982	0.596454	0.511375	0.6901	0.967652	0.193663	0.743092	1.00288	1.03915	1.18278	1.14323	0.467027	0.971435	1.14596	1.38051	1.46269	1.27907	1.39823	0.948435	1.20523	0.494317	1.22148	0.519863	1.10341	0.756854	0.854185	1.00979	0.918192	0.903228	0.951342	1.13264	0.958564	1.10462	0.542161	1.07728	0.747767	0.704579	0.799314	0.997809	0.952777	1.01753	1.05428	0.741347	0.833616	0.77086	0.922532	0.942593	1.02032	0.97364	0.943047	0.843962	0.859586	1.21412	1.18928	1.19736	1.04454	1.08043	1.07227	1.02804	0.978396	0.80549	0.801141	0.843786	0.824431	0.800722	0.783186	1.15528	0.884447	0.905049	0.9274	0.870753	0.832711	0.878513	0.974978	0.959925	78.37739	1.924058
1660	-8960.474	-8699.34	-261.1342	7.45801	8.80628	6.19084	10.01	9.91414	7.78993	15.4808	10.6915	6.68986	5.45106	10.4906	8.2463	8.5979	12.21	11.6666	8.80865	9.48635	11.7201	19.8296	21.7973	17.1463	16.2643	11.5497	8.74932	6.08148	13.1995	9.54907	11.5999	5.7478	6.42935	8.35034	7.44763	9.63273	10.7754	11.9383	9.53909	7.96835	5.11514	9.51555	6.55953	6.14966	7.60557	8.92052	9.79285	10.2529	10.9582	6.27889	6.75663	7.68637	10.2837	9.44349	10.2876	11.1832	9.90636	7.44467	7.61949	15.911	12.7868	9.20993	9.14225	10.3942	9.92884	9.94316	8.94828	6.71479	6.96225	6.82509	7.3791	9.2234	8.77505	8.08774	7.8478	7.48183	7.16478	8.12827	9.66899	10.4237	9.90334	0.3862837	4.874264	9.563017	0.860799	1.00514	0.67845	1.02818	1.01982	0.915627	1.44564	1.12414	0.809121	0.631249	1.19781	1.00288	1.03915	1.18278	1.14323	0.859384	0.923763	1.14596	1.38051	1.46269	1.27907	1.39823	1.24104	0.999845	0.708432	1.22148	0.94029	1.12424	0.756854	0.854185	1.00979	0.918192	1.00693	1.10429	1.13264	0.958564	1.10462	0.719603	1.07728	0.751072	0.698112	0.87959	0.882674	0.960573	1.02125	1.00045	0.76215	0.833616	0.825844	1.01963	1.00467	0.945599	1.07903	1.01811	0.884104	0.859586	1.21412	1.18928	1.02425	0.904265	1.03043	0.990651	1.00315	0.991903	0.829634	0.841714	0.843786	0.824431	0.911576	0.933943	0.972688	0.884447	0.905049	0.842966	0.86744	0.952556	1.01821	1.01784	0.973722	78.37739	1.824624
1670	-8956.52	-8695.365	-261.155	4.38755	8.08169	7.97645	8.33888	8.25905	5.03263	16.622	6.05543	8.75558	8.5793	8.17953	8.30726	8.66146	11.9592	11.4269	9.16749	10.9017	11.1863	19.8296	21.7973	17.1463	19.1644	6.39601	8.53033	5.84658	13.1995	10.4244	14.9994	5.68077	6.35437	8.35034	7.33426	10.4968	7.35568	13.0999	10.8847	11.5739	13.334	9.94115	7.84733	9.33182	8.49854	9.54114	11.5642	12.8376	12.504	6.20566	6.65378	7.56937	10.0535	9.23206	10.2876	11.1832	10.1398	7.44467	9.45935	15.911	15.0668	13.4726	10.4211	10.8005	9.7249	9.49031	9.0409	6.76443	7.02884	6.82509	7.81123	9.06201	8.19524	6.73755	6.80135	7.06553	7.16478	7.59119	8.38129	8.88317	9.30727	0.3862837	5.554195	9.814346	0.474578	1.00514	0.948296	1.02818	1.01982	0.53615	1.50742	0.630347	1.03459	1.01692	0.981671	1.00288	1.03915	1.18278	1.14323	0.860756	1.01125	1.14596	1.38051	1.46269	1.27907	1.39823	0.727715	0.977827	0.674218	1.22148	1.01647	1.36715	0.756854	0.854185	1.00979	0.918192	1.01778	0.708908	1.13264	0.958564	1.10462	1.22758	1.07728	0.84835	1.02234	0.917595	0.941094	1.02434	1.1019	1.11507	0.75196	0.833616	0.812521	1.01963	0.984999	0.945599	1.07903	1.01811	0.884104	0.859586	1.21412	1.18928	1.16677	1.09214	1.06374	0.972625	1.00315	0.951415	0.836032	0.849981	0.843786	0.824431	0.961008	0.933943	0.814038	0.809867	0.855323	0.842966	0.86744	0.893181	0.953441	0.943694	0.993951	79.91449	1.660673
1680	-8953.9	-8691.521	-262.3786	6.43332	7.85825	8.95477	9.29823	9.20921	7.67672	7.31776	9.36055	6.65301	5.51726	9.63992	8.22458	8.57526	12.3111	11.7632	10.708	8.14064	11.2875	19.8296	21.7973	16.9195	18.3007	12.3405	11.029	11.253	14.6845	11.7523	11.9695	5.81268	6.50192	8.51233	8.55267	13.9629	10.8933	12.413	9.73286	11.5739	6.45999	10.6084	8.7508	9.9582	9.40253	9.28229	11.3391	10.8771	10.0144	6.47295	7.90967	8.87587	10.7783	8.94619	9.26552	9.39911	7.06911	7.67214	8.98993	15.7005	14.1974	11.6732	11.2712	10.4792	9.92979	9.49835	8.26736	6.90092	6.4533	7.03279	7.29431	8.19937	8.34084	7.01297	6.10872	6.09233	6.43188	7.30025	8.368	10.5722	8.24288	0.3952326	5.857454	9.797439	0.831356	1.00514	1.11772	1.02818	1.01982	0.936857	0.779517	0.993364	0.870258	0.707669	1.12436	1.00288	1.03915	1.18278	1.14323	1.01482	0.776727	1.14596	1.38051	1.46269	1.27907	1.39823	1.31267	1.21508	1.20269	1.22148	1.02801	1.20328	0.756854	0.854185	1.00979	0.918192	1.23591	1.02028	1.13264	0.958564	1.10462	0.598126	1.07728	0.911629	1.02234	0.974023	0.972466	1.05404	1.05511	1.01792	0.771899	0.850305	0.946011	1.11223	0.952866	0.950411	0.983329	0.962844	0.869992	0.899841	1.21412	1.17771	1.12671	1.00767	1.04459	0.997818	0.996062	0.959235	0.827344	0.775778	0.843786	0.850469	0.875498	0.949239	0.908623	0.785515	0.786386	0.783181	0.833495	0.893181	0.952062	1.09627	0.735885	79.91449	1.725961
1690	-8965.832	-8701.381	-264.4515	9.81654	7.85825	9.07052	8.68294	8.59981	9.49091	13.2261	9.67172	5.34578	5.11784	9.06973	8.29259	8.64616	12.5598	12.0009	9.58456	10.649	11.2875	21.4783	23.6096	19.4257	18.3007	7.91217	7.43716	8.08379	14.1289	13.3501	6.47624	7.05382	7.89023	9.87132	8.55267	13.6817	10.6967	12.8595	8.76301	10.7485	14.8568	10.2307	11.9877	8.9187	9.28628	9.50596	12.1048	10.1455	8.60404	9.10913	9.17244	9.43501	10.3705	9.50976	9.39871	8.9692	8.8777	7.67214	9.087	19.5249	16.3004	11.7993	8.44845	10.9433	10.1304	9.49835	8.7936	6.95798	6.5405	7.03279	7.75861	8.66274	8.3072	6.5489	6.04078	6.02457	6.02736	6.84096	8.31163	7.78723	7.67636	0.3531943	5.373078	10.03191	1.1984	1.00514	1.13859	1.02818	1.01982	1.17754	1.29712	1.02526	0.668586	0.630738	1.0714	1.00288	1.03915	1.18278	1.14323	0.880908	0.972381	1.14596	1.38051	1.46269	1.27907	1.39823	0.9266	0.872823	0.915389	1.22148	1.17224	0.66978	0.756854	0.854185	1.00979	0.918192	1.19217	0.978385	1.13264	0.958564	1.10462	1.38579	1.07728	1.16432	0.958067	0.942536	0.993147	1.08011	1.0858	0.926742	0.939995	0.978959	0.946011	1.07873	0.952866	1.00347	0.942663	0.962844	0.869992	0.899841	1.28349	1.29768	1.12671	1.017	1.08224	1.01519	0.996062	0.959235	0.834497	0.787436	0.843786	0.850469	0.929098	0.945749	0.849155	0.785515	0.776671	0.783181	0.777074	0.89316	0.946212	0.836554	0.933756	78.02075	1.725961
1700	-8960.231	-8693.149	-267.0816	4.85016	8.606	10.9186	7.71873	7.64484	9.1669	7.31789	9.91539	4.2143	10.0619	6.51904	8.79313	9.16804	12.5598	12.0009	7.04682	6.04018	11.5771	21.4783	23.6096	19.4257	16.5431	5.72967	4.09983	8.28513	15.6924	10.3185	10.8228	5.91938	6.62128	9.07855	8.55267	12.1642	10.0844	11.9414	10.499	11.3426	11.5933	10.3151	11.5377	9.48933	9.36287	9.53561	10.6804	11.2876	10.7673	7.03024	8.4358	9.43501	12.5443	10.357	9.81696	9.39756	7.24507	7.63421	9.38682	19.5249	14.7349	11.0727	10.5138	8.97885	10.0531	9.66774	8.58921	7.37796	7.65637	7.03279	7.38868	7.67955	8.16255	5.81896	7.06758	6.43319	6.02456	6.84096	7.7372	8.6899	7.4865	0.3531943	5.096243	9.701441	0.507047	1.00514	1.24226	1.02818	1.01982	1.14737	0.79828	1.06213	0.325191	1.0811	0.784582	1.00288	1.03915	1.18278	1.14323	0.778952	0.645066	1.14596	1.38051	1.46269	1.27907	1.39823	0.646268	0.355539	0.941062	1.22148	0.85734	1.04168	0.756854	0.854185	1.00979	0.918192	1.13446	0.971593	1.13264	0.958564	1.10462	1.12361	1.07728	1.13109	1.0048	0.949671	0.993147	1.03571	1.02147	1.08373	0.787699	0.906241	0.946011	1.1699	1.02699	1.00347	0.98048	0.96555	0.869992	0.895537	1.28349	1.29768	1.03901	1.0495	0.917034	1.01519	0.989407	0.981242	0.885403	0.92426	0.843786	0.850469	0.886664	0.930492	0.746914	0.864466	0.834076	0.782777	0.777074	0.89316	0.884007	0.994022	0.754535	78.37915	1.788322
1710	-8959.743	-8687.427	-272.3165	9.471	8.606	2.90951	7.71873	7.64484	6.38103	4.5548	7.01355	4.54103	5.9803	9.56478	8.07212	8.41629	12.0267	11.4915	11.4007	9.84729	11.5771	21.4783	23.6096	19.4257	20.2431	7.85919	4.0344	6.94703	15.6924	13.2152	7.85378	5.91938	6.62128	9.07855	8.55267	8.42195	9.98263	10.8238	8.54166	11.0434	8.34805	10.3151	7.19487	9.23904	9.93175	10.4638	9.25076	8.32373	8.66507	7.03024	8.4358	9.72523	12.5443	10.6756	10.0094	9.61635	9.85601	7.55957	10.9962	19.5249	18.0305	15.8722	12.64	11.5985	10.2606	10.3047	8.97763	6.73386	5.91345	6.92028	7.67819	8.16433	6.45751	5.81896	7.36788	6.70654	6.02456	6.42172	7.38745	9.07101	10.1037	0.3880283	5.163219	9.650264	1.08833	1.00514	0.0574214	1.02818	1.01982	0.832708	0.535037	0.909975	0.605436	0.844574	1.12654	1.00288	1.03915	1.18278	1.14323	1.02989	0.90266	1.14596	1.38051	1.46269	1.27907	1.39823	0.929298	0.3501	0.788061	1.22148	1.07225	0.763163	0.756854	0.854185	1.00979	0.918192	0.854587	1.00225	1.13264	0.958564	1.10462	0.861587	1.07728	0.669664	0.981583	0.949671	1.04438	0.996239	0.936116	0.90452	0.787699	0.906241	0.946011	1.1699	1.02699	1.02979	0.971024	0.994996	0.861458	0.895537	1.28349	1.29768	1.21433	1.18695	1.08397	0.977516	1.04483	0.981242	0.811092	0.708872	0.83481	0.845437	0.925081	0.781901	0.746914	0.864466	0.87022	0.782777	0.777074	0.838229	0.89876	1.01655	0.992406	78.37915	1.732923
1720	-8945.821	-8682.578	-263.2433	8.09505	8.606	6.49369	8.9485	8.86283	7.06428	3.71828	4.4948	9.22867	7.5956	7.52374	8.07212	8.41629	12.612	12.0507	7.80406	10.1891	11.5771	21.4783	23.6096	17.9066	20.4432	7.1551	9.08514	7.15577	15.6924	11.1912	9.48597	8.00059	8.94927	10.2566	8.55267	9.84248	5.83398	10.8238	8.54166	13.6706	13.0516	11.1388	10.5991	12.3502	9.55965	8.83004	7.85147	8.32373	8.12209	10.735	9.53045	9.54113	12.5443	10.4735	9.20454	8.53347	9.33085	7.11604	10.0132	17.9981	16.7849	15.506	12.2275	10.1347	10.4037	9.9636	8.63051	6.73386	7.05395	6.92028	7.38131	7.04941	6.01997	6.74606	7.36788	6.70654	6.02456	6.05304	6.25424	8.14729	10.1037	0.3880283	5.250769	9.821642	0.951973	1.00514	0.754764	1.02818	1.01982	0.921062	0.36837	0.533105	1.06822	0.899069	0.918057	1.00288	1.03915	1.18278	1.14323	0.788612	1.02024	1.14596	1.38051	1.46269	1.27907	1.39823	0.847774	1.05521	0.866294	1.22148	0.927858	0.927169	0.756854	0.854185	1.00979	0.918192	1.13242	0.678143	1.13264	0.958564	1.10462	1.06438	1.07728	1.10605	1.16695	1.0164	0.944489	0.853786	0.936116	0.90452	1.04939	1.01222	0.946011	1.1699	1.02699	1.01319	0.914815	0.947436	0.861458	0.843019	1.28349	1.22696	1.22287	1.15813	0.996029	1.01879	1.01559	0.981242	0.811092	0.862055	0.83481	0.845437	0.89083	0.772316	0.875323	0.864466	0.87022	0.782777	0.777074	0.786874	0.805475	1.01655	0.992406	78.37915	1.370977
1730	-8959.501	-8684.253	-275.248	7.26429	8.606	11.0713	9.11881	9.03151	7.56844	3.94807	4.71816	4.25488	6.34686	8.17661	7.84331	8.17773	12.4047	11.8526	10.6518	8.49518	11.5771	21.4783	23.6096	18.4921	22.0412	11.7889	10.574	4.60602	15.6924	15.5946	9.10629	7.40944	8.28802	10.0941	8.55267	9.36053	8.81296	10.8238	8.80694	8.47922	5.16817	9.23078	4.75173	6.34809	6.2211	6.84043	8.60281	8.58225	8.00091	9.78431	9.37944	10.8017	13.3859	12.6528	9.95599	8.04289	6.61995	9.09242	10.2338	18.5866	18.6885	15.4165	9.71371	10.7482	10.2328	9.9636	8.8291	6.54299	6.25955	6.92028	7.55116	7.70611	5.25686	7.15488	7.40161	7.01208	6.27033	5.71775	6.31289	7.50003	6.25982	0.365016	5.138701	9.544349	0.857921	1.00514	1.21421	1.02818	1.01982	0.980939	0.488695	0.64347	0.499498	0.846841	0.990336	1.00288	1.03915	1.18278	1.14323	1.00776	0.811262	1.14596	1.38051	1.46269	1.27907	1.39823	1.15793	1.06346	0.394306	1.22148	1.21605	0.835282	0.756854	0.854185	1.00979	0.918192	1.00944	0.957079	1.13264	0.958564	1.10462	0.674585	1.07728	0.619168	0.752088	0.853199	0.734536	0.933164	0.936116	0.931086	0.982717	0.998343	0.946011	1.1699	1.0834	1.12098	0.875193	0.935631	0.985014	0.932345	1.28349	1.25491	1.28824	1.08772	1.04708	1.0044	1.01559	0.981242	0.786115	0.758276	0.83481	0.845437	0.91059	0.704075	0.891698	0.864466	0.874187	0.817507	0.777074	0.737377	0.86308	0.887046	0.706078	86.27142	1.967712
1740	-8972.708	-8692.852	-279.8564	5.23827	8.606	10.4478	8.99892	8.91277	10.7045	5.57163	3.3778	10.2313	3.82869	8.23526	8.29679	8.65054	12.4047	11.8526	10.5923	10.747	11.5771	19.4672	21.3989	18.4921	21.4964	6.16744	9.3185	10.518	13.9585	7.31725	7.68288	8.05803	9.01351	9.82089	8.76794	8.52353	9.60444	11.637	8.6692	8.60519	8.09827	9.02476	7.24929	6.29861	6.88785	7.84776	10.7244	9.08277	8.75806	10.3528	9.35527	11.7004	11.9069	13.3691	11.698	9.06085	7.50093	8.03049	10.2388	16.8462	18.2266	15.0428	11.7353	9.60987	9.96164	9.69961	8.78369	6.92128	6.68305	6.92028	7.51232	7.20303	4.58193	7.06082	7.40161	7.01208	6.27033	5.60475	5.81405	8.50901	8.45428	0.3910743	5.508285	9.613217	0.573911	1.00514	1.16386	1.02818	1.01982	1.28206	0.889907	0.45521	1.20472	0.35096	0.996544	1.00288	1.03915	1.18278	1.14323	1.07682	1.08941	1.14596	1.38051	1.46269	1.27907	1.39823	0.703071	1.06155	1.11152	1.22148	0.660503	0.687647	0.756854	0.854185	1.00979	0.918192	0.799539	0.903243	1.13264	0.958564	1.10462	1.05189	1.07728	0.878016	0.764896	0.833594	0.842574	1.0617	0.999042	0.917395	1.0556	0.97451	0.967603	1.06819	1.0834	1.1688	0.967421	0.946917	0.877139	0.932345	1.1981	1.25491	1.26651	1.08815	0.973168	1.0044	0.992267	0.981242	0.834936	0.81514	0.83481	0.845437	0.906112	0.602058	0.880203	0.864466	0.874187	0.817507	0.777074	0.720038	0.808919	1.05084	0.803313	83.42829	2.067936
1750	-8957.485	-8685.648	-271.8374	10.6307	8.78856	11.2175	7.26138	7.19187	9.88527	8.34324	4.9675	3.84495	6.26015	10.2484	9.04643	9.43215	11.87	11.3417	8.40996	5.51016	11.5771	22.2701	24.4799	19.4416	21.226	6.74408	8.71661	11.1393	13.9585	9.18569	13.1374	5.98143	6.69068	9.82089	9.63057	10.0247	9.49978	11.4457	11.2894	10.9941	8.62898	9.8922	11.3779	8.82065	9.37921	10.8946	8.88879	11.6335	12.7377	7.68481	10.2757	11.662	12.2821	12.5139	11.8555	11.3084	9.9435	8.39321	11.4838	20.2612	18.9215	16.6598	11.8015	9.24456	9.49702	9.66376	8.5795	7.54665	7.34624	6.92028	7.33769	6.71032	6.06285	5.69749	7.55861	7.01208	6.27033	5.87683	5.81444	7.27654	8.99212	0.3910743	5.330225	10.15656	1.17042	1.00514	1.2256	1.02818	1.01982	1.2129	1.03853	0.588134	0.272462	0.69585	1.1865	1.00288	1.03915	1.18278	1.14323	0.906866	0.539606	1.14596	1.38051	1.46269	1.27907	1.39823	0.742334	0.965184	1.16137	1.22148	0.85803	1.12667	0.756854	0.854185	1.00979	0.918192	1.0891	1.04239	1.13264	0.958564	1.10462	0.894225	1.07728	1.0811	0.977694	0.913307	1.03102	0.91304	0.984645	1.14678	0.796757	0.97451	1.04911	1.06819	1.11035	1.08443	1.0634	1.0434	0.915511	0.932345	1.31494	1.2984	1.25551	1.18783	0.942722	0.966125	0.98905	0.981242	0.910071	0.89732	0.83481	0.845437	0.885682	0.804142	0.693861	0.882697	0.874187	0.817507	0.777074	0.761212	0.767804	0.956046	0.951678	81.21877	1.787371
1760	-8955.237	-8688.086	-267.1513	8.7014	8.78856	6.30901	8.92756	8.84209	5.86186	11.3853	11.9504	5.36705	4.55398	6.60666	9.1452	9.53512	11.87	11.3417	19.4588	14.249	11.4859	22.6573	24.9055	19.4416	21.226	7.30493	8.41517	8.54371	14.2725	13.9538	11.8872	7.75283	8.67213	9.93478	8.88199	9.5166	9.81522	10.7648	10.9861	12.9039	11.4942	12.0017	10.265	12.5606	10.5665	10.1165	8.61086	10.6474	12.2008	10.0762	9.58687	11.148	12.609	13.0228	12.0951	11.1309	9.78646	8.39321	10.195	20.6135	18.9215	14.7901	10.477	9.57118	9.49702	9.58764	8.51192	7.72084	6.39994	7.00355	7.42599	7.21501	8.2822	6.68045	7.55861	6.68737	5.97997	6.43664	6.84728	7.82383	8.8501	0.3910743	5.021571	10.58467	0.99648	1.00514	0.725736	1.02818	1.01982	0.758997	1.11664	1.15872	0.681929	0.539241	0.805154	1.00288	1.03915	1.18278	1.14323	1.60535	1.33469	1.14596	1.38051	1.46269	1.27907	1.39823	0.811721	0.934615	0.930948	1.22148	1.20187	1.03631	0.756854	0.854185	1.00979	0.918192	1.01824	1.04508	1.13264	0.958564	1.10462	1.00414	1.07728	1.05606	1.11682	1.08121	0.966659	0.938721	0.931371	1.12312	1.02207	0.984525	0.978829	1.08751	1.11384	1.11556	1.04966	1.0434	0.915511	0.932345	1.32991	1.2984	1.25551	1.08443	0.972881	0.966125	0.98905	0.974373	0.919503	0.777542	0.83481	0.855826	0.885682	0.996047	0.873288	0.882697	0.874187	0.776324	0.777074	0.840244	0.830792	0.956046	0.937851	81.21877	1.556041
