Iteration	Posterior	Likelihood	Prior	alpha	beta	clockrate[1]	clockrate[2]	clockrate[3]	clockrate[4]	clockrate[5]	clockrate[6]	clockrate[7]	clockrate[8]	clockrate[9]	clockrate[10]	clockrate[11]	clockrate[12]	clockrate[13]	clockrate[14]	clockrate[15]	clockrate[16]	clockrate[17]	clockrate[18]	clockrate[19]	clockrate[20]	clockrate[21]	clockrate[22]	clockrate[23]	clockrate[24]	clockrate[25]	clockrate[26]	clockrate[27]	clockrate[28]	clockrate[29]	clockrate[30]	clockrate[31]	clockrate[32]	clockrate[33]	clockrate[34]	clockrate[35]	clockrate[36]	clockrate[37]	clockrate[38]	clockrate[39]	clockrate[40]	clockrate[41]	clockrate[42]	clockrate[43]	clockrate[44]	clockrate[45]	clockrate[46]	clockrate[47]	clockrate[48]	clockrate[49]	clockrate[50]	clockrate[51]	clockrate[52]	clockrate[53]	clockrate[54]	clockrate[55]	clockrate[56]	clockrate[57]	clockrate[58]	clockrate[59]	clockrate[60]	clockrate[61]	clockrate[62]	clockrate[63]	clockrate[64]	clockrate[65]	clockrate[66]	clockrate[67]	clockrate[68]	clockrate[69]	clockrate[70]	clockrate[71]	clockrate[72]	clockrate[73]	clockrate[74]	clockrate[75]	clockrate[76]	clockrate[77]	clockrate[78]	clockrate[79]	clockrate[80]	clockrate[81]	clockrate[82]	clockrate[83]	clockrate[84]	clockrate[85]	clockrate[86]	clockrate[87]	clockrate[88]	clockrate[89]	clockrate[90]	clockrate[91]	clockrate[92]	clockrate[93]	clockrate[94]	clockrate[95]	clockrate[96]	clockrate[97]	clockrate[98]	clockrate[99]	clockrate[100]	clockrate[101]	clockrate[102]	clockrate[103]	clockrate[104]	clockrate[105]	clockrate[106]	clockrate[107]	clockrate[108]	clockrate[109]	clockrate[110]	clockrate[111]	clockrate[112]	clockrate[113]	clockrate[114]	clockrate[115]	clockrate[116]	clockrate[117]	clockrate[118]	clockrate[119]	clockrate[120]	gamma	kappa	lambda	mean_clockrate	mu	relvar_clockrate
800	-17708.29	-17675.12	-33.16864	2.187982	5.032671	0.164626	0.965805	1.3557	1.30001	0.413924	0.528587	0.639246	1.05325	0.443827	0.910571	0.259684	0.338257	0.812462	0.677461	0.411683	0.203831	0.218755	0.2371	0.399997	0.273634	0.166118	0.25476	0.564344	0.583209	0.1765	0.317911	0.541108	0.208513	0.322995	0.137468	0.625213	0.381964	0.0497124	0.0742188	0.69716	2.81172	0.116706	0.156532	0.275711	0.198503	0.29154	0.194193	0.184266	0.162948	0.433942	0.650788	0.335652	0.320399	0.708859	0.617133	0.565028	0.52437	0.300613	0.310228	0.422874	0.29976	0.164754	0.322352	0.451591	0.949061	0.141594	0.39281	0.75015	0.494364	0.258978	0.840577	0.583308	0.339124	0.462549	0.554244	0.291938	0.091875	0.486173	0.0546337	0.748912	0.39797	0.642579	0.675111	0.822974	0.619971	0.202969	0.227002	0.176497	0.980991	0.334902	0.114687	0.347585	0.257167	0.29379	0.43262	0.0893597	0.169474	0.728022	0.10563	0.307456	0.150795	0.0943199	0.383486	1.06643	0.545388	0.39507	0.392501	0.328375	1.7602	0.295735	0.591976	0.370062	1.16848	0.325508	0.819649	0.645052	0.741199	1.18673	0.215051	0.555073	1.39913	0.790042	0.247722	0.387614	0.0690071	0.4838659	4.059783	0.2716217	0.4347556	10.16687	0.4570422
810	-17700.13	-17663.99	-36.13834	2.149245	4.836807	0.168499	0.972044	1.26875	1.32413	0.428791	0.588861	0.731354	1.13607	0.406566	0.871794	0.25907	0.334074	0.806467	0.763354	0.47704	0.227232	0.202609	0.236919	0.388153	0.292563	0.157063	0.25902	0.573867	0.615568	0.181722	0.332559	0.520642	0.25759	0.31966	0.143399	0.653456	0.371039	0.0463465	0.075541	0.682945	2.68758	0.136676	0.138354	0.282672	0.200908	0.298094	0.177543	0.204196	0.152534	0.444796	0.583691	0.288035	0.332337	0.727514	0.63388	0.521517	0.547684	0.297078	0.300518	0.461298	0.26767	0.164703	0.329281	0.420805	0.988018	0.147677	0.364495	0.730004	0.410769	0.286518	0.871441	0.538837	0.323398	0.480704	0.530402	0.29964	0.08587	0.427996	0.0492166	0.662914	0.493908	0.581197	0.637928	0.963148	0.73089	0.21305	0.18777	0.158155	0.959141	0.363792	0.0960993	0.40351	0.292864	0.251431	0.384193	0.103389	0.165813	0.823837	0.104014	0.290094	0.150928	0.10667	0.377604	0.944011	0.547494	0.381331	0.391692	0.303998	1.59588	0.292643	0.584434	0.418629	1.13492	0.308743	0.97714	0.672184	0.670504	1.33513	0.221534	0.545261	1.28092	1.0338	0.291216	0.317239	0.0742713	0.4848513	4.059783	0.2581108	0.444352	13.10236	0.4652797
820	-17704.95	-17670.13	-34.81282	2.219071	4.717593	0.173767	0.970678	1.30715	1.22136	0.431438	0.554831	0.799807	1.16518	0.374951	0.903887	0.249586	0.312004	0.768314	0.740226	0.453638	0.220258	0.248251	0.218868	0.382548	0.299582	0.173458	0.292781	0.502742	0.664524	0.216723	0.368678	0.479821	0.260008	0.322276	0.172972	0.559174	0.376119	0.0466687	0.0749001	0.738364	2.8403	0.143428	0.129284	0.304163	0.237039	0.305168	0.173675	0.24411	0.15339	0.408833	0.616291	0.291119	0.395985	0.732804	0.661241	0.525755	0.561888	0.303641	0.27988	0.442386	0.26528	0.175446	0.330234	0.424207	1.00067	0.155195	0.361073	0.612161	0.451828	0.331774	0.970681	0.565494	0.294125	0.522612	0.486479	0.279238	0.0992207	0.419254	0.0534286	0.645599	0.502031	0.517685	0.718452	1.09412	0.67233	0.210259	0.17844	0.140535	0.923264	0.285754	0.0962727	0.406185	0.276354	0.265973	0.388786	0.115127	0.172202	0.715372	0.102827	0.292393	0.136058	0.109557	0.414848	0.896332	0.650801	0.400322	0.413336	0.287609	1.61048	0.276067	0.680934	0.41261	1.04305	0.286012	0.961135	0.618225	0.650502	1.3599	0.247233	0.592154	1.2918	1.215	0.287877	0.297609	0.0739109	0.4969058	4.059783	0.7372505	0.4703822	11.15454	0.4506389
830	-17704.25	-17665.92	-38.32539	2.516771	5.129323	0.168093	1.01712	1.33003	1.14945	0.426104	0.540993	0.795943	1.18077	0.402028	0.928347	0.266974	0.339074	0.71626	0.861614	0.473537	0.224863	0.272661	0.222245	0.360328	0.348137	0.175432	0.269422	0.444956	0.809124	0.179526	0.410155	0.409092	0.279646	0.345927	0.177558	0.591675	0.371789	0.0574585	0.0683503	0.81622	2.84763	0.153904	0.118814	0.28142	0.258549	0.335599	0.189575	0.232304	0.143535	0.395304	0.618557	0.306792	0.357268	0.676799	0.707522	0.570123	0.520879	0.311756	0.311413	0.431425	0.286538	0.186019	0.324055	0.420326	1.03775	0.133507	0.380814	0.58286	0.486349	0.295874	1.00331	0.587724	0.296096	0.629527	0.464048	0.287755	0.099462	0.348028	0.04627	0.610124	0.409907	0.499987	0.617406	1.07996	0.677781	0.224833	0.187419	0.129472	0.894156	0.302922	0.102322	0.405134	0.277637	0.2433	0.384102	0.109488	0.149375	0.736312	0.100338	0.39369	0.140121	0.12091	0.398845	0.884076	0.660039	0.397514	0.417159	0.296726	1.62074	0.255234	0.706034	0.440837	0.834961	0.241446	0.927832	0.578712	0.55912	1.43397	0.263697	0.541042	1.28253	1.31161	0.258626	0.266317	0.0766688	0.5055407	4.102192	0.1480886	0.4906633	13.75467	0.3973346
840	-17704.43	-17664.56	-39.8738	2.525322	5.098137	0.161574	1.0075	1.37268	1.47241	0.474209	0.52338	0.729312	1.21931	0.350125	0.859337	0.273003	0.345851	0.866978	0.962913	0.480786	0.245377	0.311408	0.255486	0.370184	0.333408	0.186184	0.256184	0.403026	0.775218	0.175007	0.513174	0.378941	0.321179	0.318047	0.180213	0.61017	0.411935	0.0577452	0.0741477	0.931756	2.50286	0.167444	0.128316	0.339179	0.253763	0.290074	0.190776	0.231428	0.15234	0.430971	0.582583	0.294389	0.392907	0.634719	0.693449	0.524842	0.500399	0.310786	0.309375	0.410251	0.302088	0.153541	0.334427	0.464662	0.990261	0.141334	0.345669	0.588496	0.487941	0.278215	0.940617	0.646899	0.306198	0.685208	0.465343	0.277124	0.107699	0.34915	0.0489091	0.7068	0.409416	0.4802	0.663653	1.15179	0.697472	0.21258	0.192649	0.122383	0.860976	0.313889	0.112615	0.458505	0.229396	0.232765	0.399272	0.110597	0.170661	0.747334	0.0976322	0.405569	0.13544	0.122571	0.439337	0.906026	0.728342	0.379281	0.428535	0.280792	1.94779	0.262957	0.676113	0.416041	0.855987	0.221959	0.9039	0.509209	0.522636	1.49018	0.249551	0.560125	1.2721	1.34225	0.286895	0.279918	0.084931	0.4741549	3.800952	0.1176787	0.4953421	12.94723	0.3959891
850	-17711.17	-17669.32	-41.8517	2.57953	5.338595	0.159674	0.929581	1.38198	1.40332	0.445359	0.534257	0.7813	1.33461	0.330736	0.83438	0.27841	0.358566	0.858152	1.01051	0.483944	0.244857	0.307362	0.237369	0.367259	0.381714	0.180393	0.255559	0.433062	0.715829	0.225061	0.569861	0.372629	0.295301	0.290373	0.190943	0.563571	0.435727	0.0599075	0.0749413	0.885066	2.55489	0.164518	0.127327	0.37156	0.231662	0.25822	0.208344	0.189341	0.14665	0.4379	0.631871	0.277064	0.430533	0.60637	0.730774	0.571219	0.493989	0.309228	0.30065	0.484726	0.302609	0.165806	0.282971	0.430229	0.978526	0.14016	0.320131	0.574115	0.55196	0.261458	0.912022	0.606179	0.340724	0.592137	0.445562	0.278707	0.100246	0.3936	0.0512072	0.734546	0.39966	0.573589	0.617333	1.05697	0.616147	0.171196	0.212255	0.126421	0.838096	0.335474	0.129987	0.416937	0.210748	0.229481	0.451097	0.103094	0.185434	0.85686	0.103157	0.390652	0.123768	0.122343	0.41537	1.05371	0.719798	0.4046	0.331773	0.282578	2.05223	0.264254	0.595412	0.480108	0.868397	0.182765	0.946914	0.48055	0.537343	1.26855	0.308066	0.475866	1.33605	1.29554	0.254926	0.253176	0.0821344	0.480155	4.166926	0.1869544	0.4831852	14.39426	0.3876675
860	-17712.23	-17669	-43.2263	2.722294	5.387894	0.16485	0.839302	1.31364	1.51847	0.469862	0.587705	0.693278	1.37087	0.33439	0.777744	0.259076	0.332698	0.981577	1.00795	0.492477	0.20684	0.30023	0.209956	0.416182	0.403869	0.193067	0.249948	0.369933	0.703464	0.236069	0.541692	0.35505	0.279895	0.225019	0.151717	0.490957	0.452002	0.0641291	0.0726299	0.903868	2.53914	0.154748	0.119888	0.329982	0.228686	0.251171	0.186132	0.179924	0.148657	0.434415	0.612032	0.306781	0.389386	0.642588	0.787963	0.64364	0.524682	0.258483	0.283757	0.44743	0.343301	0.171215	0.291469	0.397333	0.948016	0.127029	0.345082	0.630603	0.54067	0.264622	0.988493	0.595791	0.392161	0.643142	0.432756	0.273635	0.109492	0.35274	0.0418804	0.819116	0.409362	0.555004	0.575457	0.972399	0.552301	0.17927	0.222569	0.119766	0.767742	0.327447	0.160526	0.42844	0.219054	0.213189	0.381391	0.0938306	0.201624	0.890179	0.107072	0.388784	0.101779	0.0998662	0.446668	1.13549	0.893683	0.340323	0.308599	0.279521	2.02386	0.272744	0.633208	0.437818	0.790918	0.202614	0.888193	0.537481	0.584986	1.18619	0.28467	0.466188	1.18895	1.20963	0.222906	0.267326	0.0900413	0.4767131	4.166926	1.345276	0.5052613	13.17319	0.3673372
870	-17709.3	-17666.64	-42.65453	2.3437	4.22002	0.164832	0.888714	1.31022	1.37531	0.467748	0.574164	0.662357	1.43346	0.339151	0.775536	0.248761	0.334166	0.996227	1.00948	0.486577	0.208822	0.301453	0.186736	0.452236	0.34312	0.185155	0.260595	0.387642	0.6735	0.23212	0.448567	0.361394	0.263403	0.241222	0.123495	0.487566	0.421928	0.0736773	0.0837462	0.968201	2.36074	0.141881	0.116066	0.33436	0.221422	0.265153	0.192765	0.190441	0.159888	0.435311	0.590797	0.315179	0.359925	0.630707	0.731555	0.644921	0.551442	0.280741	0.329326	0.442551	0.319469	0.172164	0.238215	0.413252	1.07156	0.127834	0.32677	0.56316	0.427856	0.273285	1.13392	0.619648	0.358301	0.625935	0.465925	0.246746	0.1119	0.375568	0.0418744	0.827117	0.485499	0.64844	0.614682	0.970203	0.616007	0.155651	0.206309	0.110884	0.87544	0.355994	0.144015	0.369798	0.215755	0.206073	0.348705	0.0852878	0.17329	0.904291	0.125118	0.337518	0.109412	0.0976721	0.420032	1.14309	0.910611	0.412931	0.320357	0.304785	1.86991	0.25719	0.567992	0.397012	0.787562	0.216735	0.806753	0.521659	0.559252	1.14765	0.339192	0.482442	1.231	1.29644	0.227504	0.286842	0.0812503	0.4859084	3.911654	1.400879	0.5553765	13.57493	0.4266758
880	-17696.47	-17661.15	-35.31848	2.272925	4.489678	0.170108	0.971888	1.35351	1.33599	0.480228	0.589007	0.655279	1.21109	0.375996	0.748915	0.248483	0.347723	0.946476	1.08517	0.471638	0.183963	0.286704	0.194919	0.410271	0.313375	0.200818	0.260838	0.453215	0.653618	0.286649	0.444709	0.403577	0.277616	0.205073	0.113716	0.464432	0.433665	0.0735166	0.0841418	0.981478	2.0585	0.13596	0.113088	0.332389	0.238832	0.260842	0.208344	0.16006	0.188558	0.470338	0.529373	0.310402	0.352836	0.67885	0.779876	0.672487	0.475771	0.283051	0.322947	0.36409	0.341801	0.192442	0.231598	0.443541	0.900718	0.137413	0.317814	0.599103	0.42419	0.290637	1.14934	0.623707	0.390704	0.612357	0.533202	0.216464	0.11382	0.341221	0.044522	0.836032	0.47906	0.621443	0.658763	0.990788	0.612592	0.174654	0.186131	0.112306	0.821379	0.375953	0.151996	0.328005	0.183533	0.219393	0.383985	0.087493	0.170214	0.829635	0.118683	0.329496	0.119454	0.093648	0.532404	1.02537	0.935139	0.451865	0.381914	0.284543	1.78162	0.261847	0.536601	0.416731	0.820537	0.235884	0.85764	0.527127	0.523265	1.15524	0.293757	0.479117	1.18111	1.23293	0.211378	0.287022	0.0697707	0.4944467	3.911654	0.7029233	0.5062557	12.10708	0.4399618
890	-17697.8	-17660.66	-37.14199	2.107983	4.643869	0.181626	1.05725	1.36862	1.22138	0.438168	0.585398	0.637265	1.176	0.38981	0.725636	0.246289	0.35812	1.05208	1.10524	0.525727	0.185436	0.286458	0.174087	0.418602	0.304403	0.186835	0.300229	0.401702	0.621005	0.254059	0.488899	0.422151	0.238473	0.238564	0.121811	0.448845	0.365095	0.0674121	0.0715403	0.873831	1.80175	0.127267	0.107826	0.287456	0.230905	0.264255	0.212102	0.144337	0.180615	0.415227	0.561174	0.277337	0.369937	0.595457	0.817521	0.658075	0.489684	0.291756	0.288859	0.392772	0.32272	0.181063	0.221724	0.465622	0.840737	0.137474	0.34729	0.570659	0.407824	0.305863	1.20248	0.642466	0.413795	0.635342	0.522499	0.20475	0.120895	0.313397	0.0401805	0.792883	0.542351	0.570137	0.689628	1.02369	0.639986	0.173213	0.178286	0.110449	0.888166	0.403626	0.144824	0.346315	0.222074	0.200356	0.405168	0.084573	0.150912	0.868817	0.113706	0.299654	0.11718	0.082847	0.515002	1.11806	0.855013	0.502645	0.358138	0.295324	1.83184	0.254124	0.562558	0.475682	0.806175	0.238823	0.85667	0.526854	0.593598	1.11286	0.302951	0.45779	1.32919	1.23677	0.242201	0.315707	0.0746653	0.4786001	4.116164	0.6675619	0.4539282	13.62117	0.4743871
900	-17696.66	-17659.81	-36.84974	1.964243	4.223001	0.169675	1.119	1.42302	1.08216	0.432707	0.600173	0.541559	1.12574	0.433496	0.729108	0.286864	0.32856	1.04038	1.14308	0.536084	0.169412	0.263009	0.19007	0.329116	0.299225	0.169234	0.275006	0.444833	0.507895	0.235267	0.492581	0.407807	0.232708	0.256837	0.12025	0.470488	0.378605	0.072184	0.0775342	0.923475	1.97998	0.127085	0.101445	0.2891	0.209387	0.28437	0.215552	0.152881	0.182742	0.443158	0.588096	0.293579	0.371196	0.59191	0.871863	0.554202	0.485932	0.316121	0.344004	0.412484	0.319442	0.180557	0.198099	0.456061	0.925083	0.126446	0.351641	0.543976	0.396597	0.279682	1.121	0.530075	0.343698	0.64287	0.50076	0.199178	0.120205	0.308202	0.0432196	0.707792	0.525857	0.717604	0.728846	1.0559	0.605118	0.219194	0.185088	0.103463	0.937919	0.43199	0.163061	0.329339	0.257051	0.184594	0.45259	0.0926121	0.142461	0.804064	0.11939	0.289958	0.112333	0.0881055	0.476717	1.05783	0.873584	0.43149	0.350979	0.269022	1.68799	0.231094	0.632149	0.458803	0.814708	0.281755	0.906705	0.568548	0.627091	0.996166	0.295048	0.474626	1.26268	1.32821	0.210821	0.348053	0.0756639	0.4786001	4.116164	0.6026746	0.4651297	14.46804	0.509102
910	-17704.2	-17665.9	-38.29514	1.989691	4.002297	0.180439	1.23649	1.38874	1.30543	0.499599	0.616119	0.53714	1.13457	0.395107	0.824925	0.31091	0.340672	0.902633	1.40538	0.583024	0.169432	0.307614	0.201114	0.336947	0.290791	0.179752	0.27641	0.467312	0.493711	0.377027	0.516074	0.353693	0.252378	0.248035	0.125765	0.457557	0.392961	0.0611101	0.0852986	1.01108	1.85575	0.131596	0.110497	0.272161	0.208769	0.301256	0.226219	0.148413	0.165011	0.40009	0.501986	0.29638	0.398776	0.582587	0.807538	0.532861	0.474874	0.328361	0.391708	0.374281	0.32759	0.185661	0.195116	0.416662	0.831829	0.132143	0.345577	0.591054	0.357082	0.289497	1.12469	0.522844	0.402528	0.605512	0.505741	0.226363	0.131291	0.257121	0.0397157	0.767971	0.563113	0.704364	0.788257	1.08681	0.673715	0.243999	0.178711	0.0957781	1.00023	0.472587	0.154551	0.284822	0.209082	0.182859	0.488983	0.0858314	0.144401	0.829369	0.127567	0.265377	0.0969768	0.0863407	0.432082	1.06067	0.919121	0.395121	0.388553	0.265091	1.70747	0.255799	0.563469	0.539185	0.828465	0.319134	0.940282	0.59603	0.706071	0.851135	0.306149	0.428845	1.30008	1.15391	0.207226	0.330542	0.0831632	0.4659895	3.983387	0.7931651	0.4971372	13.99137	0.5025906
920	-17709.73	-17669.97	-39.75631	1.809338	3.537793	0.184231	1.283	1.63268	1.2978	0.426799	0.66335	0.50945	1.1427	0.411603	0.833995	0.311816	0.338896	0.81127	1.46471	0.672113	0.141804	0.307527	0.220661	0.354554	0.248162	0.192937	0.284987	0.513806	0.41998	0.322479	0.52507	0.354279	0.236446	0.243644	0.126683	0.542409	0.3386	0.0516331	0.0834851	0.865302	1.87378	0.137619	0.104898	0.246574	0.189977	0.282063	0.237439	0.138396	0.158143	0.458208	0.516839	0.301513	0.401823	0.503618	0.761537	0.527987	0.474863	0.41307	0.332836	0.384029	0.31693	0.177352	0.198358	0.399736	0.970535	0.132715	0.342807	0.643242	0.365354	0.31393	1.20876	0.492808	0.425756	0.600303	0.520989	0.254646	0.119482	0.275668	0.0369793	0.72856	0.64699	0.720843	0.716559	1.06058	0.630901	0.241491	0.18979	0.0868777	0.967244	0.485271	0.168891	0.266724	0.21577	0.18889	0.482947	0.0990574	0.139855	0.879501	0.112339	0.232397	0.0911753	0.0888953	0.456453	1.12582	0.862803	0.375261	0.423035	0.285969	1.8619	0.256092	0.524183	0.502387	0.780228	0.278697	1.01224	0.611264	0.711241	0.898557	0.307646	0.419763	1.29119	1.20621	0.208008	0.37202	0.0767315	0.4840264	3.94038	1.738038	0.5114312	11.73749	0.5526883
930	-17707.66	-17666.5	-41.16491	2.1185	4.162114	0.176618	1.13488	1.53941	1.15985	0.455376	0.633696	0.55694	1.01848	0.404404	0.800719	0.316089	0.320216	0.728102	1.47339	0.633058	0.144384	0.314188	0.251383	0.372788	0.249171	0.171774	0.281885	0.510623	0.434295	0.311848	0.533626	0.334394	0.24232	0.231683	0.137556	0.527164	0.324176	0.0638345	0.0764109	0.853874	1.94852	0.139485	0.0966208	0.2602	0.19445	0.289306	0.209864	0.154388	0.162147	0.441058	0.525801	0.343257	0.390947	0.564866	0.725933	0.518112	0.532416	0.426163	0.343711	0.395032	0.322305	0.166888	0.210728	0.410169	0.934333	0.139568	0.31759	0.653407	0.336803	0.338662	1.2594	0.493946	0.415364	0.551274	0.576706	0.271578	0.117276	0.274525	0.0431828	0.797565	0.661506	0.646911	0.704468	0.92103	0.594114	0.240914	0.172578	0.0698701	1.01529	0.525091	0.183202	0.253979	0.184189	0.217816	0.436226	0.109361	0.149238	0.906013	0.113896	0.208694	0.102294	0.0939522	0.420655	0.967858	1.00417	0.341749	0.417442	0.276229	1.86223	0.246014	0.669861	0.531333	0.860296	0.272114	0.978602	0.566385	0.766877	0.842351	0.296453	0.365976	1.35633	1.42319	0.192692	0.350681	0.0680351	0.4840264	4.275587	1.172311	0.5089961	14.42376	0.4720322
940	-17709.95	-17667.12	-42.83373	2.34259	4.865701	0.180804	1.05835	1.58216	1.15188	0.40425	0.658926	0.545089	0.892053	0.404939	0.804822	0.304188	0.330677	0.798145	1.703	0.620444	0.140922	0.336704	0.258223	0.353089	0.244791	0.197485	0.292767	0.56487	0.459018	0.323887	0.539632	0.347543	0.236297	0.207989	0.131889	0.624903	0.297606	0.0703266	0.0763275	0.788991	1.82396	0.142416	0.111934	0.276185	0.232123	0.282248	0.210493	0.148285	0.173715	0.45152	0.650896	0.326897	0.457314	0.539476	0.710188	0.494641	0.481184	0.44883	0.324513	0.369137	0.295936	0.181402	0.238277	0.348828	0.953681	0.138382	0.271144	0.707283	0.35539	0.314689	1.3004	0.49515	0.391233	0.515989	0.53738	0.28344	0.123779	0.313565	0.0423415	0.881234	0.675301	0.651937	0.811834	1.08509	0.620163	0.264245	0.175821	0.075337	0.961967	0.590115	0.172393	0.243026	0.176224	0.232874	0.410161	0.118404	0.184447	0.885492	0.119733	0.203554	0.104302	0.0933614	0.382516	0.916457	0.906944	0.353271	0.423212	0.271059	1.92716	0.249986	0.735483	0.536043	0.887436	0.240316	1.04033	0.525101	0.778454	0.878459	0.318556	0.344326	1.43356	1.31404	0.212138	0.315495	0.0732233	0.4951304	3.677516	1.034398	0.4814496	14.49573	0.426878
950	-17708.23	-17662.84	-45.38825	2.363893	4.246966	0.205751	1.00748	1.6526	1.07175	0.371035	0.592216	0.547592	0.85254	0.371401	0.829184	0.301744	0.374701	0.813091	1.62963	0.631948	0.132795	0.309296	0.259932	0.37035	0.238169	0.180925	0.265379	0.473926	0.535106	0.317774	0.521005	0.345068	0.23506	0.249357	0.11945	0.614808	0.336974	0.0725929	0.0727885	0.872534	1.79153	0.142549	0.119757	0.265147	0.243739	0.251145	0.209355	0.152642	0.165308	0.424257	0.5738	0.341656	0.448987	0.504719	0.710581	0.585655	0.47712	0.443958	0.342401	0.380516	0.293918	0.173317	0.248626	0.361363	0.956317	0.119161	0.335599	0.681354	0.331953	0.300325	1.34322	0.507552	0.435182	0.49972	0.592409	0.30561	0.118727	0.330102	0.0456695	0.920579	0.641917	0.646627	0.793359	1.12095	0.53988	0.212616	0.168774	0.0690614	0.98076	0.569597	0.197013	0.230006	0.170473	0.260858	0.445285	0.125978	0.162624	0.934611	0.123888	0.198062	0.134418	0.0917719	0.40968	0.807572	0.836257	0.377388	0.440262	0.237443	1.96704	0.226621	0.728503	0.497239	0.895089	0.29356	1.14925	0.459051	0.770604	0.863943	0.268763	0.336923	1.37394	1.24453	0.202582	0.327141	0.0750467	0.5007793	3.796976	1.149383	0.5566076	15.60136	0.4230309
960	-17715	-17671.71	-43.29711	2.474689	4.614952	0.225349	1.1762	1.67072	1.01949	0.394851	0.617203	0.560245	0.951037	0.340462	0.854769	0.324294	0.361735	0.702205	1.60795	0.658921	0.131968	0.290051	0.275262	0.35253	0.252058	0.187385	0.28454	0.36341	0.587037	0.3327	0.612545	0.268547	0.225759	0.26083	0.109866	0.644651	0.34875	0.0680685	0.0761033	0.852321	1.82984	0.130032	0.120519	0.250292	0.279298	0.23193	0.243233	0.16358	0.165682	0.424185	0.503572	0.326619	0.400774	0.56801	0.738994	0.581718	0.457831	0.419527	0.420568	0.499633	0.286471	0.170197	0.2486	0.374193	0.857386	0.144672	0.361934	0.713002	0.343794	0.308338	1.11411	0.552989	0.433512	0.460367	0.546966	0.304092	0.116692	0.297781	0.0539559	0.842537	0.633907	0.720706	0.658937	1.17892	0.51928	0.224188	0.160942	0.0676201	0.927935	0.557303	0.199282	0.20738	0.18835	0.310322	0.397338	0.129668	0.159934	0.876284	0.149051	0.200165	0.136901	0.102639	0.406442	0.780793	0.880372	0.402415	0.373294	0.212045	2.00186	0.235261	0.799571	0.53196	0.997105	0.272812	1.15036	0.46066	0.824362	0.776796	0.276931	0.304272	1.33127	1.13533	0.176564	0.312593	0.0725087	0.4766735	3.940678	0.6889498	0.5362329	15.38041	0.4040911
970	-17707.29	-17668.8	-38.49471	2.34516	5.061906	0.217378	1.15819	1.49126	0.925639	0.445508	0.690297	0.508946	0.937459	0.326839	0.837698	0.327354	0.392058	0.757566	1.73283	0.567451	0.126612	0.304527	0.23774	0.407852	0.249632	0.168705	0.308683	0.323801	0.555483	0.304686	0.542983	0.273832	0.208145	0.279901	0.0972514	0.659376	0.380926	0.0693762	0.0741625	0.795877	1.60246	0.131512	0.133998	0.263153	0.27649	0.265451	0.250262	0.151408	0.147532	0.459818	0.527674	0.332781	0.437243	0.565799	0.746369	0.547709	0.439959	0.445162	0.42262	0.510859	0.267342	0.186807	0.252467	0.354378	0.838388	0.142023	0.355856	0.691472	0.335786	0.275756	1.32912	0.490791	0.547888	0.4375	0.538272	0.284893	0.119039	0.298557	0.0610085	0.721077	0.75695	0.691348	0.675445	1.26923	0.492614	0.197778	0.164755	0.0781255	0.994275	0.536787	0.207134	0.216837	0.174215	0.314066	0.43537	0.123015	0.149395	0.861019	0.155181	0.255276	0.137919	0.100996	0.427164	0.913163	0.879984	0.443898	0.37817	0.198811	1.93946	0.229256	0.796452	0.581881	0.999456	0.296262	1.08028	0.470623	0.790937	0.76287	0.245233	0.350799	1.34079	1.19385	0.161294	0.330729	0.068264	0.4877717	4.083233	0.1152555	0.4632957	12.95612	0.4264102
980	-17702.21	-17666.7	-35.51566	2.342281	4.728322	0.221354	1.04998	1.46173	1.08309	0.441595	0.629605	0.522029	1.04601	0.305439	0.852063	0.345225	0.390552	0.851708	1.68371	0.543852	0.116938	0.322754	0.236068	0.412076	0.280971	0.153881	0.274268	0.304382	0.531624	0.290941	0.501382	0.260761	0.199265	0.304996	0.108375	0.626493	0.396321	0.0649955	0.0753823	0.736813	1.42589	0.1338	0.13522	0.259381	0.351828	0.276454	0.245054	0.184455	0.157809	0.427343	0.514346	0.360524	0.461017	0.606378	0.754311	0.519851	0.391887	0.492299	0.433366	0.456835	0.281656	0.167568	0.271796	0.42806	0.954431	0.156681	0.300789	0.716593	0.350222	0.30468	1.1705	0.43547	0.523195	0.420841	0.589411	0.304067	0.119224	0.339499	0.0685494	0.692519	0.696733	0.698711	0.624621	1.21642	0.493943	0.237983	0.176725	0.0635519	0.882954	0.51605	0.226017	0.203986	0.194797	0.266592	0.432075	0.129221	0.143557	0.864996	0.1549	0.257454	0.16189	0.113111	0.44767	0.998911	0.874927	0.430417	0.336894	0.198323	1.95368	0.240115	0.728753	0.519676	0.915031	0.270212	0.903665	0.485611	0.776177	0.766301	0.291049	0.369831	1.34338	0.994103	0.147202	0.283466	0.0725604	0.4851033	4.189807	0.1728563	0.4953726	14.10521	0.4269342
